,topic,last_sentence,checked_sentence,eval_label,generated_sentence
735,Ten-pin bowling,"Bowling
I love bowling I used to do it for a year back in highschool, very fun.",The objective is to score the highest pinfall by knocking down as many pins as possible.,"i have never been particularly good, i'm normally luck to hit 1 pin ha ",i love it too ! i like to mix the rubber and rubber balls with a rubber hole .
736,Harry Potter,"Yes I got it bought for a present.  I am only on the first one, but I am loving it so far.  Which one do you think is the most popular?",Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,Harry Potter is a series of fantasy novels ,i ' m not sure but i know that there are over 100 million copies of the books sold sold sold worldwide .
737,Rick Grimes,"It takes place around Atlanta, GA and Alexandria VA .  And I like the lead character actor, Rick Grimes, real name Andrew Lincoln","Rick Grimes is a fictional character and the protagonist in the comic book series ""The Walking Dead"" and the television series of the same name, portrayed by Andrew Lincoln.",rick grimes is just a fictional character who plays the sheriff,i like the song of jerry and jerry .
738,Broken heart,"Broken heart
I had a broken heart from my previous relationship ","The concept is cross-cultural, often cited with reference to a desired or lost lover, and dates back at least 3,000 years.",I've never really had the cross cultural concept of lost love. I've never had a girlfriend lol./,that ' s a good point . it ' s also a result of physical damage to heart disease .
739,Instagram,"Instagram
I don't have instagram. Should I get it?","Instagram is a mobile, desktop, and Internet-based photo-sharing application and service that allows users to share pictures and videos either publicly, or privately to pre-approved followers.",Do you like to take and share pictures with people? Instagram is an Internet-based photo sharing application and service that does just that and you can share it with your friends or with the entire world!,i agree . facebook and instagram are maintained by facebook and instagram .
740,Bodybuilding supplement,Oh so this has been going on for hundreds of years?,"Under DSHEA, responsibility for determining the safety of the dietary supplements changed from government to the manufacturer and supplements no longer required approval from the U.S. Food and Drug Administration (FDA) before distributing product.","Yes, we now have the DSHEA they are responsible for determining safety for taking dietary suppliments, which was not in place back then","i ' m not sure , but i know that many people have been trained for many ways to use their strength and use of alcohol ."
741,Nickelback,"But now...? I was actually at that concert because a buddy dragged me to it. But it ended up with a good ending, given I met my wife!","""Billboard"" ranks them the most successful rock group of the decade; their song ""How You Remind Me"" was listed as the best-selling rock song of the decade and the fourth best-selling of the decade.","Thats funny! Is that her favorite band? Whats her favorite song by them? Mine is ""How you remind me"" which was also the best selling song of the decade in the rock genre","i agree . i remember that album "" baby "" back in 1999 , "" oops . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."
742,no_passages_used,"Are you good at Bowling?  I try, but have a hard time getting the ball to curve?",no_passages_used,"yes, i compete in my local city for small prices and i play for free at my local bowling place",i have a tee ball and i am not sure . i do know that it is a type of sport that is very difficult to make a good curve .
743,Hunting,Hunting,"Hunting is the practice of killing or trapping animals, or pursuing or tracking them with the intent of doing so.",I don't like the sport or act of hunting. I had thinking of animals being trapped and killed.,i love to hunt animals . they are so dangerous to humans .
744,Genghis Khan,"HOw far to the east did he went, Europe ? ","His descendants extended the Mongol Empire across most of Eurasia by conquering or creating vassal states in all of modern-day China, Korea, the Caucasus, Central Asia, and substantial portions of Eastern Europe and Southwest Asia.","His invasions reached modern-day China, Korea, the Caucasus, Central Asia, and substantial portions of Eastern Europe and Southwest Asia.",he was the main character in the soviet union and he was also known as the father of the barbarian
745,Elvis Presley,Cool! Yeah I've heard a few of his songs but I don't know much about him. Do you know his most famous song was?,"Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".","More so, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".",i think he was a very talented singer . he was a solo singer and songwriter .
746,Green,"i can see why, the color green is so prevalent in nature","Several minerals have a green color, including the emerald, which is colored green by its chromium content.","minerals are green often as well too, like emerald ",i think it is because it is hue and lightness .
747,Cardigan (sweater),"I think mine is pretty modern and trendy. At least Target told me it was! But yeah, I think they're cotton/wool blends.","By contrast, a pullover does not open in front but must be ""pulled over"" the head to be worn.","Nice,do you know that a cardigan is not a pullover?  as a pullover does not open in front but must be ""pulled over"" the head to be worn.",i agree . i love the cotton and cotton are a small part of the cotton plant .
748,Broken heart,Can you prevent that from happening?,"The concept is believed to be universal, with many cultures using the same words to describe both physical pain and the feelings associated with relationship loss.",No broken heart concept is universal in all cultures,"yes , it can cause heart damage , heart disease , and physical damage to heart"
749,Green,"Well, that is a lot of technical info. I wonder if a favorite color is an personality indicator?",Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,Many creatures have learned to change their green to their environments by adopting green hues themselves and camouflage.,"i like red color color color , but i like red , red , blue , and red ."
750,Archery,It looks relaxing but Im sure it is very hard to master? Do people still use archery to hunt?,"Historically, archery has been used for hunting and combat.",yes and historically it has been used for hunting and combat,"yes , it depends on the specific techniques ."
751,Lil' Kim,"I see, What about female rappers? any favorite?","In 1994, she was discovered by fellow rapper The Notorious B.I.G., who invited her to join his rap group Junior M.A.F.I.A.","I discovered Lil Kim through the album ""Conspiracy"" which was developed by the group Junior M.A.F.I.A.","i like the song "" top 100 "" the billboard hot 100 "" and "" the top 100 "" ."
752,Harry Potter,"Harry Potter
I really haven't read that much Harry Potter but I would like to try to. Have you?","The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.","Yes I would actually. I started reading one of the books. It's about a young wizard at Hogwarts, right?",i have never been to a book of them but i do know that there are over 80 million copies sold sold worldwide .
753,no_passages_used,"Ha ha, yeah that was weird. How did you feel about the latest season? I felt like it drug on forever. I just wanted to see them get revenge on Negan!",no_passages_used,"Yes I felt like it dragged too much also. In my opinion the show has already peaked, they should consider canceling it..","i ' m not sure , but i ' m sure it ' s a lot of fun . i ' m glad i ' m afraid of that ."
754,Personal goal setting,do you have any suggestions on how to stay motivated?,"Common personal goals include losing weight, achieving good grades, and saving money.",Set a personal goal like losing weight.,i am not sure but i do need to achieve a goal of trying to achieve goals .
755,J. Lee Nicholson,That is interesting to know. Who is Lee,"Jerome Lee (J. Lee) Nicholson (1863 - November 2, 1924) was an American accountant, industrial consultant, author and educator at the New York University and Columbia University, known as pioneer in cost accounting.", My mistake. Nicholson. J. Lee Nicholson was an educator at Columbia ,i am not sure but i know that they are divided into labor and accounting .
756,Yellowstone National Park,That sounds beautiful! I have been to The Grand Canyon and Yellowstone. Both were really great. Have you ever visited any in the United States?,"Yellowstone National Park is a national park located in the U.S. states of Wyoming, Montana, and Idaho.","What area did you visit?I have been Yellowstone a few times, it is actually in three states, Wyoming,Idaho, and Montana",i have been to the park and the main attractions of yellowstone national park . i have been to the park and the faithful faithful .
757,Dog training,either for hunting or helping around the household?,"While training dogs for specific roles dates back to Roman times at least, the training of dogs to be compatible household pets developed with suburbanization in the 1950s.","Well that brings up an interesting point, our cute little house dogs did not arrive till about the 1950s due to suburbanization where we wanted to train dogs to be good household pets.","well , the first thing i know is that the origins of the dog goes back to ancient times ."
758,no_passages_used,"They were so cool, with that hair and black hat and glasses Slash wore. I think they are still playing but with a couple different members. ",no_passages_used,Slash is like...a legend lol. EVERYBODY knows him.,i agree . i love the sound of the rolling stones .
759,Nickelback,Any songs that I may have heard?,"""Billboard"" ranks them the most successful rock group of the decade; their song ""How You Remind Me"" was listed as the best-selling rock song of the decade and the fourth best-selling of the decade.",Their most famous song was a top Billboard it is called How You Remind Me a good classic rock song.,i think the band is the lead vocalist .
760,Elvis Presley,"Elvis Presley
My mother is a huge fan of Elvis Presley! She even got to meet him once! Are you also a fan?","Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".","I do too, he is Regarded as one of the most significant cultural icons of the 20th century.",i love her music . she is a singer and songwriter .
761,Ireland,Lol. I have such an active imagination that I would say something so ridiculous. I wonder what mammals they do have.,"In 2011, the population of Ireland was about 6.6 million, ranking it the second-most populous island in Europe after Great Britain.","Well, Ireland has humans. In fact the the population of humans in Ireland was about 6.6 million, ranking it the second-most populous island in Europe after Great Britain.",i ' m not sure but they are the largest species of domesticated animals .
762,Early history of American football,"Is that so? I would never have guessed, what with the whole forward passing thing.","Both games have their origin in varieties of football played in Britain in the mid–19th century, in which a football is kicked at a goal or run over a line, which in turn were based on the varieties of English public school football games.","both games have a lot of similarities, basically running or kicking a ball over a goal line but you are right, the forward pass is unique","it is similar to football , but it is called gridiron football ."
763,Amazon Kindle,Do they really? I mainly use only amazon.,The Amazon Kindle is a series of e-readers designed and marketed by Amazon.,"Do you use Amazon Kindle, the series of e-readers designed and marketed by Amazon.","i do not have a lot of shopping , but i do like the shopping shop ."
764,Hunting,Hunting,"Hunting is the practice of killing or trapping animals, or pursuing or tracking them with the intent of doing so.","Hi buddy, I like hunting it is a practice of trapping the animal",i love to hunt animals . they are so dangerous to humans .
765,Instagram,That's good because now everyone can share pictures together on it!  It's really popular with my kid and her friends too.,It is owned by Facebook.,"I think it is probably one of the most popular apps in the world for sure! It is also owned by Facebook, the super giant of all apps. ","yeah , it ' s pretty good that it ' s maintained by facebook and instagram ."
766,Cardigan (sweater),"Cardigan (sweater)
I like cardigans",A cardigan is a type of knitted garment (sweater) that has an open front.,"A cardigan is a type of knitted sweater, with an open front. How many do you own?",i have a welsh corgi . she is a herding dog .
767,Veganism,I actually had heard that.  That is why I am a vegan...that and my wife forced me to be one.  Hahahahaha.,A follower of either the diet or the philosophy is known as a vegan ( ).,"Really?  Wow, not many people know about processed meat causing cancer.  I follow veganism also!  I just started a few months ago! Its such a high nutrition diet that we'll live forever!",i agree . i think it ' s a good thing to do . i ' m glad that you can get a lot of vitamins and vitamins .
768,Hot dog variations,That Mexican version sounds like the bee's knees to me. I may have to go there for that!,"Hot dogs made with caribou meat added are sold as ""reindeer dogs"" throughout Alaska.","Here's one that *might* not appeal -- a ""reindeer dog"" made of caribou meat in Alaska!","i like to eat a lot of mayo , chili peppers , mustard , mustard , mustard , mustard , mustard , mustard , mustard , and mayonnaise ."
769,Waterfowl hunting,What time do you generally go waterfowl hunting?,Hunting with shotguns began in the 17th century with the matchlock shotgun.,The hunting is done with Shotguns and have started many years ago.So daytime would be best,they can feed on water and hunt and hunt .
770,Hunting,Hunting,"Hunting is the practice of killing or trapping animals, or pursuing or tracking them with the intent of doing so.","Hunting is the practice of tracking an killing animals most often for food, do you hunt?",i love to hunt animals . they are so dangerous to humans .
771,Elvis Presley,Its a shame that he died the way he did with a drug overdose,"With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.","It is the destiny of a lot of artists, but you have to give him credit for the popularisation of Rock'n Roll",he is a great singer . he is also a singer and songwriter .
772,Cheerleading,"I used to do cheerleading in middle school, have you ever participated in the sport?",It can range from chanting slogans to intense physical activity.,"yes, cheerleading do more of physical activity.","no i have not , but i do like to perform , but i do like to do theatrical contests , jumping , and throwing ."
773,Cheerleading,I was a football cheerleader. What was the most interesting part about cheerleading to you?,It can range from chanting slogans to intense physical activity.,That part where we chant slogans and engage in other  intense physical activity.,i do not know much about the other sports but i do know that it is a professional martial arts .
774,Rugby union,"sorry , Now I understood. what type of league they will participate. ","Rugby union, commonly known in most of the world as rugby, is a contact team sport which originated in England in the first half of the 19th century.","Another type of sport ,like the A.F is thecommonly known in most of the world as rugby, is a contact team sport which originated in England. ",it is played by 250 million players in over 200 countries .
775,Bee,I see a lot of honeybees that fly around here. We try to do everything possible to help them thrive. ,"Bees are adapted for feeding on nectar and pollen, the former primarily as an energy source and the latter primarily for protein and other nutrients.",Yes bees feed on nectar and pollen its their energy source,"i ' m not sure , but i know that they were exported to 000 years ago ."
776,Broken heart,"I know a lot of people experience it sometimes, but gosh does it hurt. We had been together for two years. And now they're gone.","The ""social-attachment system"" uses the ""pain system"" to encourage humans to maintain their close social relationships by causing pain when those relationships are lost.","Interestingly, it's our body's fault that we feel this way. The social attachment system uses pain to encourage humans to maintain their close relationships by causing pain when those relationships are lost.","i agree . it ' s a long time ago , but it ' s been around for a long time . it ' s been around for a long time ."
777,Crossbow,How does those things work,The earliest crossbows in the world were invented in ancient China and caused a major shift in the role of projectile weaponry.,Very similar to a bow and arrow set. The earliest crossbows were found in China,i think it is interesting that it is used for sport sport sport .
778,The Walking Dead (TV series),The Walking Dead (TV series),"The Walking Dead is an American post-apocalyptic horror television series developed by Frank Darabont for AMC that is based on the comic book series of the same name by Robert Kirkman, Tony Moore, and Charlie Adlard.",I love post-apocalyptic horror television series such as The Walking Dead.,"i love the show "" the tv series "" the tv series "" the tv show "" ."
779,Snowman,"When enough snowflakes fall from the key, I love to build snowmen, build forts and throw snowballs! Its so much fun in the winter!","Human clothing, such as a hat or scarf, may be included.",Some people even use human clothing to dress their snowmen.,"i love to go to a variety of styles , and they have a variety of styles ."
780,Dog training,Thank you for the advice. I can't wait to get started.,"The common characteristics of successful methods are knowing the animal's attributes and personality, accurate timing of reinforcement and/or punishment and consistent communication.",You'll do well. Consistency is key.  Communication and reinforcement will make it happen.,i think it would be a good idea to learn how to learn how to learn how to learn how to learn how to learn how to learn how to help you .
781,Neurosurgery,"I've always loved medical documentaries, but i haven't seen that one. I remember hearing that they did brain surgery in the stone age though!","Neurosurgery, or neurological surgery is the medical specialty concerned with the prevention, diagnosis, surgical treatment, and rehabilitation of disorders which affect any portion of the nervous system including the brain, spinal cord, peripheral nerves, and extra-cranial cerebrovascular system.","And it's amazing how it can help with areas that affect not only the brain, but spinal cord, peripheral nerves and extra-cranial cerebrovascular system, so amazing!","i ' m not sure , but i know it ' s a medical procedure used to treat medical treatments ."
782,American bison,"Yeah, isn't that what exterminated the American bison or whatever?","They became nearly extinct by a combination of commercial hunting and slaughter in the 19th century and introduction of bovine diseases from domestic cattle, and have made a recent resurgence largely restricted to a few national parks and reserves.","Not completely exterminated. They almost became extinct though, but it was a combination of hunting and disease. Thanks to parks and reserves, populations are increasing.",i ' ve heard that . i ' ve heard that there is a lot of fun . i ' ve heard it ' s a great place to watch .
783,Archery,"Archery
I always wanted to learn how to do archery. What can you tell me about it?","Archery is the sport, practice or skill of using a bow to propel arrows.",It is a cool sport actually!  You use the skill of using a bow to shoot arrows at targets (or people - - whichever),i know a lot of chinese chinese chinese chinese chinese chinese chinese chinese chinese chinese chinese chinese chinese chinese chinese chinese used to use chinese chinese chinese art .
784,Broken heart,"Yeah, you're probably right.  He just better not be seeing someone else!","The neurological process involved in the perception of heartache is not known, but is thought to involve the anterior cingulate cortex of the brain, which during stress may overstimulate the vagus nerve causing pain, nausea or muscle tightness in the chest.","We still haven't narrowed don the neurological processes involved, funny enough, of how we view heartache. But at least we know it involves  involve the anterior cingulate cortex of the brain, which during stress may overstimulate the vagus nerve causing pain, nausea or muscle tightness in the chest. So, just monitor the symptoms.","i ' m sorry to hear that . it can be caused by injury , heart disease , and physical damage to your heart ."
785,Optimus Prime,I know.  He is my favorite transformer.  He is so sweet.,"He is the leader of the Autobots, a fictional group of sentient robots that can transform into other forms (e.g.",Optimus Prime has to be the best transformer. The new movies with Shia LaBeouf were excellent.,"i ' m not sure , but i know that black is a common black black and black metal ."
786,Blog,Blog,"A blog (a truncation of the expression ""weblog"") is a discussion or informational website published on the World Wide Web consisting of discrete, often informal diary-style text entries (""posts"").",Have you ever had your own blog or weblog? its for commenting and documenting your life or experiences for the whole web to see,"i love to read , i think it is a wide variety of worlds and world wide ."
787,Elvis Presley,"Elvis Presley
Ever since I saw Forest Gump a few weeks ago, I like to listen to Elvis Presley.  ","Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".","Yeah, I love the King of Rock and Roll. Is he your favorite musical artist?",elvis presley is a great singer . he is a great singer .
788,Goldendoodle,so they only been around that long or they have been around longer and was finally made official in 1992?,The Goldendoodle was first bred by Monica Dickens in 1969.,"Sorry my mistake, the Goldendoodle was first bred by Monica Dickens in 1969.","the first known known known for the "" golden dominion "" was known as the "" dominion """
789,no_passages_used,that is true. I like fun shows. Do they have shows about people who buy and sell things?,no_passages_used,"I know there is a show called American Pickers that is like that, however, that is on History channel.","i ' m not sure , but i do know that they are very popular and they are very popular ."
790,Rottweiler,"There's so many breeds of dogs now, it's crazy. Rottweilers kind of scare me to be honest.","The Rottweiler ( or , ) is a breed of domestic dog, regarded as medium-to-large or large.","They are usually medium to large or larger, that's for sure.",they are very popular dogs . they were originally bred to be fighting dogs .
791,American football,How do you score in American football?,Points are primarily scored by advancing the ball into the opposing team's end zone for a touchdown or kicking the ball through the opponent's goalposts for a field goal.,Well points are scored by getting the ball into the opposing team's end zone.,i am not sure but i know it is played by 250 million players in over 200 countries .
792,Green,Green,Green is the color between blue and yellow on the visible spectrum.,Green is my favorite color. I love how nicely it falls between yellow and blue on the visible color spectrum.,yellow is my favorite color . it is between green and orange on the spectrum of visible light .
793,Green,Green is actually my favorite color too and I have green eyes.,It is evoked by light which has a dominant wavelength of roughly 495570 nm.,oh i love green eyes .. the color green is evoked by light which has a dominant wavelength of rougly 495570nm,blue is a color intermediate between blue and red .
794,Winter,"That is interesitng, how cold does it end up getting there?",Winter is the coldest season of the year in polar and temperate zones (winter does not occur in the tropical zone).,"If we get a cold front, we might see temperatures in the 40s, but usually it's in the 60s. Winter doesn't occur in the tropical zones of the Earth, and we are very close to that zone.","it is a winter winter winter , but it is a winter winter winter winter winter winter . it is a winter winter winter winter winter ."
795,Hamburger,Oh you are making me hungry! I love a grilled burger with cheese and grilled onions! lol,"A hamburger, beefburger or burger is a sandwich consisting of one or more cooked patties of ground meat, usually beef, placed inside a sliced bread roll or bun.",I can't believe those people that eat it with no buns! It's not the same. Especially a home made bun or roll.,"i love mine with cheese , lettuce , bacon , and onion . i like mine with lettuce ."
796,Motivation,"So, say I need to go to the store and can't be bothered. My motivation would be that I don't have any food in the house. Is that what you mean?","According to Maehr and Meyer, ""Motivation is a word that is part of the popular culture as few other psychological concepts are.""",Sure. Motivation is also a word that is part of pop culture. This is according to Maehr and Meyer.,i think that ' s true . i think that it ' s a good problem . i ' m sure you have to have a negative incentives .
797,Neurosurgery,Neurosurgery,"In the United States, a neurosurgeon must generally complete four years of undergraduate education, four years of medical school, and seven years of residency (PGY-1-7).",I have trained for years to become a neurosurgeon.,i am a doctor who is a doctor who is a part of the medical degree .
798,Skiing,"I have heard of that, i think they use it as a transport method in Alaska and Siberia ","It comes from the Old Norse word ""skíð"" which means ""split piece of wood or firewood"".","I bet they do! The word Skiing actually comes from Old Norse word Skio which means ""Split piece of wood or firewood""",alaska is the largest state in the world by area .
799,History of QubicaAMF Bowling World Cup,"Haha yea it can be difficult, its actually quite frustrating when you start doing bad. I wonder how long bowling has been a sport?","Since its inception in 1965, this event has brought together champions from all over world so that players from small countries with few bowling facilities can meet the greats of the sport, all on equal terms and all in a spirit of friendly competition.",i think the bowling world cup fi,"it is a lot of fun , but it ' s not positive , but it ' s not positive ."
800,Harry Potter,Aparently you can do a harry potter tour in London.  I think it would be brilliant!,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.","The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School ",i would love to see that ! i know that they have sold over 100 million copies of all of the books sold sold worldwide .
801,The Walking Dead (TV series),Yep.  I like zombie movies also and the spin off show isn't bad either. It's called Fear of the Walking Dead.,"Beginning with its third season, ""The Walking Dead"" has attracted the most 18- to 49-year-old viewers of any cable or broadcast television series.",what is that about? alot of walking dead fans are between the ages of 18-49.,"i like the song "" the dead "" and "" friends "" , "" the dead dead "" , and "" the dead "" ."
802,Broken heart,Why haven't had a girl friend? Even gays have someone they have feelings for.,"Emotional pain that is severe can cause 'broken heart syndrome', including physical damage to the heart.",I don't know I'm a really weird guy to be honest. I feel emotional pain and can understand a broken heart can be severe.,it can be caused by injury or heart damage .
803,Instagram,Instagram,"A version for Android devices was released two years later, in April 2012, followed by a feature-limited website interface in November 2012, and apps for Windows 10 Mobile and Windows 10 in April 2016 and October 2016 respectively.","Before, Instagram used to only be on iOS, but now it can be used on Android devices as well as Windows. So really you have many ways to access it.",facebook and instagram have been deployed by facebook and instagram .
804,Nickelback,Nickelback,"Nickelback is a Canadian rock band formed in 1995 in Hanna, Alberta, Canada.",I met my wife at a Nickleback concert. Do you know that Canadian rock band?,i love the grateful dead . they have a top top top top charts in the us .
805,Nickelback,Ha - yes. She loved/loves Photograph. Definitely one of those teen girls-going-crazy you mentioned. And I didn't know that How You Remind Me was the best-selling of the decade -- wow!,"Nickelback is a Canadian rock band formed in 1995 in Hanna, Alberta, Canada.","It sure was! It seems so long ago, but they formed in 1995. I was only one. Haha!","i think so . i remember that album "" top top top 100 "" the billboard charts "" ."
806,no_passages_used,Whoa!  So you must be good.  How do you curve the ball when throwing?  Is it complicated?,no_passages_used,All you need to do is practice your wrist technique and after a while you will get it,"i am not sure , but i do know that it is a process of putting a ball into the process of putting a ball into the right machine ."
807,Hunting,Yeah same for me i cant stand any time of hunting or animal cruelty,"Hunting wildlife or feral animals is most commonly done by humans for food, recreation, to remove predators that are dangerous to humans or domestic animals, or for trade.",Hunting wildlife is primarily done by humans for food and recreation. I don't think its acceptable to hunt for recreation at all.,i agree . i think it ' s a great way to prevent cruelty to animals .
808,Skiing,"Skiing
im planning a Skiing trip next winter","Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow.",Do you participate in competitive skiing?,i love winter skiing too ! it ' s a sport sport that involves sport sport sport .
809,Elvis Presley,Yeah? That's a pretty cool title. Do you know if he always played with the same band?,"His music career began there in 1954, recording at Sun Records with producer Sam Phillips, who wanted to bring the sound of African American music to a wider audience.","Interestingly,His music career began there in 1954, recording at Sun Records with producer Sam Phillips","i ' m not sure but i know that the term "" rock "" was first recorded in the 10th century ."
810,Emerald,green emeralds are pretty. they remind me of the hard green candy,Emerald is a cyclosilicate.,"emerald is a cyclosilicate, it reminds me of my favorite game, pokemon emerald!",yellow is also used in painting and color printing
811,Bodybuilding supplement,"Bodybuilding supplement
i wanna start drinking protein shakes",A number of herbal concoctions and tonics have been used by strong men and athletes since ancient times across cultures to try to increase their strength and stamina.,Herbal protein shakes are the best if you want to increase strength and stamina. Athletes have been doing this since ancient times.,"that ' s cool ! it ' s also the brain - function of the brain , brain , and immune system ."
812,Bowling,"Bowling
I really enjoy bowling. Its a great way to have fun and to get your mind off things. Do you like bowling?",Bowling is a sport or leisure activity in which a player rolls or throws a bowling ball towards a target.,"I do bowl for a leisure activity, it is fun to roll the ball toward the target. ","i love the mix of blankets , but i like to use a rubber hole to make a rubber hole ."
813,Green,"Yes, I know of this, but wonder, still, if color preference has any indication of a person's personality.",It also has a long historical tradition as the color of Ireland and of Gaelic culture.,It is also a long history tradition  as the Ireland and Gaelic culture.,psychology is a theory that changes the color of the eye and the color spectrum .
814,Bowling,Bowling,Bowling is a sport or leisure activity in which a player rolls or throws a bowling ball towards a target.,Do you like bowling? I love throwing the ball at the targets.,"i love to use a wooden hole , which is a mix of wood and rubber ."
815,Hunting,Hunting,"Hunting is the practice of killing or trapping animals, or pursuing or tracking them with the intent of doing so.",do you like hunting? killing or trapping animals ?,i love to hunt animals . they are so dangerous to humans .
816,Harry Potter,"Yes I know that much, but how does he even become one? Is he born that way?","The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.","Correct! I think he is born that way, and then later goes to Hogwarts to study Wizadry and better develop his powers.",he has sold over 100 million copies and sold sold over 80 million copies .
817,no_passages_used,"I think it has certainly peaked, unfortunately. I hope they can go out on a high note maybe with the next season.",no_passages_used,Yes that would be the best. Have you been watching from the beginning or you picked it up later?,"i ' m not sure , but i ' m sure it ' s a bit more comfortable . i ' m sure you ' re talking about it ."
818,Motivation,setting the goal isn't the issue most of the time...it's actually getting started in the process.,"Activated ""seeking"" behavior, such as locomotor activity, is influenced by dopaminergic drugs, and microdialysis experiments reveal that dopamine is released during the anticipation of a reward.","You have to want it. Dopamine in the brain is released when activating ""seeking"" behavior"".",i agree . i think it is important to achieve a goal of trying to achieve a goal of trying to achieve goals .
819,John Grisham,"John Grisham
Did you know John Grisham is a popular author?","Grisham's first bestseller, ""The Firm"", sold more than seven million copies.","Yes, his first bestseller ""The Firm"" sold more than 7 million copies!","yes , he was a canadian writer and creator of the german writer ."
820,Banff National Park,"I actually have visited Ontario when I was much younger. Yeah, that's really cool about Yellowstone! I bet in Banff you get a great view of the mountains.","Located in the Rocky Mountains, west of Calgary in the province of Alberta, Banff encompasses of mountainous terrain, with numerous glaciers and ice fields, dense coniferous forest, and alpine landscapes.","Yes, Bnaff National Park is in the Rocky Mountains, there is also glaciers at times, I never saw a polar bear though,ha!","i have been to the park for a long time . i love the park of the park , especially the faithful faithful , the faithful faithful , and the faithful faithful faithful ."
821,Dog training,i guess before that they were mostly trained as hunting or farm dogs.,A dog learns from interactions it has with its environment.,"Absolutely, listen a dog learns from his interactions with their environment and a human creates that environment. So if the dog isn't well trained its the humans to blame.","yes , they are trained to be trained to herd livestock , herding dogs , and sheep ."
822,Green,"Green
the land is green ,natures best",It also has a long historical tradition as the color of Ireland and of Gaelic culture.,Green is well known as the color of Ireland and Gaelic culture. It is also my favorite color!,yellow is a primary color used in painting and color printing
823,Ten-pin bowling,"Bowling
I just started bowling recreationally but am not very good.  Do you bowl?",The objective is to score the highest pinfall by knocking down as many pins as possible.,I do bowl occassionally.  You really want to try to get as many pins knocked down as possible.,"i do not , but i do know that it is a mix of wood and rubber ."
824,no_passages_used,"I absolutely agree! He had so many great songs. I really liked ""Love Me Tender."" Do you have a favorite song?",no_passages_used,Can't help falling in love is my favorite song from Elvis.,"i love the song "" my favorite "" song . i love the song "" the song "" the song "" yesterday "" ."
825,Ireland,How interesting! I think Ireland will definitely be on my radar for my next vacation.,Ireland is the third-largest island in Europe.,"You'll have a great time in Ireland, the third-largest island in Europe.",i ' ve never been to the third - largest city in the european republic of the european island in the united kingdom .
826,no_passages_used,And the padding and the swapping of the entire team depending on if their attacking or defending.,no_passages_used,true. playing defense and offense in football have special positions on each so in that regard there are tons of substitutions,"i ' m not sure , but i do know that it ' s a sport that ' s not very difficult to play ."
827,Kindle Fire,No I have never used a kindle. My dad has one of those though and it looks cool if you love books. ,"Built with Quanta Computer, the Kindle Fire was first released in November 2011, featuring a color 7-inch multi-touch display with IPS technology and running a custom version of Google's Android operating system called Fire OS.",I use the Fire and it's sooo cool. It has a color 7-inch multi-touch display with IPS technology and running a custom version of Google's Android operating system called Fire OS.,i have a kindle kindle and i love amazon books . i have a kindle and i love the kindle kindle .
828,Hunting,Nice my dad owns a trapping business in CT.,The species that are hunted are referred to as game or prey and are usually mammals and birds.,I m talking about the hunting the animals. the species that are hunted are referred to a game,i like to use a lot of trapping to catch them .
829,Instagram,"I do remember hearing they bought them, but now I think they work together better, I know I like to forward my pictures and stories to Facebook automatically!","Users can connect their Instagram account to other social media profiles, enabling them to share photos to those profiles as well.",Yes that is a great service they offer. Users can connect their accounts to any social media profiles they have so that they can share photos and videos there as well. I guess that is why they are so successful. It is really user friendly!,i agree . it ' s a great thing to know . facebook and instagram have been around since 1984 .
830,Cardigan (sweater),"I own three, I think cardigans are perfect for the fall",Commonly cardigans have buttons: a garment that is tied is instead considered a robe.,"They are! not too hot and not too cold, commonly they have buttons, a cardigan that is tied is referred to as a robe. ",i have two two different kinds . i have two two birds . i like to use a poon on a stick .
