,topic,last_sentence,checked_sentence,eval_label,generated_sentence
1098,Pink,Pink,Pink is a pale red color that is named after a flower of the same name.,Pink is my absolute favorite color!! It is considered a pale red!,Pink is my favorite color.  It is a color of the color pink and it is very popular in the fashion industry.
1099,Snaffle bit,And this is used to steer the  horse?,A snaffle bit is the most common type of bit used while riding horses.,"Yep that is correct. Also there's something called a Snaffle bit, it's actually the most common bit used.",I think it's used to steer the horse. It's also used to teach horses to perform certain behaviors when asked to do so by humans.
1100,The Story So Far (band),Are they a good band?  Do they have any videos and have they any hit records? ,"On March 26, 2013, they released their second studio album, ""What You Don't See"", which debuted at number 46 on the ""Billboard"" 200 chart in the U.S.","Well on March 26, 2013, they released their second studio album, ""What You Don't See"", which debuted at number 46 on the ""Billboard"" 200 chart in the U.S.","They are a good band, they have released 3 studio albums to date. They are currently signed with Pure Noise Records."
1101,no_passages_used,Oh really? I thought cacao beans came from South America. Im actually from the Philippines but never tried it there,no_passages_used,"Cacao beans probably do come from South America but I still had it in my drink. The Philippines leads in cocoa beans, not cacao beans.","Cacao beans are grown all over the world, but they are mostly grown in West Africa."
1102,Singing,ya i heard,"Different singing styles include art music such as opera and Chinese opera, Hindustani music, and religious music styles such as gospel, traditional music styles, world music, jazz, blues, gazal and popular music styles such as pop, rock, electronic dance music and filmi.","Well I mostly like Chinese opera, and Hindustani music",Have you ever heard of a choir of singers or a band of instrumentalists? I like to sing in choirs
1103,Cooking,I have to try it I can cook very good and cook almost every night for my family but want to get into baking for the holidays. ,The ways or types of cooking also depend on the skill and type of training an individual cook has.,"You sound very skilled at cooking and like you have a lot of training, so I'm sure you could learn baking quite easily!","That is crazy me as well baking is one I don't do as much but said I want to get more into to make some homemade fresh cakes. It's so easy to make, you just have to be careful not to use too much flour or too little sugar and you can make a lot of different things."
1104,Pancake,Is that what makes them fluffy?,"In Britain, pancakes are often unleavened and resemble a crêpe.",Yup! In the UK pancakes are often unleavened and resemble a crêpe.,yea it makes them fluffy but i dont think it is the only thing that makes them that way
1105,Dance,Oh I see. have you ever been to Egypt? I hear its a great country. ,"Dance can be categorized and described by its choreography, by its repertoire of movements, or by its historical period or place of origin.","No!Dance can be categorized and described by its choreography, by its repertoire of movements, ","I have never been to Egypt, but I have heard it is a great place to visit.  In Arabic, the dance is known as ""Raqs Sharqi"""
1106,Pink,"I love pink!  My daugher used to love it, but has now moved on to yellow and teal.",Pink is a pale red color that is named after a flower of the same name.,Pink is actually named after a flower of the same name,I love pink too! It was first used as a color name in the late 17th century!
1107,Christmas,Christmas,"Christmas is an annual festival commemorating the birth of Jesus Christ, observed primarily on December 25 as a religious and cultural celebration among billions of people around the world.",Christmas is my favorite time of the year!!  Celebrating the birth of Jesus on December 25th is just the best holiday.,"Christmas is an annual festival commemorating the birth of Jesus Christ, observed primarily on December 25 as a religious and cultural celebration among billions of people around the world."
1108,Auto mechanic,"Auto mechanic
I hate having to take my car to get worked on. I wish I knew more about that stuff to do it myself","In repairing cars, their main role is to diagnose the problem accurately and quickly.","mechanics can really come in handy in your case, In repairing cars, their main role is to diagnose the problem accurately and quickly",That's a shame. I know a mechanic with a variety of automobile makes or either in a specific area.
1109,Family farm,"Family farm
What is the difference between a family farm and a corporate farm?","It contrasts with farms operated as collectives, trusts, non-family corporations or in other institutionalised forms.","A family farm is family owned, as opposed to farms operated as collectives, trusts, non-family corporations, or institutionalized farms.",A family farm is generally understood to be a farm owned and/or operated by a family; it is sometimes considered to be an estate passed down by inheritance.
1110,Bulldog,"Bulldog
I have two dogs. One of them is an English Bulldog, and the other one is a pitbull. Have you ever seen an English Bulldog?","Bulldogs have a longstanding association with British culture, as the BBC wrote: ""to many the Bulldog is a national icon, symbolising pluck and determination.""",Yes.  I know that bulldogs are a national icon in Britain.  ,"I have never seen an English Bulldog, but I have seen pitbulls. They are very cute."
1111,Pizza,"Pizza
What is your favorite pizza?","It can also be topped with additional vegetables, meats, and condiments, and can be made without cheese.",My favorite pizza is a margarita pizza with fresh mozzarella and basil! Have you ever had it?,"I love pizza! I love Pizza Hut.  I love how it can be topped with so many different vegetables, meats, and condiments."
1112,Pancake,So they are just a flat piece of dough?,American pancakes are similar to Scotch pancakes or drop scones.,yeah kinda like a wrap. In America  pancakes are similar to Scotch pancakes or drop scones,"Yup! In North America, a leavening agent is used (typically baking powder). American pancakes are similar to Scotch pancakes"
1113,Nicholas Sparks,"Nicholas Sparks
I've heard Nicholas Sparks is a great writer but i'm not sure if i've ever read any of his books","In 1993, Sparks wrote his breakthrough novel The Notebook in his spare time while selling pharmaceuticals in Washington, D.C.. Two years later, his novel was discovered by literary agent Theresa Park who offered to represent him.","He's most well known for his best selling novel The Notebook, perhaps you've heard of it, but never read it?","Yes, he is a great writer.  He is best known for his romantic suspense novels. "
1114,Pink,"Really, there is a flower named Pink?",It was first used as a color name in the late 17th century.,Yes isn't that interesting!  It was first used as a color name in the late 17th century!,"Yes, there is a flower named Pink!  It is actually named after the frilled edge of the flowers"
1115,Christmas traditions,I love Christmas too! I love all the lights and decorations and also the snow.,"Christmas celebrations for many nations include the installing and lighting of Christmas trees, the hanging of Advent wreaths, Christmas stockings, candy canes, and the creation of Nativity scenes depicting the birth of Jesus Christ.","And the traditions of it all as well, lighting the tree, hanging the wreaths, stockings, candy canes, the Nativity, etc.. I just love it.","I love Christmas too!  It's a public holiday in many of the world's nations and is celebrated religiously by a majority of Christians, as well as culturally by billions of people around the world."
1116,Auto mechanic,"Yes. Fortunately, I have one I have used for a long time and trust. ",They often have to quote prices for their customers before commencing work or after partial disassembly for inspection.,They often have to quote prices for their customers before commencing work but in your case im sure he gives you a discount for being a long time costumer,They often have to quote prices for their customers before commencing work or after partial disassembly for inspection.
1117,Family farm,Very interesting.  Do family farms focus more on organic foods as opposed to corporate farms?,"The concept or definition does not easily translate across languages or cultures, as there are substantial differences in the agricultural traditions and histories between countries.",It depends. Not all cultures have the same agricultural traditions and histories between countries.,"I'm not sure, but in the United States, a 2014 USDA report shows that family farms operate 90 percent of all farms."
1118,Sleep apnea,"That's true. I love their squat bodies and squished up faces, but sometimes they can have breathing problems.",There may be a choking or snorting sound as breathing resumes.,"Do they snort and choke?  If so, it is probably sleep apnea ","Yes.  I know that bulldogs are a breed of dog that was bred to guard, hunt, herd, and herd dogs.  "
1119,Chicago-style pizza,"Yes I have! I actually prefer veggies over meat, I have worked at many pizza shops and even delivered pizza. Have you heard of deep dish pizza? Or the process or getting the pans ready to make deep dish pizzas?","Arguably, the most famous of these is known as deep-dish pizza.","I have heard of deep dish pizza common in Chicago, but I've never had it! I have never heard about the process of making it though. ","I have not, but I have heard of deep dish pizza. It is a type of pizza where the crust is deep-dish and the toppings are deep-fried. I have never had it."
1120,Veganism,"Veganism
I want to discuss veganism with you. Veganism is the abstaining from eating any parts of animals.",A follower of either the diet or the philosophy is known as a vegan ( ).,if you follow the philosopy of veganism you would be known as a vegan,"Veganism is the practice of abstaining from the use of animal products, particularly in diet, and an associated philosophy that rejects the commodity status of animals."
1121,Nicholas Sparks,"Oh, i've watched a movie it was great","The novel was published in October 1996 and made the ""New York Times"" best-seller list in its first week of release.","I've never seen it, but I've heard good reviews about it. The book was quite popular, it made New York Times best-seller list in its first week of release.","The Notebook was directed by Steven Soderbergh, who also wrote the screenplay for the movie, so I'm sure you've seen that one."
1122,Radiohead,"Radiohead
I just heard a song by Radiohead. It was great!","Radiohead are an English rock band from Abingdon, Oxfordshire, formed in 1985.",I love Radiohead! It's hard to believe that they've been together since 1985!,"Radiohead is an English rock band from Abingdon, Oxfordshire, formed in 1985. "
1123,Christmas tree,It's all so fun and makes me feel so warm and cozy all the time. I also love the cold temperatures a lot more than the warm summers over here.,"A Christmas tree is a decorated tree, usually an evergreen conifer such as spruce, pine, or fir or an artificial tree of similar appearance, associated with the celebration of Christmas.",I love the snow - we don't get much here - i've even thought of getting a white Christmas tree,"That's true!  I love the cold weather too!  It's crazy to think that Christmas has been around since the beginning of time, but it's been around for so long!"
1124,Auto mechanic,"Sometimes. it would be nice if there was a price list that just said A) costs this much, B) cost this much so I knew without having to go in.",Basic vehicle maintenance is a fundamental part of a mechanic's work in modern industrialized countries while in others they are only consulted when a vehicle is already showing signs of malfunction.,"yeah in most places they go way overpriced, Basic vehicle maintenance is a fundamental part of a mechanic's ",Their job may involve the repair of a specific part or the replacement of one or more parts as assemblies.
1125,Subgroups of Amish,Do you believe that Amish-owned farms be categorized as family famrs?,"There are many different subgroups of Amish with most belonging, in ascending order of conservatism, to the Beachy Amish, New Order, Old Order, or Swartzentruber Amish groups.","Well, there are many different subgroups of Amish with most being conservative, but not necessarily a family.","No, I do not believe so. Amish farms are not family owned, but they are considered to be an estate passed down by inheritance."
1126,Bulldog,"Sometimes, but the main issue with my bulldog is his propensity to overheat. In the hotter days of summer, he seems to struggle after even a short walk.","There are generally thick folds of skin on the brow; round, black, wide-set eyes; a short muzzle with characteristic folds called a rope or nose roll above the nose; hanging skin under the neck; drooping lips and pointed teeth, and an underbite with an upturned jaw.",Is it because of their thick skin folds?  They also have the hanging skin under their neck.,That's unfortunate.  Do you have any other dogs?  I know pitbulls are a popular breed of dog in the United States.
1127,Pot washing,It is a process of scrubbing pans for hours and hours before they get sent through the oven after being greased. It gets sent through and greased at least 6 times before the pans can be used. It is not fun at all and takes forever.,The classic and “old” process for cleaning pots and pans is the manual hand-washing method.,"Pot and pan scrubbing can be a very labor intensive job! Is it all manual hand washing, like done in the old days?","That sounds like a lot of work! I've never heard of a deep dish pizza that doesn't have vegetables on it, but I'm sure it would be fun to try it!"
1128,Veganism,That is true. Vegans are known to live long and healthy lives.,"""Dietary vegans"" (or strict vegetarians) refrain from consuming animal products, not only meat but also eggs, dairy products and other animal-derived substances.","Maybe that is because they refrain from consuming animal products, so they eat less fat","some studies have shown that vegan diets can reduce the risk of some types of chronic disease, including heart disease"
1129,Nicholas Sparks,how cool! it was a very good movie! i cried a lot! I wanna know more about this autor,"Sparks was born in Omaha, Nebraska and wrote his first novel, ""The Passing"", in 1985, while a student at the University of Notre Dame.","Well just some background, he was born in Omaha, Nebraska and wrote his first novel in 1985 while he was a student at the University of Notre Dame.","Nicholas Sparks is an American novelist, screenwriter, and screenwriter. He was born and raised in Los Angeles, California."
1130,Radiohead,That is impressive! Are they pretty popular?,"Radiohead's third album, ""OK Computer"" (1997), propelled them to international fame; noted for its complex production and themes of modern alienation, it is often acclaimed as a landmark record of the 1990s and one of the best albums in popular music.","Very much so! Their third album, OK Computer, is often acclaimed as one of the best albums in popular music!","I think they are! They've been around since 1991 when they signed with EMI and released their debut single ""Creep"". It became a worldwide hit!"
1131,White Christmas (weather),We used to get a lot more over in Oklahoma but now we don't get much honestly.,"The Irving Berlin song, ""White Christmas"", sung by Bing Crosby from the film ""Holiday Inn"", is the best-selling single of all time and speaks nostalgically of a traditional white Christmas.",I remember just one White Christmas - and it happened just a few years ago - it's not a surprise that the song White Christmas is the best selling single ever,I love the snow - we don't get much here - i've even thought of getting a white Christmas tree - it would be so pretty!
1132,no_passages_used,I don't get that done as often as I should. I guess I've been lucky.,no_passages_used,yeah taht is why i always make sure to buy new cars and not used cars,"yeah in most places they go way overpriced, Basic vehicle maintenance is a fundamental part of a mechanic's "
1133,Income tax in the United States,Is it easy for family farms to be passed down in current American tax law?,"Individuals and corporations are directly taxable, and estates and trusts may be taxable on undistributed income.","Well, it is true that estates and trusts may be taxable and that can impact family farms.","I'm not sure about that, but I do know that family farms operate 90 percent of all farms in the US."
1134,no_passages_used,Yes! We have always struggled to maintain his weight. He is doing alright now though. It's a popular breed. 39 American Universities have a bulldog as their mascot.,no_passages_used,I know that Jack the Bulldog is the mascot for Georgetown University Athletics,"That's good to hear.  Bulldog mascots have been around for a long time.  They were bred to guard, hunt and herd."
1135,no_passages_used,"Lol! No, Jets pizza is a new pizza shop and I worked there and that is what he made us to to prepare pans.",no_passages_used,"Well, Jets pizza sounds hopefully has the modern technologies. Have you ever had pizza in Italy, with more of a flat bread style?","That sounds like a lot of work! I'm sure it takes a long time to get the pans greased and ready to be used, but it sounds like it is worth it! Do you have a favorite type of pizza?"
1136,Veganism,I believe that would definitely have a positive effect on their health. They also will eat less of the antibiotics factory farms use on their livestock.,Distinctions are sometimes made between several categories of veganism.,"A very positive thing, and between all the categories of veganism, there is a lot of choice. ",That is true. The German Society for Nutrition does not recommend a vegan diet for all stages of life.
1137,Nicholas Sparks,"wow, do you know the name of his first novel?","Sparks was born in Omaha, Nebraska and wrote his first novel, ""The Passing"", in 1985, while a student at the University of Notre Dame.","Yes it was called The Passing, though his first published work didn't come until 1990.","Yes, his first novel was called The Passing, it was published in 1989 and was also unpublished."
1138,OK Computer,Wow I've never heard of that before! What were some of the songs on the album,"Other than the song ""Lucky"", which was recorded in 1995, Radiohead recorded the album in Oxfordshire and Bath between 1996 and early 1997, mostly in the historic mansion St Catherine's Court.",Lucky was the title to one of the songs. It was recorded before the others. Most of the album was recorded in a historic mansion!,"Well, their second album, ""The Bends"" (1995), brought them international fame! It was a worldwide hit!"
1139,Epilepsy,Epilepsy,Epilepsy is a group of neurological disorders characterized by epileptic seizures.,My friend just got diagnosed with Epilepsy. Its a neurological disorder that causes epileptic seizures.,Epilepsy is a group of neurological disorders characterized by epileptic seizures. I have a friend who has it.
1140,Running,"Running
Running is the way I relax.",Competitive running grew out of religious festivals in various areas.,Do you like to participate in competitive running at events like festivals?,Running is a method of terrestrial locomotion allowing humans and other animals to move rapidly on foot. 
1141,Dairy farming,Do you know what generally is grown on family farms?  Is the food or animal product different than that on a corporate farm?,"In developed countries, dairy farms typically consist of high producing dairy cows.",One type of family farm is the dairy farm consisting of high producing dairy cows.,"It depends on the type of farm. In the United States for example, a 2014 USDA report shows that family farms operate 90 percent of all farms."
1142,Jack the Bulldog,"That's right! Good old Jack. I worry though, that he won't make it to a ripe old age. Do you know their average lifespan?","A puppy born in 2012 named Jack Junior, or J.J., began assisting Jack in April 2012, allowing the older Jack to retire after the 2012–13 school year and transfer his duties to Jack Junior.","I do not, but I know that Jack Junior took over for Jack the Bulldog a few years back","I'm not sure, but I do know that the average lifespan of a bulldog is around 10 years."
1143,Veganism,Veganism,"Veganism is both the practice of abstaining from the use of animal products, particularly in diet, and an associated philosophy that rejects the commodity status of animals.","My girlfriend is vegan, and I think it's great. Veganism is the rejection of using animal products in a person's life. ","Veganism is the practice of abstaining from the use of animal products, particularly in diet, and an associated philosophy that rejects the commodity status of animals."
1144,Vegaphobia,There is indeed flexibility depending on the moral or religious views of the practicing vegan.,Vegaphobia (or vegephobia) is the aversion to and discrimination against vegetarian and vegan people.,"Just as long as you don't have vegaphobia, a fear of vegan people. ","That is true. The term ""ethical vegan"" is often applied to those who not only follow a vegan diet but extend the philosophy into other areas of their lives, and oppose the use of animals for any purpose."
1145,Nicholas Sparks,what was the passing about?,"His first published work came in 1990, when he co-wrote with Billy Mills ""Wokini: A Lakota Journey to Happiness and Self-Understanding"", which sold approximated 50,000 copies in its first year.",I'm not sure to be honest I've never read it. His first published book was called Wokini: A Lakota Journey to Happiness and Self-Understanding just for reference. ,"It was about a family member who passed away, it was a tragic event in his life and he was trying to figure out what to do about it."
1146,Radiohead,That's really cool!What else can you tell me about the band?,"After signing to EMI in 1991, Radiohead released their debut single ""Creep"" in 1992.",Their very first single which was released in 1991 was one of their biggest hits. Maybe you've heard the song Creep?,"They are an English rock band from Abingdon, Oxfordshire, formed in 1985. They have worked with producer Nigel Godrich since 1994."
1147,Epilepsy,"Im sorry to hear that, how do they treat it?",The diagnosis involves ruling out other conditions that might cause similar symptoms such as fainting and determining if another cause of seizures is present such as alcohol withdrawal or electrolyte problems.,They must first determine the cause of the epileptic seizures. It can even be from alcohol withdrawal or electrolyte problems nut not always.,Epileptic seizures are episodes that can vary from brief and nearly undetectable periods to long periods of vigorous shaking.
1148,Running,Running,Running has been described as the world's most accessible sport.,I'm guessing that's a yes. I to participate in running because the sport is easily accessible. There are events all over. ,Do you like to participate in competitive running at events like festivals? I like to run in races.
1149,Pop music,Pop music,Pop music is a genre of popular music that originated in its modern form in the United States and United Kingdom during the mid-1950s.,i like pop music :) It originated in US and UK in the mid 1950s,Pop music is a genre of popular music that originated in its modern form in the United States and United Kingdom during the mid-1950s.
1150,Veganism,Veganism,"Veganism is both the practice of abstaining from the use of animal products, particularly in diet, and an associated philosophy that rejects the commodity status of animals.",Veganism is abstaining from consuming any animal products.,"Veganism is the practice of abstaining from the use of animal products, particularly in diet, and an associated philosophy that rejects the commodity status of animals."
1151,Vegetarianism,Interesting! Has she been a vegan for her entire life? I think it would be hard to give up meat!,Many people object to eating meat out of respect for sentient life.,"No, she only went vegan about three years ago after finding out how animals are mistreated in factory farming. She just really believes all animal life is precious.","Yes, she has been a vegan for a few years now. She is an ethical vegan, which means that she does not oppose the use of animals for any purpose. "
1152,McDonald's,"McDonald's
I really love McDonald's. They have some really good food, Do you know about them? ","McDonald's is a fast food company that was founded in 1940 as a restaurant operated by Richard and Maurice McDonald, in San Bernardino, California, United States.","Oh yeah the golden arches? Richard and Maurice McDonald opened the first one in the 40's in San Bernardino, California.","Yes, I love McDonald's. They were founded in 1940 by Richard and Maurice McDonald in San Bernardino, California."
1153,Golf Channel,Golf Channel,"Golf Channel (Promoted on air as ""Golf"") (originally The Golf Channel from 1995 to 2007) is an American cable and satellite television network owned by the NBC Sports Group subsidiary of NBCUniversal division of Comcast.",The Golf channel is interesting to watch.,Golf Channel is an American pay television network owned by the NBC Sports Group subsidiary of NBCUniversal division of Comcast.
1154,Radiohead,That was the song that I listened too!,"It became a worldwide hit after the release of their debut album, ""Pablo Honey"" (1993).",I love that song! I used to have the CD! It was called Pablo Honey.,Creep was a worldwide hit! It became a top ten hit in several countries! It's hard to believe that Radiohead has been around since 1985!
1155,Epilepsy,Is it something that can be fixed?,This may be partly done by imaging the brain and performing blood tests.,To some extent. Epilepsy can be monitored by blood tests and brain imaging to determine the severity.,"Yes, it can be treated. It is possible to outgrow it but there is no guarantee that it will not return."
1156,Running,"No, I just run on the weekends.","Records of competitive racing date back to the Tailteann Games in Ireland in 1829 BCE, while the first recorded Olympic Games took place in 776 BCE.","Competitive running events date all the way back to the Tailteann Games in 1829, all the way in Ireland!",Do you like to participate in competitive running at events like festivals? I know there are a lot of running events in the United States. 
1157,Pop music,What do you consider pop music though?  is it just what's popular or does it have a certain sound?,"The terms ""popular music"" and ""pop music"" are often used interchangeably, although the former describes all music that is popular and includes many different styles.",It's funny because pop music includes many different styles,"Pop music is eclectic, and often borrows elements from other styles such as urban, dance, rock, Latin, and country"
1158,Veganism,Can you wear animal products if you're a vegan?,"The term ""ethical vegan"" is often applied to those who not only follow a vegan diet but extend the philosophy into other areas of their lives, and oppose the use of animals for any purpose.","""Ethical vegans"" extend the philosophy into other areas other than food consumption.","Yes, you can wear animal products, but not only meat but also eggs, dairy products and other animal-derived substances."
1159,no_passages_used,I can understand that. It's crazy how many pieces of clothing also use animal products!,no_passages_used,I know right? We can really do much better as a society.,"Yeah, it's crazy how many things we use animal products in our daily lives. She's a dietary vegan, which means she doesn't eat meat, eggs, dairy products, and other animal-derived substances."
1160,McDonald's,"Wow way back in the 40's? Thats wild. What kind of food did they have back then, was it the same stuff served today at McDonald's?",They rechristened their business as a hamburger stand.,"Well first they opened as just a restaurant, but later re branded to a hamburger stand.  I doubt back then the food looked anything like what it does today though.","I'm not really sure, but I do know that they rechristened their business as a hamburger stand, and later turned the company into a franchise, with the Golden Arches logo being introduced in 1953 at a location in Phoenix, Arizona."
1161,no_passages_used,"Yes, i agree. My husband watches it the most. He is an avid golf player ",no_passages_used,yes we watch it on NBC.,"The channel focuses on coverage of the sport of golf, including live coverage of tournaments, as well as factual and instructional programming."
1162,E-book,"E-book
Hi! do you like E-books?","Although sometimes defined as ""an electronic version of a printed book"", some e-books exist without a printed equivalent.","I do, there are some e books that do not have a print equivalent.","I love e-books! I love that they are made available in digital form, consisting of text, images, or both, readable on the flat-panel display of computers or other electronic devices."
1163,Reading (process),Reading (process),"Reading is a complex ""cognitive process"" of decoding symbols in order to construct or derive meaning (reading comprehension).","I love to read, reading is a process of decoding symbols to make meaning out of something",I love to read.  It's my favorite hobby.  I like to read books that are written for children.  Do you enjoy reading?
1164,Running,Running,"It is assumed that the ancestors of humankind developed the ability to run for long distances about 2.6 million years ago, probably in order to hunt animals.","Humans likely developed the ability to run millions of years ago, so they cant hunt animals.","The origins of the Olympics and Marathon running are shrouded in myth and legend, but the first recorded games took place in 776 BCE."
1165,Britney Spears,"When I think of it, I think of boy bands and Britney Spears.","Britney Jean Spears (born December 2, 1981) is an American singer, songwriter, dancer, and actress.","yes, that's exactly what i think Backstreet Boys, Nsync, Britney Spears ",Britney Spears is one of the most famous pop singers of all time!  She was born in 1977
1166,Veganism,What are the other reasons someone might be a vegan? Other than the ethical ones?,"Well-planned vegan diets can reduce the risk of some types of chronic disease, including heart disease.",Well executed vegan diets might reduce the risk of chronic diseases.,"Ethical vegans are those who oppose the use of animals for any purpose, and oppose the exploitation of animals."
1167,no_passages_used,"Well, I believe human life comes first before animals lives. What type of foods does she eat instead?",no_passages_used,"She eats a lot of vegetables, imitation meat, bean-burger patties, fruits, vegan ""cheese."" There are a whole bunch of products in super markets made without animal products, and many taste just like the real deal.","She's a dietary vegan, so she doesn't eat meat, eggs, dairy products, and other animal-derived substances. "
1168,Ronald McDonald,Thats true I bet now they use more processed stuff. Was Ronald McDonald still around when they opened? ,Ronald McDonald is a clown character used as the primary mascot of the McDonald's fast-food restaurant chain.,Not when they opened.  Ronald was only used as a mascot after they became known as a fast food chain.,"I'm not sure if he was still around when they opened, but I do know that in 1955, Ray Kroc joined the company as a franchise agent and purchased the chain from the McDonald brothers."
1169,no_passages_used,Do you play golf as well ? ,no_passages_used,No my spouse does.,"I do not play golf, but I do enjoy watching the golf channel. It focuses on coverage of the sport of golf."
1170,Yes (band),yes there is a very large selection. ,"Since June 2015, it has consisted of guitarist Steve Howe, drummer Alan White, keyboardist Geoff Downes, singer Jon Davison, and bassist Billy Sherwood, with no remaining founding members.",I winder if there is an e book about Jon Davison. The lead singer of the band Yes.,"Yes, e-books can be read on dedicated e-reader devices, but also on any computer device that features a controllable viewing screen, including desktop computers, laptops, tablets and smartphones."
1171,Reading (process),"I do too, I like fiction mainly","The reading process requires continuous practice, development, and refinement.","The process of reading takes constant practice, attention and refinement","Fiction is a type of fiction, it is a genre of books that is usually written by a single author or a group of authors"
1172,Motorcycle,"Motorcycle
I prefer riding motorcycles to driving cars.","In developing countries, motorcycles are overwhelmingly utilitarian due to lower prices and greater fuel economy.","I agree, they have much better fuel economy among other benefits. They're also more fun!",I love motorcycles too! I have a friend who is a professional motorcycle mechanic and we go for long rides on the weekends.
1173,The Beatles,"Although if you think about it, The Beatles were a boy band of sorts.",The Beatles were an English rock band formed in Liverpool in 1960.,"Yes, The Beatles were an English rock band and i guess you can consider them pop music too","yes, that's exactly what i think Backstreet Boys, Nsync, Britney Spears  are :)"
1174,Veganism,"What do you mean by ""well executed""?","They are regarded as appropriate for all stages of life including during infancy and pregnancy by the American Academy of Nutrition and Dietetics, Dietitians of Canada, and the British Dietetic Association.",Vegan diets are good for all stages of life including pregnancy.,"Well executed vegan diets can reduce the risk of some types of chronic diseases, such as heart disease."
1175,Allergy,"Cat
Hi I love cats but I'm allergic, you?","Symptoms may include red eyes, an itchy rash, sneezing, a runny nose, shortness of breath, or swelling.",I do love cats! I have two myself. Sorry about your allergies. Do you get red eyes and sneeze and have a runny nose when you're around cats?,"I am allergic to cats, but I love them for their companionship and their ability to hunt vermin."
1176,McDonald's,Oh interesting! So how many restaurants does McDonald's have now anyways? ,"McDonald's is the world's largest restaurant chain by revenue, serving over 69 million customers daily in over 100 countries across approximately 36,900 outlets as of 2016.",Micky D's is the largest restaurant chain in the world.  It has almost 40 thousand outlets in over 100 countries as of 2016.,"There are over 36,900 outlets now.  They serve over 69 million customers daily in over 100 countries."
1177,Chocolate,Chocolate,"Chocolate is a typically sweet, usually brown food preparation of ""Theobroma cacao"" seeds, roasted and ground.","Chocolate is a delicious sweet, and made from ""Theobroma cacao' seeds. They roast, then ground it first.",I love chocolate.  It is my favorite food.  Do you like chocolate too?  I love it too!
1178,Librarian,I bet there is. You could search for that in your E-reader. It is like having a librarian with you on the go. ,The role of a librarian is continually evolving to meet social and technological needs.,"Unlike the e reader, Librarians are constantly evolving t meet our needs as readers, no updates required.","Yes, e-books can be read on dedicated e-reader devices, but also on any computer device that features a controllable viewing screen, including desktop computers, laptops, tablets and smartphones."
1179,Reading (process),"It definitely requires attention, it's hard to find time to read","There are no concrete laws in reading, but rather allows readers an escape to produce their own products introspectively.",There are no hard laws in reading the reader comes to their own conclusions,"The process of reading takes constant practice, attention and refinement and it can be hard to find time to read"
1180,Motorcycle,"I agree, it feels great to feel the wind when I ride","Motorcycle design varies greatly to suit a range of different purposes: long distance travel, commuting, cruising, sport including racing, and off-road riding.","Yeah, it would be a blast to do a motorcycle race.","It sure does! I like to think of it as a way to relieve stress and to ""clear my mind"" as described in Robert Pirsig's book ""Zen and the Art of Motorcycle Maintenance""."
1181,Police officer,"Police officer
I have always had respect for cops.  I have a couple of them in my family","A police officer, also known as an officer, policeperson, policeman, policewoman, cop, police agent, or a police employee is a warranted law employee of a police force.","I also respect police officers, also known as officer, policeperson, cop, police agent, who is a law employee of a police force.","In most countries, ""police officer"" is a generic term not specifying a particular rank. Do you have a police officer in your family?"
1182,Pit bull,"Pit bull
i have two dogs , one pitbull and old english bulldog. Their names are marco and polo. ",Pit bull is the common name for a type of dog.,I have a pitt bull that is the common name for his breed,Pitbulls are a great breed of dog. They are descended from bulldogs and terriers.
1183,Cat,"Yes and I also get life-threatening asthma. I really enjoy my friends cats from afar though, in photos and videos. So cute. What kind are yours?",There are more than seventy cat breeds recognized by various cat registries.,"Good question! I know that there are more than seventy cat breeds, but I don't know what breed my cats are.",I have a black cat. I love how they can see in near darkness and can even rehydrate by drinking seawater!
1184,McDonald's,"Wow that is a lot! I never knew that, Any other cool facts you know about McDonald's? ","The first time a McDonald's franchise used the Golden Arches logo was in 1953 at a location in Phoenix, Arizona.","Lol literally a thousand.  For one though, the actual golden arches logo wasn't used until 1953, at a spot in Phoenix, Arizona.","Well McDonald's had its original headquarters in Oak Brook, Illinois, but moved its global headquarters to Chicago in early 2018."
1185,Chocolate,That sounds excellent. Where did it originate?,"The earliest evidence of use traces to the Olmecs (Mexico), with evidence of chocolate beverages dating back to 1900 BCE.","The earliest in can be found is Mexico (Olmecs), and beverages from back in 1900 BCE!","The majority of Mesoamerican people made chocolate beverages, including the Maya and Aztecs."
1186,Library,"That is true, but it is handy when on the go. I like that i can have many book choices so accessible. ","A library is a collection of sources of information and similar resources, made accessible to a defined community for reference or borrowing.","it's like their is a library in your pocket, and you are its own personal defined community!","Yes, I agree, e-books are a great alternative to print books because they are portable and can be read anywhere."
1187,Union College,Union College,"Union College is a private, non-denominational liberal arts college located in Schenectady, New York, United States.",I attended Union College.,Have you ever heard of Union College? It is a private liberal arts college located in New York.
1188,Motorcycle,I agree! Maybe someday,Motorcycling is riding a motorcycle and related social activity such as joining a motorcycle club and attending motorcycle rallies.,A motorcycle rally wold be fun as well.,"Yeah, it would be a blast to do a motorcycle race. It would be fun to see how fast they can go."
1189,Police officer,The average police officer earns a little over 60 grand a year in the US.  Some think that is not enough for what they have to do,"Police officers are generally charged with the apprehension of criminals and the prevention and detection of crime, protection and assistance of the general public, and the maintenance of public order.","Yeah, the responsibility of apprehending criminals and preventing crimes, as well as the protection of the general public should be highly valued by society.","They are generally charged with the apprehension of criminals and the prevention and detection of crime, protection and assistance of the general public, and the maintenance of public order."
