,topic,last_sentence,checked_sentence,eval_label,generated_sentence
800,American football,Are there any other ways to score points?,Points are primarily scored by advancing the ball into the opposing team's end zone for a touchdown or kicking the ball through the opponent's goalposts for a field goal.,You can also score them by kicking the ball through the other team's goalposts.,There are two ways to score in American football. The first is by running a ball into the opposing team's end zone.
801,Harry Potter,Aparently you can do a harry potter tour in London.  I think it would be brilliant!,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.","The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School ","The novels chronicle the lives of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley"
802,Skiing,"Wow, thats really interesting, i think they use huskies because of the fur and the fact that they are most similar to wolves ",Early skiers used one long pole or spear.,"They do! I just learned recently that early skiers used one long pole or spear, not two!",Huskies are so cute! They are actually the second most common species of dog in the world!
803,Personal goal setting,do you have any suggestions on how to stay motivated?,"Common personal goals include losing weight, achieving good grades, and saving money.",Set a personal goal like losing weight.,Well motivation results from the interaction of both conscious and unconscious factors.  So you need to be aware of both. 
804,Cheerleading,"I used to do cheerleading in middle school, have you ever participated in the sport?",It can range from chanting slogans to intense physical activity.,"yes, cheerleading do more of physical activity.","I have not, but I would like to try out for the cheerleading team one day. "
805,Emerald,green emeralds are pretty. they remind me of the hard green candy,Emerald is a cyclosilicate.,"emerald is a cyclosilicate, it reminds me of my favorite game, pokemon emerald!","yea, emeralds remind me of hard green candy, like candy canes, which are green too"
806,Cheerleading,I was a football cheerleader. What was the most interesting part about cheerleading to you?,It can range from chanting slogans to intense physical activity.,That part where we chant slogans and engage in other  intense physical activity.,I think it was the fact that I got to be a part of a team and cheer on my teammates.
807,Neurosurgery,"I've always loved medical documentaries, but i haven't seen that one. I remember hearing that they did brain surgery in the stone age though!","Neurosurgery, or neurological surgery is the medical specialty concerned with the prevention, diagnosis, surgical treatment, and rehabilitation of disorders which affect any portion of the nervous system including the brain, spinal cord, peripheral nerves, and extra-cranial cerebrovascular system.","And it's amazing how it can help with areas that affect not only the brain, but spinal cord, peripheral nerves and extra-cranial cerebrovascular system, so amazing!","Yes, the Incas practiced trepanation since the late Stone Age. It's interesting to think about."
808,Green,Green,Green is the color between blue and yellow on the visible spectrum.,"i love the color green, it is the color between blue and yellow on the visible spectrum",I love the color green. It is so common in nature and is associated with plants and animals.
809,Harry Potter,I know.  Have you read any harry potter books yourself?,"The main story arc concerns Harry's struggle against Lord Voldemort, a dark wizard who intends to become immortal, overthrow the wizard governing body known as the Ministry of Magic, and subjugate all wizards and muggles, a reference term that means non-magical people.","Not really.  The main story arc concerns Harry's struggle against Lord Voldemort, a dark wizard who intends to become immortal, ","I have not read any, but I know that the main story arc concerns Harry's struggle against Lord Voldemort, a dark wizard who intends to destroy the wizarding world."
810,Winter,"Winter
Do you like winter? It is my favorite season",Winter is the coldest season of the year in polar and temperate zones (winter does not occur in the tropical zone).,I love winter because I live in south Florida! It is definitely our coldest season of the year!,I love winter! It's the coldest season of the year in polar and temperate zones.
811,Motivation,setting the goal isn't the issue most of the time...it's actually getting started in the process.,"Activated ""seeking"" behavior, such as locomotor activity, is influenced by dopaminergic drugs, and microdialysis experiments reveal that dopamine is released during the anticipation of a reward.","You have to want it. Dopamine in the brain is released when activating ""seeking"" behavior"".","You can start small and work your way up. It is a systematic process that involves thought, determination and execution."
812,Cheerleading,"Yes, cheerleading definitely involves a lot of physical activity. What do you like about cheerleading?","It can be performed to motivate sports teams, entertain the audience, or for competition.","i like it because they motivate sports teams, entertain the audience, or for competition.","I like that cheerleading is a form of physical activity, and that it is fun to do."
813,Pokémon Ruby and Sapphire,i not aware of pokemon emerald just the generic pokemon,"New features, such as double battles and Pokémon abilities along with 135 new Pokémon, have been added.","it added new feature like double battles, 135 new pokemon and abilities","emerald is a cyclosilicate, it reminds me of my favorite game, pokemon emerald!"
814,Cheerleading,What is your favorite cheer leading move? I loved the pyramid.,"Competitive routines typically range anywhere from one to three minutes, and contain components of tumbling, dance, jumps, cheers, and stunting.","Yeah I loved the components of tumbling, dance, jumps, cheers, and stunting.",My favorite was the pyramid. It is the uppermost point of the cheerleading pyramid.  
815,Neurosurgery,I always found it amazing how the body works. And they're still learning new things all the time.,"In most countries, neurosurgeon training requires a minimum period of seven years after graduating from medical school.","Very true, and luckily in most countries, a neurosurgeon has to have at least 7 more years of training, even after medical school. So, at least it gives one some confidence in their ability.","Yes, it's amazing how the human body can adapt to changes in the environment and the environment adapts to the humans."
816,Green,Green is actually my favorite color too and I have green eyes.,It is evoked by light which has a dominant wavelength of roughly 495570 nm.,oh i love green eyes .. the color green is evoked by light which has a dominant wavelength of rougly 495570nm,"it is evoked by light which has a dominant wavelength of roughly 570590 nm, i love green eyes"
817,Harry Potter,"He is an interesting character indeed.  The books are so popular. So far the books have sold more than 500 million copies worldwide, making them the best-selling book series in history, and have been translated into eighty languages","Since the release of the first novel, ""Harry Potter and the Philosopher's Stone"", on 26 June 1997, the books have found immense popularity, critical acclaim, and commercial success worldwide.","Since the release of the first novel, ""Harry Potter and the Philosopher's Stone"", on 26 June 1997, the books have found immense popularity, ","Yes.  The main story arc concerns Harry's struggle against Lord Voldemort, a dark wizard who intends to become immortal,"
818,Winter,"That is interesitng, how cold does it end up getting there?",Winter is the coldest season of the year in polar and temperate zones (winter does not occur in the tropical zone).,"If we get a cold front, we might see temperatures in the 40s, but usually it's in the 60s. Winter doesn't occur in the tropical zones of the Earth, and we are very close to that zone.",It gets really cold in the polar and temperate zones. It occurs after autumn and before spring in each year.
819,Motivation,is that something like serotonins?,"The ""wanting behavior"" associated with a rewarding stimulus can be increased by microinjections of dopamine and dopaminergic drugs in the dorsorostral nucleus accumbens and posterior ventral palladium.","I have no idea, but ""wanting behavior"" can be increased with dopaminergic drugs in the nucleus.","Yes, it is a neurotransmitter responsible for feelings of euphoria and pleasure.  It is a brain chemical."
820,Cheerleading,I agree. Sports would be less exciting with out cheerleaders!,"Competitive routines typically range anywhere from one to three minutes, and contain components of tumbling, dance, jumps, cheers, and stunting.","yes, they dance, jumps, cheers, and stunting.","i agree, sports would be boring without cheerleaders, especially when it comes to football and basketball."
821,Pokémon (video game series),i just remember the cartoon when my nephew used to watched it,"As November 24, 2017, more than 300 million ""Pokémon"" games have been sold worldwide, across 76 titles.","it is very popular, as of 2017, more than 300 million pokemon games have been sold worldwide","yea i remember it too, it was first aired on tv in the 80s and 90s"
822,Cheerleading,When was cheerleading invented?,"Cheerleading originated in the United States, and remains predominantly in America, with an estimated 1.5 million participants in all-star cheerleading.","Was cheerleading a scientific invention? As far as I know it originated in the United States, an  ",I'm not sure but I do know that the term cheerleading was first used in the 19th century.
823,Lobotomy,no kidding. It took me 4 years just to learn accounting. One has to be pretty darn smart to get into science...,This was despite general recognition of frequent and serious side effects.,"That's true. But, think about a lobotomy! Due to all the dangerous serious side effects, that would be dang scary to me!","Yes, I'm sure it takes a lot of smarts to be a neurosurgeon, especially considering that the study of neurology and neurosurgery dates back to prehistoric times, but the academic disciplines didn't begin until the 16th century."
824,Green,I heard once that green eyes were some sort of mutation too.,"In subtractive color systems, used in painting and color printing, it is created by a combination of yellow and blue, or yellow and cyan; in the RGB color model, used on television and computer screens, it is one of the additive primary colors, along with red and blue, which are mixed in different combinations to create all other colors.","yea well in subtractive color systems, it is used in painting and color printing, it is created by a combination of yellow and blue","yea and green eyes are a primary color in subtractive color systems, used in painting or color printing"
825,Ten-pin bowling,"Bowling
I love bowling I used to do it for a year back in highschool, very fun.",The objective is to score the highest pinfall by knocking down as many pins as possible.,"i have never been particularly good, i'm normally luck to hit 1 pin ha ",I love bowling too! It's so much fun to roll the ball through the air and watch it spin!
826,Winter,"that is not bad, i live on the east coast and get near 0 pretty often, 40 is shorts weather for me!","In many regions, winter is associated with snow and freezing temperatures.","I grew up in Pittsburgh, so I know below freezing temperatures well!! We used to get so much snow in the winter that we couldn't leave the house. Snow is pretty, but I don't miss it!","That's great! I live in New York City, so it's a little bit different. We have a lot of snow, but it's not as cold as Florida."
827,Motivation,interesting.  I will have to do further research on those topics!,"Motivation is also one's direction to behavior, or what causes a person to want to repeat a behavior.",Please do because Motivation will lead you to want to repeat a behavior. Making you more likely to achieve positive outcomes.,"Yes, it is a neurotransmitter that is found in the nucleus accumbens of the brain."
828,Cheerleading,"Yes, it takes a lot of practice to do.","Cheerleading originated in the United States, and remains predominantly in America, with an estimated 1.5 million participants in all-star cheerleading.",do you know that cheerleading originated from US,"yes, cheerleading is a form of physical activity and it takes a lot of practice to do."
829,Broken heart,"Broken heart
I had a broken heart from my previous relationship ","The concept is cross-cultural, often cited with reference to a desired or lost lover, and dates back at least 3,000 years.",I've never really had the cross cultural concept of lost love. I've never had a girlfriend lol./,I'm sorry to hear that. Broken hearts are very hard to get over. Do you have a nickname for them?
830,Instagram,"Instagram
I don't have instagram. Should I get it?","Instagram is a mobile, desktop, and Internet-based photo-sharing application and service that allows users to share pictures and videos either publicly, or privately to pre-approved followers.",Do you like to take and share pictures with people? Instagram is an Internet-based photo sharing application and service that does just that and you can share it with your friends or with the entire world!,"Instagram is a photo and video-sharing social networking service owned by Facebook, do you have it?"
831,Hunting,Hunting,"Hunting is the practice of killing or trapping animals, or pursuing or tracking them with the intent of doing so.",I don't like the sport or act of hunting. I had thinking of animals being trapped and killed.,I love to go hunting. It's a great way to get some fresh air and exercise. Do you like to hunt?
832,Harry Potter,"Harry Potter
I really haven't read that much Harry Potter but I would like to try to. Have you?","The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.","Yes I would actually. I started reading one of the books. It's about a young wizard at Hogwarts, right?","Yes, I have read the series of fantasy novels written by British author J.K. Rowling."
833,History of QubicaAMF Bowling World Cup,"Haha yea it can be difficult, its actually quite frustrating when you start doing bad. I wonder how long bowling has been a sport?","Since its inception in 1965, this event has brought together champions from all over world so that players from small countries with few bowling facilities can meet the greats of the sport, all on equal terms and all in a spirit of friendly competition.",i think the bowling world cup fi,"It has been around since the 13th century, and conjectures to the 12th century. "
834,Winter,"I like it myself, it feels like christmas when it snows, it makes your bed seem like more of a privelege too lol",It occurs after autumn and before spring in each year.,"Yes, a white Christmas is really a treasure! Do you find yourself wishing it was winter in the autumn, and then in the middle of winter you're wishing for spring? I remember often feeling like that!","Yes, it does! I love that we have a lot of snow on the ground, but we don't have to shovel it!"
835,Elvis Presley,"Elvis Presley
My mother is a huge fan of Elvis Presley! She even got to meet him once! Are you also a fan?","Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".","I do too, he is Regarded as one of the most significant cultural icons of the 20th century.","Yes, he is one of the most celebrated and influential musicians of the 20th century. I love his music!"
836,Hunting,Hunting,"Hunting is the practice of killing or trapping animals, or pursuing or tracking them with the intent of doing so.","Hi buddy, I like hunting it is a practice of trapping the animal",I love to go hunting. It's a great way to get some fresh air and exercise. Do you like to hunt?
837,Broken heart,Why haven't had a girl friend? Even gays have someone they have feelings for.,"Emotional pain that is severe can cause 'broken heart syndrome', including physical damage to the heart.",I don't know I'm a really weird guy to be honest. I feel emotional pain and can understand a broken heart can be severe.,I'm not sure. I've never really had the cross cultural concept of lost love. I just know that it's hard to get over it.
838,Instagram,Instagram,"A version for Android devices was released two years later, in April 2012, followed by a feature-limited website interface in November 2012, and apps for Windows 10 Mobile and Windows 10 in April 2016 and October 2016 respectively.","Before, Instagram used to only be on iOS, but now it can be used on Android devices as well as Windows. So really you have many ways to access it.","It was created by Kevin Systrom and Mike Krieger, and launched in October 2010 exclusively on iOS."
839,Hunting,Yeah same for me i cant stand any time of hunting or animal cruelty,"Hunting wildlife or feral animals is most commonly done by humans for food, recreation, to remove predators that are dangerous to humans or domestic animals, or for trade.",Hunting wildlife is primarily done by humans for food and recreation. I don't think its acceptable to hunt for recreation at all.,"Animal rights activists argue that hunting is cruel, unnecessary, and unethical. I agree with them. "
840,Harry Potter,"Yes I know that much, but how does he even become one? Is he born that way?","The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.","Correct! I think he is born that way, and then later goes to Hogwarts to study Wizadry and better develop his powers.","I'm not sure, but I do know that he is an inborn wizard. He has to attend Hogwarts School of Witchcraft and Wizardry to practice magic."
841,History of QubicaAMF Bowling World Cup,haha you can give that a second shot.,"Since its inception in 1965, this event has brought together champions from all over world so that players from small countries with few bowling facilities can meet the greats of the sport, all on equal terms and all in a spirit of friendly competition.","haha, i'm pretty sure the bowling world cup began in 1965, which is pretty cool with the amount of countries which enter",The bowling world cup is the largest international sports championship in terms of participating nations. It is held every four years.
842,Winter,"I always cherish winter the most, i never yearn for another season when it is winter. summer, i hate though, i lived in florida and hated the humidity","When it is winter in the Northern Hemisphere, it is summer in the Southern Hemisphere, and vice versa.","The humidity definitely takes getting used to! If you love winter, you can always experience it year round! You can go to the Southern Hemisphere when it's summer where you live, it will be winter there!","Yes, I remember feeling the same way when it was hot in the summer. It's funny how the seasons can change so quickly."
843,no_passages_used,"I absolutely agree! He had so many great songs. I really liked ""Love Me Tender."" Do you have a favorite song?",no_passages_used,Can't help falling in love is my favorite song from Elvis.,"Love Me Tender is one of my favorites, I also like ""Livin' on a Prayer"""
844,Hunting,Nice my dad owns a trapping business in CT.,The species that are hunted are referred to as game or prey and are usually mammals and birds.,I m talking about the hunting the animals. the species that are hunted are referred to a game,"That is cool, I have never heard of that, I know trapping is the practice of using a device to remotely trap an animal"
845,Broken heart,Ok. You are right a broken heart can be severely broken,"The concept is believed to be universal, with many cultures using the same words to describe both physical pain and the feelings associated with relationship loss.",Yeah it's crazy how it's universal and so many cultures experience a relationship loss.,Yeah it can be. It can be very hard to get over it. It's so hard to let go.
846,Instagram,"I do but, but is that all that you do on instagram?","Users can connect their Instagram account to other social media profiles, enabling them to share photos to those profiles as well.","Well you could connect your account to other social media profiles, so that your photos are shared on all platforms all at once.","Yes, you can upload photos and videos to the service, which can be edited with various filters, and organized by tags."
847,Hunting,I know i am totally on the same page i cannot believe it is allowed to have animals as trophies,"Lawful hunting is distinguished from poaching, which is the illegal killing, trapping or capture of the hunted species.",There is a distinction between lawful hunting and poaching. Poaching is illegal.,"Animal rights activists argue that trophy hunting is cruel, unnecessary, and unethical. I don't think its acceptable to hunt for recreation at all."
848,Harry Potter,Ohh cool! So what about his two friends in the book?,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.","Ah you mean Hermione and Ron Weasley. Even though Harry is the main character, he wouldn't be great without them I think!","Ron and Hermione. They are his best friends. He also has a rivalry with his aunt and uncle, the Dursleys."
849,History of QubicaAMF Bowling World Cup,"Oh yea I think bowling used to be a huge sport back in the day, more so than now.",It is the largest annual international sports championship in terms of participating nations.,it certainly give the football world cup competition for the amount of countries which participate. ,"yea, i'm sure it was back in the day, it was a popular sport back then"
850,Cardigan (sweater),"Cardigan (sweater)
I like cardigans",A cardigan is a type of knitted garment (sweater) that has an open front.,"A cardigan is a type of knitted sweater, with an open front. How many do you own?",I love cardigans too! They are a type of knitted garment that has an open front.
851,Elvis Presley,"That's a great one too! Even though my mom was a huge fan, I don't know much about Elvis. Do you know where or when he was born?","Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.","Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee with his family when he was at the age of 13.","He was born in Memphis, Tennessee on April 5, 1936. He was only 19 years old when he died."
852,Hunting,Yes I know I was just saying... So when you go hunting what do you hunt for? Deer? ,"The pursuit, capture and release, or capture for food of fish is called fishing, which is not commonly categorised as a form of hunting.",I will hunting fish is my hobby. Caputure for food of fish is called fishing,"I like to hunt elk, deer, moose, and elk are the most common species"
853,Broken heart,Yes that is true. We are all humans and if someone you hold dearly suddenly leaves it's like the person died ,"The emotional ""pain"" of a broken heart is believed to be part of the survival instinct.",Yeah i hear the emotional pain is a survival instinct. ,Yeah it's crazy how it's universal and so many cultures experience a relationship loss. It's so hard to understand.
854,Instagram,That's really great because I have android phone! What else can you tell me?,"They can add hashtags to their posts, linking the photos up to other content on Instagram featuring the same subject or overall topic.",Hashtags are widely used by the Instagram crowd. It can be used to link photos to other content on Instagram of the same subject or topic.,"Well, you can use your phone to take photos and post them to Instagram, but you can also use it to send them to friends and family. So really you have many ways to access it."
855,Hunting,Yeah but still i think the idea of shooting animals for sport is really cruel,Hunting can also be a means of pest control.,I agree. Some people refer to hunting as a form of pest control! Can you believe that?!,"Yes, it is cruel. It is also illegal to kill animals for sport. I don't think its acceptable to hunt for recreation at all."
856,Harry Potter,"True, so what do most of the books' conflicts involve?","The main story arc concerns Harry's struggle against Lord Voldemort, a dark wizard who intends to become immortal, overthrow the wizard governing body known as the Ministry of Magic, and subjugate all wizards and muggles, a reference term that means non-magical people.",The main plot is Harry's struggle with Lord Voldermort. He's a dark wizard out to get all wizards and Muggles.,I think the main conflict is Harry discovering that he is a famous wizard and that his fate is tied to that of Voldemort.
857,Ten-pin bowling,Yea but sadly bowling just isnt as demanding and difficult a sport as football so its fallen off while football is as prominent as ever. ,"Generally, the heavier the ball, the more pins that will topple on two equivalent shots.",I suppose you bowling is more like weightlifting then. The heavier the ball the more pins will topple. ,"haha, i'm pretty sure the bowling world cup began in 1965, which is pretty cool with the amount of countries which enter"
858,Cardigan (sweater),"I own three, I think cardigans are perfect for the fall",Commonly cardigans have buttons: a garment that is tied is instead considered a robe.,"They are! not too hot and not too cold, commonly they have buttons, a cardigan that is tied is referred to as a robe. ","Cool! Traditionally, cardigans were made of wool but can now be made of cotton, synthetic fibers, or any combination thereof."
859,Elvis Presley,How interesting! I wonder when he became famous or when he started playing music?,"His music career began there in 1954, recording at Sun Records with producer Sam Phillips, who wanted to bring the sound of African American music to a wider audience.","His music career began there in 1954, recording at Sun Records, it is really amazing","He started playing music at the age of 13, and became famous in 1956 when he was 21."
860,Hunting,Hunting,"Hunting is the practice of killing or trapping animals, or pursuing or tracking them with the intent of doing so.","Hunting is the practice of tracking an killing animals most often for food, do you hunt?",I love to go hunting. It's a great way to get some fresh air and exercise. Do you like to hunt?
861,The Walking Dead (TV series),The Walking Dead (TV series),"The Walking Dead is an American post-apocalyptic horror television series developed by Frank Darabont for AMC that is based on the comic book series of the same name by Robert Kirkman, Tony Moore, and Charlie Adlard.",I love post-apocalyptic horror television series such as The Walking Dead.,Have you ever seen the Walking Dead? It's my favorite show. It's based on the comic book series by Robert Kirkman.
862,Archery,"Archery
I always wanted to learn how to do archery. What can you tell me about it?","Archery is the sport, practice or skill of using a bow to propel arrows.",It is a cool sport actually!  You use the skill of using a bow to shoot arrows at targets (or people - - whichever),"Archery is the art, sport, practice or skill of using a bow to shoot arrows. "
863,Blog,Blog,"A blog (a truncation of the expression ""weblog"") is a discussion or informational website published on the World Wide Web consisting of discrete, often informal diary-style text entries (""posts"").",Have you ever had your own blog or weblog? its for commenting and documenting your life or experiences for the whole web to see,I love to blog. It's a great way to share information and tips among co-workers.
864,Elvis Presley,"Elvis Presley
Ever since I saw Forest Gump a few weeks ago, I like to listen to Elvis Presley.  ","Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".","Yeah, I love the King of Rock and Roll. Is he your favorite musical artist?","Elvis Presley is one of my favorite singers of all time. He was born in Memphis, Tennessee."
865,Green,Green,Green is the color between blue and yellow on the visible spectrum.,Green is my favorite color. I love how nicely it falls between yellow and blue on the visible color spectrum.,I love the color green. It is so common in nature and is associated with plants and animals.
866,Cardigan (sweater),oh I don't like it when people tie them I think it looks weird,"By contrast, a pullover does not open in front but must be ""pulled over"" the head to be worn.",Yeah they also have pullovers which do not open in the front but must be pulled over the head when worn.,A more modern version of a cardigan has no buttons and hangs open by design. I think it looks better that way.
867,Neurosurgery,Neurosurgery,"In the United States, a neurosurgeon must generally complete four years of undergraduate education, four years of medical school, and seven years of residency (PGY-1-7).",I have trained for years to become a neurosurgeon.,"Neurosurgery, or neurological surgery, is the medical specialty concerned with the prevention, diagnosis, surgical treatment, and rehabilitation of disorders "
868,Hunting,"No, I do not hunt. It is not for me. I am an animal lover and could not do that. Do you hunt?","Hunting wildlife or feral animals is most commonly done by humans for food, recreation, to remove predators that are dangerous to humans or domestic animals, or for trade.","Some hunt for sport, food or predator control, I deer hunt for food","I do not hunt, but I love animals.  I have a pet rabbit.  Do you hunt?"
869,The Walking Dead (TV series),same its great!,"Andrew Lincoln plays the show's lead character, sheriff's deputy Rick Grimes, who awakens from a coma discovering a world overrun by zombies, commonly referred to as ""walkers"".","Andrew Lincoln plays the show's lead character, and he's my favorite character!","The Walking Dead is based on the comic book series by Robert Kirkman, Tony Moore, and Charlie Adlard."
870,Archery,I would think I would get in trouble shooting at people. Perhaps for self defense is OK.,"Historically, archery has been used for hunting and combat.","Well if you consider that historically it's used for hunting and combat, people have been shot with arrows - I mean look at Hawkeye!  He's the ultimate archery master!","Yes!  Historically, archery has been used for hunting and combat.  It is also a competitive sport and recreational activity"
871,Blog,"No, but I have thought about starting one some time. It seems like they have become very popular these days.","Posts are typically displayed in reverse chronological order, so that the most recent post appears first, at the top of the web page.","Yea, they are typically ordered in newest message first so their most recent post is always visible","yes they are very popular, its a great way to share your thoughts and ideas with the whole world"
872,Elvis Presley,"He is starting to be but I don't know much, why is he the King of Rock and Roll?","Accompanied by guitarist Scotty Moore and bassist Bill Black, Presley was a pioneer of rockabilly, an uptempo, backbeat-driven fusion of country music and rhythm and blues.","He was a singer who skyrocketed rockabilly music into the charts worldwide, combining his singing with his band's talent.","He was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old."
873,Shades of green,I love green as well. Do you like a particular shade of green?,Many shades of green have been named after plants or are related to plants.,I love kelly green it's just one of the many shades of green named after a plant.,I like all shades of green. I like how they absorb light energy and protect plants from the sun.
874,Cardigan (sweater),i haven't  seen those are they popular or not really?,It is modelled after the knitted wool waistcoat that British officers supposedly wore during the war.,"They are very popular but not as popular as the cardigan, which was modeled after the knitted wool waistcoat that british officers used to wear.","I'm not sure but I know that they can be made of wool, cotton, synthetic fibers, or any combination thereof."
875,History of psychosurgery,I appreciate the work of neurosurgeon they save lives ,"Psychosurgery, also called neurosurgery for mental disorder or functional neurosurgery, is surgery in which brain tissue is destroyed with the aim of alleviating the symptoms of mental disorder.","Functional neurosurgery has aided the mentally ill, and continues to improve the lives of those suffering with various mental disorders.","Yes, neurosurgery is the medical specialty concerned with the prevention, diagnosis, surgical treatment, and rehabilitation of disorders which affect any portion of the nervous system."
876,Hunting,"I had a coworker that also hunts for deer and stores the meat in the winter. I do not criticize anyone that does it, its just not for me. How frequently do you hunt?","Lawful hunting is distinguished from poaching, which is the illegal killing, trapping or capture of the hunted species.",I hunt yearly and illegal trapping or hunting is called poaching.,"I do not hunt, but I do foraging or gathering materials from plants and mushrooms is also considered hunting"
877,The Walking Dead (TV series),ik think glenn was mine,"Together they struggle to survive and adapt in a post-apocalyptic world filled with walkers and opposing groups of survivors, who are often more dangerous than the walkers themselves.","I am sorry to hear that, I don't think things will end well from him due to opposing groups of survivors.","Yes, he's played by Andrew Lincoln. He was born in England, and he's a great actor."
878,Archery,That is true. Archery was around long before guns were invented. It used to be the most lethal weapon around!,"In modern times, it is mainly a competitive sport and recreational activity.",Of course now I guess we are more tame - lawd help us! But I guess it's politically correct now for it to be a competitive sport and recreational activity,"Archery has been around for at least 10,000 years!  The oldest signs of it were found in Europe in the Paleolithic period"
879,Blog,That makes sense. I know many people subscribe to the RSS feed so they don't even have to visit the site.,"Until 2009, blogs were usually the work of a single individual, occasionally of a small group, and often covered a single subject or topic.",Until 2009 they were usually made by individuals or small groups rarely,"Yea, they are typically ordered in newest message first so their most recent post is always visible "
880,Elvis Presley,What is his most famous song?,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.","One of his first singles, ""Heartbreak Hotel"", was a number one hit in the U.S. It was quite popular.","I'm not sure, but I do know that he was born in Memphis, Tennessee and raised in Memphis."
881,Logos and uniforms of the New York Jets,"That is a great color. Where do you like to see green the most? On cars, clothing?",The team colors are hunter green and white.,I love green on clothing. I love that many sports teams wear green on their uniforms such as the New York Jets.,I like to see green on cars and clothing. I also like how green is used in painting and color printing.
882,Nickelback,Nickelback,"Nickelback is a Canadian rock band formed in 1995 in Hanna, Alberta, Canada.",I met my wife at a Nickleback concert. Do you know that Canadian rock band?,Have you ever seen a nickelback? It's a coin that's made of nickel and copper.
883,Epilepsy syndromes,"My girlfriend had epilepsy, a brain disease she survived because of people like you. That was why I wrote my earlier comment the way i did",The ability to categorize a case of epilepsy into a specific syndrome occurs more often with children since the onset of seizures is commonly early.,"Was she diagnosed as a child?  It is much easier to diagnose children, since the symptoms begin occurring early in life.","Yes, functional neurosurgery has been used to treat mental disorders, such as schizophrenia, bipolar disorder, and autism."
884,Hunting,I once went to a zoo and fed deer out of my hand. After doing that I do not think I could ever hunt.,Hunting can also be a means of pest control.,I also hunt to control pests like coyotes they attack and kill the cattle we raise,"Animal rights activists argue that hunting is cruel, unnecessary, and unethical, do you agree with them?"
885,The Walking Dead (TV series),yeah her has moved on from the show now,"""The Walking Dead"" premiered in the United States on October 31, 2010, exclusively shown on cable television channel AMC and internationally on Fox International Channels.","I can see why The Walking Dead premiered in the United States on October 31, 2010 and it has been a long time.","I am sorry to hear that, I don't think things will end well from him due to opposing groups of survivors."
886,Archery,Well if the zombie apocalypse happens I will make sure to get a decent crossbow and change my name to Daryl.,"Bows eventually replaced the spear-thrower as the predominant means for launching shafted projectiles, on every continent except Australasia, though spear-throwers persisted alongside the bow in parts of the Americas, notably Mexico and among the Inuit.","You could always go with the spear-thrower to launch those projectiles!  Bows pretty much replaced them, but hey, sometimes the oldest are the best ya know!",That sounds like a great plan!  I'm sure there will be a lot of zombies - I'm not sure how long they'll last though!
887,Blog,I wonder why that changed over time. It seems now anyone with a computer can start a weblog.,"In the 2010s, ""multi-author blogs"" (MABs) have developed, with posts written by large numbers of authors and sometimes professionally edited.",After 2010 multi author blogs became more popular and have the advantage of being proof read and professionally edited,I'm not sure but I do know that blogging has been around for a long time. It started in the late 1990s
888,Heartbreak Hotel (Whitney Houston song),Did he win any awards? ,"""Heartbreak Hotel"" was certified Platinum by the RIAA.","He did. ""Heartbreak Hotel"" won him a Platinum award, as well as multiple Grammy nominations.","I'm not sure, but he was one of the most celebrated and influential musicians of the 20th century."
889,Grey,That's a great way to wear green. What is your least favorite color?,"It is a neutral or achromatic color, meaning literally that it is a color ""without color.""",I feel grey is a very boring color. It's even called achromatic meaning that it has no color.,I don't have a favorite color. I just like the way it looks. I like how it's a mix of red and blue.
890,Nickelback,"I've heard of them, but I didn't know they were Canadian. That's cool.","Nickelback is a Canadian rock band formed in 1995 in Hanna, Alberta, Canada.","They formed in 1995 in Hanna,Alberta, Canada.","Yes, they were formed in 1995 in Hanna, Alberta, Canada. They are a Canadian rock band."
891,Neurosurgery,Yes it started when she was 6 years old. She was 23 when I met her she was already recieving treatment,"These fellowships include pediatric neurosurgery, trauma/neurocritical care, functional and stereotactic surgery, surgical neuro-oncology, radiosurgery, neurovascular surgery, skull-base surgery, peripheral nerve and spine surgery.",My first fellowship was in pediatric neurosurgery.  It is great that she is doing better.,That is great.  I am glad she received the treatment she did.  It is amazing how far we have come in the field of neurosurgery.
