,topic,last_sentence,checked_sentence,eval_label,generated_sentence
418,Running,That makes sense. I am usually more of a jogger than a sprinter. I like to keep my pace steady and finish strong!,Running has been described as the world's most accessible sport.,"Yeah exactly, running has actually been described as the world's most accessible sport.","That's a good point, running competitions have probably existed for most of humanity's history and were a key part of the ancient Olympic Games as well as the modern Olympics."
419,Mountain Dew,I wonder hoe it looked,"The rights to this formula were obtained by the Tip Corporation of Marion, Virginia.",well the rights to this forumula was obtained by the tip corporation,yea and then in 1961 Bill jones refined the formula and launched that version of mtn dew
420,Hospital,Hospital,Hospitals have a range of departments (e.g.,There are a lot of range of departments in the hospital. I work in the heart department.,I love going to the hospital. It's a place where people go to receive medical treatment. 
421,Literacy,"That's great! I like reading about anything having to do with history. So, history of literacy?",A person who travels and resides in a foreign country but is unable to read or write in the language of the host country would also be regarded by the locals as being illiterate.,"yes, I really like reading about other country's languages in case i ever get to travel to a foreign country. i should know their host language!","i'm not sure about that, but i do know that the very first writings from ancient Sumer by any reasonable definition do not constitute literature"
422,Cat,Cat,They are often valued by humans for companionship and for their ability to hunt vermin.,"I have two cats, I really like them because they're very good at hunting vermin, of which we have a lot where I live.",I have a house cat. They are called house cats when kept as indoor pets or feral/feral domestic cats when wild.
423,no_passages_used,Agatha Christie's Poirot,no_passages_used,My friends have been telling me I should start watching 'Poirot'. Have you seen it?,I love Agatha Christie's Poirot. I think she is the best mystery novelist of all time.
424,Nineteen Eighty-Four,Never heard of it. What is it about?,"Via the ""Thought Police"", the Inner Party persecutes individualism and independent thinking, which are regarded as ""thoughtcrimes"".","Well, it's the definition of dystopia. A society ruled by a privileged, elite party that persecutes individualism and independent thinking, which are regarded as ""thoughtcrimes"".","It's set in the year 1984 when most of the world population have become victims of perpetual war, omnipresent government surveillance and propaganda."
425,Singing,Singing,"Different singing styles include art music such as opera and Chinese opera, Hindustani music, and religious music styles such as gospel, traditional music styles, world music, jazz, blues, gazal and popular music styles such as pop, rock, electronic dance music and filmi.",I love to sing. I have sang before in opera and with religious music style,"Singing is the act of producing musical sounds with the voice and augments regular speech by the use of sustained tonality, rhythm, and a variety of vocal techniques."
426,Barefoot running,"True, all you really need is a pair of running shoes. Although I heard some people run barefoot on the beach!","Barefoot running, also called ""natural running"", is the act of running without footwear.","Yeah barefoot running is sometimes called ""natural running"" I'm not a natural runner I guess.","I have never heard of that, I know that running barefoot has become less common in most parts of the world but is still practiced in parts of Africa and Latin America."
427,Mountain Dew,Do you know how they came up with the other flavors,"Diet Mountain Dew was introduced in 1988, followed by Mountain Dew Red, which was introduced and subsequently discontinued in 1988.","well the diet verstion was created in 1988, followed by mountain dew red which was discontinued in the same year",well in 1964 the brand and production rights were acquired from tip by the pepsi cola company
428,Hospital,What type of work do you do? Are you a doctor?,A hospital is a health care institution providing patient treatment with specialized medical and nursing staff and medical equipment.,"No, I am a nurse. We have a large specialized nursing staff in that department. Have you ever been to a hospital?","I am not a doctor, but I am a nurse. I work in the emergency department. "
429,Piano,"Piano
Hi there. You play the piano?","The piano is an acoustic, stringed musical instrument invented in Italy by Bartolomeo Cristofori around the year 1700 (the exact year is uncertain), in which the strings are struck by hammers.","No, i dont, The piano is an acoustic, stringed musical instrument ","Yes, I play the piano. It was invented in Italy by Bartolomeo Cristofori around the year 1700."
430,Cat,"Oh I have one cat myself,whats ypur's names?",There are more than seventy cat breeds recognized by various cat registries.,"We call one moomoo and the other babbit, there are over seventy cat breeds, isn't that crazy? Do you know what breed yours is?","My cats are names, but they're not felids, they're domestic short-haired cats."
431,Agatha Christie's Poirot,No do you know what's it about?,"David Suchet stars as the eponymous detective, Agatha Christie's fictional Hercule Poirot.","It's based on books by Agatha Christie, and they follow the adventures of the French detective Hercule Poirot (played by David Suchet).","It's about Hercule Poirot, a Belgian detective who solves murders. It's a great show."
432,Nineteen Eighty-Four,That sounds very interesting. I will have to check that out.,"Via the ""Thought Police"", the Inner Party persecutes individualism and independent thinking, which are regarded as ""thoughtcrimes"".","You'll suddenly realize *all* the references we have to it in popular culture. 1984 had the ""Thought Police"" that persecuted the ""thoughtcrimes"" -- and maybe you've heard Cheap Trick's song ""Dream Police""? That's just one example of influence.","It's a great read! I love how Orwell uses the concepts of Big Brother, Room 101, the Thought Police, thoughtcrime, unperson, memory hole (oblivion), doublethink (simultaneously holding and believing contradictory beliefs) and Newspeak (ideological language) have become common phrases for denoting totalitarian authority."
433,Boris Godunov (opera),That is very interesting.  I like to listen to people sing.  Have I heard of you?,"Boris Godunov (, ""Borís Godunóv"") is an opera by Modest Mussorgsky (1839–1881).",I am not a famous singer. It is just an hobby. I have not been like Modest Mussorgsky which created  Boris Godunov,"I have heard of you. Singing is the act of producing musical sounds with the voice and augments regular speech by the use of sustained tonality, rhythm, and a variety of vocal techniques."
434,Lifeguard,"Lifeguard
I have always wanted to work as a lifeguard but i do not know how to swim","Lifeguards are strong swimmers and trained in CPR/AED first aid, certified in water rescue using a variety of aids and equipment depending on requirements of their particular venue.","That's too bad.  You would have to know how to swim, and be trained in first aid and CPR","That's a good idea. A lifeguard is responsible for the safety and rescue of swimmers, surfers, and other water sports participants such as in a swimming pool, water park, spa, beach or river."
435,Mountain Dew,so the red probably is not the same as it is today,"In 2001, a cherry flavor called Code Red debuted.",nah there is a cherry flavor called code red that was created in 2001,well Bill jones refined the formula in 1961 and launched that version of mountain dew in 1961.
436,Emergency department,I have been to a hospital a few times. Usually to the emergency room to deal with minor emergencies.,"Due to the unplanned nature of patient attendance, the department must provide initial treatment for a broad spectrum of illnesses and injuries, some of which may be life-threatening and require immediate attention.","Yeah, hospitals have a wide range of departments. I have never worked in the ER. They have to be knowledgeable on a wide range of topics due to the various issues that come in.",That's good. Emergency rooms can be very busy. Have you ever been to a hospital for surgery?
437,Piano,I took a few piano lessons when I was little. Do you play an instrument?,"The word ""piano"" is a shortened form of ""pianoforte"", the Italian term for the early 1700s versions of the instrument, which in turn derives from ""gravicembalo col piano e forte"" and ""fortepiano"".","yes, but he word ""piano"" is a shortened form of ""pianoforte","No, i dont, The piano is a shortened form of ""pianoforte"", the Italian term for the early 1700s versions of the instrument, which in turn derives from ""gravicembalo col piano e forte"""
438,Cat,Oh I have no clue. What are your breeds?,Cats have a high breeding rate.,"I have no idea either, they were given to us. I think they were a result of a wild cat having too many kittens, cats have such a high breeding rate as you may know.","I have a domestic cat and a medium-sized wild cat from the genus ""Lynx""; and big cats from the genera ""Puma"" and ""Panthera"". Domestic cats vastly outnumber wild cats in the United States."
439,no_passages_used,i'm not a big fan of Agatha Christie,no_passages_used,I can't say I've read any of her books I don't think. Were there any in particular you didn't like?,"Agatha Christie is a great mystery writer, but I'm not a big fan of her movies."
440,Nineteen Eighty-Four,That is very cool. I would love to hear more.,"The tyranny is ostensibly overseen by a mysterious leader known as Big Brother, who enjoys an intense cult of personality.","Maybe you've heard the term ""Big Brother""? That's from 1984. It's the mysterious leader in 1984, who demands a cult of personality *and* knows/sees all.","Well, there's the ""Thought Police"" that persecuted the ""thoughtcrimes"" -- and maybe you've heard Cheap Trick's song ""Dream Police""? That's just one example of influence."
441,The Big Break,"Perhaps one day you will get your big break and become famous.  You would have to be serious about it, though.",The Big Break was a reality television program broadcast by the Golf Channel.,I am not pursing a career in it. But what you just said remind me of the reality television program called  The Big Break,"I am sure you will. Singing is often done in an ensemble of musicians, such as a choir of singers or a band of instrumentalists."
442,Lifeguard,"i am cpr trained but U.S. lifeguards rescue more than an estimated 100,000 persons from drowning annually, so i feel like i could be saving lives","A lifeguard is responsible for the safety of people in an area of water, and usually a defined area immediately surrounding or adjacent to it, such as a beach next to an ocean or lake.","You would have to be strong in the water and on land, since they are responsible for the beach and the ocean","Yes, they are responsible for the safety and rescue of swimmers, surfers, and other water sports participants"
443,Beauty pageant,"Beauty pageant
Have you ever seen those beauty pageant reality shows? I was actually a pageant winner but I wish I could go back and never take part.","Beauty pageants are generally multi-tiered, with local competitions feeding into the larger competitions.",Wow congratulations!  I've never seen any but know they are multi-tiered with local competitions feeding into larger ones,"Yes, I have watched them. They are a competition that has traditionally focused on judging and ranking the physical attributes of the contestants, although most contests have evolved to also incorporate personality traits, intelligence, talent, and answers to judges' questions as judged criteria."
444,no_passages_used,"My friend works in the ER, he says he likes it because you have to think on your feet consistently. ",no_passages_used,"That is true! They have to be ready for anything because of the unplanned emergencies that come in. In my department, we always know what we are going to be dealing with.",That's true. It's a tough job. The ER staff has to be very knowledgeable on a wide range of topics due to the various issues that come in.
445,Piano,I didn't know that. When Bach was alive did he call it a pianoforte?,The first fortepianos in the 1700s had a quieter sound and smaller dynamic range.,"yes, he did coz The first fortepianos in the 1700s had a quieter sound","yes, but he word ""piano"" is a shortened form of ""pianoforte"
446,Hi-5 (Australian band),"Hiking
Hi","Hi-5 are an Australian children's musical group formed in 1998, who are associated with the children's television series of the same name.","Hello. When you said, I remembered about Hi-5, an Australian children's musical group",Hi! I love hiking! Do you like to hike in the mountains or in the woods? 
447,List of Agents of S.H.I.E.L.D. characters,i didnt read many but i prefer action stories,"""Agents of S.H.I.E.L.D.""","If you like action stories, have you seen any of 'Agents of S.H.I.E.L.D.?'",Agatha Christie was a great mystery writer. She was one of the best mystery writers of all time.
448,Roller coaster,"Roller coaster
I love riding roller coasters.","A roller coaster is a type of amusement ride that employs a form of elevated railroad track designed with tight turns, steep slopes, and sometimes inversions.",I love amusement rides. Especially the ones with steep slopes and tight turns.,"I love roller coasters too! They are elevated railroad tracks with tight turns, steep slopes, and sometimes inversions!"
449,Fashion design,Fashion design,"Fashion design is influenced by cultural and social attitudes, and has varied over time and place.","Hi, I'm into fashion design and want to become a designer. Are you into fashion at all?",I love fashion design. It refers to the development of the fashion industry which designs clothing and accessories.
450,no_passages_used,"yes, my fear is one day i won't be able to save my kids as among children ages 1 to 4 years, most drowning occurs in residential swimming pools.",no_passages_used,It is very important that young children learn to swim,That's a shame.  The priority is to ensure no harm comes to users of the area for which they are responsible
451,Beauty pageant,"Really? Like going from state to nationals? I'm not really sure I'm familiar with that form, there would be local and organizational pageants but I never took part of anything bigger than that.",The term almost invariably refers only to contests for unmarried women such as the Big Four international beauty pageants. Similar events or competition for men or boys being called by other names and more likely to be bodybuilding contests.,"well the term refers to contests for UNmarried women, like the Big Four International pageans.  Similar evens for men and boys are typically bodybuilding contests","Yes, I went from state to nationals.  It was a long process but I'm glad I did it"
452,no_passages_used,Do you have a lot of repeat patients in your department or is it often new people?,no_passages_used,"Well, we do have some patients that stay for a long time. We have had patients that will come back multiple times. I would say most of our patients are new though. I think it sometimes depends on if the patient follows advise such as dietary and exercise changes as to whether or not they typically will come back in. ","Yes, we have a lot of repeat patients. We have a large specialized nursing staff in that department."
453,Fortepiano,Do you know if any companies make fortepianos?,"In principle, the word ""fortepiano"" can designate any piano dating from the invention of the instrument by Bartolomeo Cristofori around 1700 up to the early 19th century.","i dont think, In principle, the word ""fortepiano"" can designate any piano dating from the invention of the instrument by Bartolomeo Cristofori around 1700 ","i dont, The name was created as a contrast to harpsichord, a musical instrument that doesn't allow variation in volume."
454,Pet Sounds,"Oh, interesting. And when you said that they are australian I remembered when I went there, it was very nice, I did a lot of hiking","Pet Sounds is the eleventh studio album by American rock band the Beach Boys, released on May 16, 1966.","Good to hear you had been there. I always wanted to visit Australia, walk through the country while listening to Pet Sounds, an American rock band","Hi-5 was created by Helena Harris and Posie Graeme-Evans, initially a television series for the Nine Network, which premiered in 1999."
455,Overwatch (video game),"Overwatch (video game)
I bought Overwatch but I haven't played much of it.",Overwatch is a team-based multiplayer online first-person shooter video game developed and published by Blizzard Entertainment.,"Hello, I love Overwatch, a team-based multiplayer. Do you?",Overwatch is a video game developed by Blizzard Entertainment. Have you ever played it before? It's pretty intense.
456,Roller coaster,Yep. That would be a roller coaster.,"Some roller coasters, notably wild mouse roller coasters, run with single cars.",Six flags has a roller coaster called the Wild Mouse and it runs with a single car instead of attached trains. ,"Yes, roller coasters are often found in amusement parks and theme parks around the world. They are very popular."
457,Fashion design,"I'm into seeing nice fashion but not one that will go get something because of a brand, do you do make custom clothing for family members to get better?",Fashion design is the art of application of design and aesthetics or natural beauty to clothing and accessories.,"Yes, I make some accessories and designs for my cousins mostly. It's great practice. ","I don't make clothing for family members, but I would like to be a fashion designer one day."
458,Swimming lessons,according to the CDC drowning is a leading cause of unintentional injury death among all ages so its very important,"Children were traditionally viewed not to be able to swim independently until 4 years of age, but infant swimming lessons are now recommended to prevent drowning.",It is important.  Children traditionally are not able to swim independantly until the age of 4,"Yes, it is very important.  It is a leading cause of unintentional injury death among all ages so its very important"
459,Bodybuilding,I've never heard of this! Does that mean ms. universe is unmarried? Do the men in their contests have to be unmarried as well?,An individual who engages in this activity is referred to as a bodybuilder.,"Well any individual engaging in bodybuilding is referred to as a bodybuilder, doesn't specify if they are single.","yes, they are the four largest and most famous international beauty contests for single or unmarried women. "
460,Leather,Leather,"Leather is a durable and flexible material created by tanning animal rawhide and skin, mostly cattle hide.","Do you own anything leather? Leather is a very strong and flexible material made from animal skin, mostly cattle.","Leather is a durable and flexible material created by tanning animal rawhides, mostly cattle hide."
461,Innovations in the piano,Oh I see. Which year did the modern piano appear?,"Piano construction is by now a rather conservative area; most of the technological advances were made by about 1900, and indeed it is possible that some contemporary piano buyers might actually be suspicious of pianos that are made differently from the older kind.","it hasnt been long like, Piano construction is by now a rather conservative area; most of the technological advances were made by about 1900","i dont think, In principle, the word ""fortepiano"" can designate any piano dating from the invention of the instrument by Bartolomeo Cristofori around 1700 "
462,Pet Sounds,"Oh really, It should be very nice to go there, listening to some music ","Pet Sounds is the eleventh studio album by American rock band the Beach Boys, released on May 16, 1966.",Indeed. Have you ever heard of Pet sounds? Did you listen to any of their music?,"Yes, it would be very nice to listen to Pet Sounds while walking through the country while listening to the music"
463,Overwatch (video game),"It's been pretty fun so far, but I love the idea of it and all the characters.","""Overwatch"" assigns players into two teams of six, with each player selecting from a roster of over 20 characters, known in-game as ""heroes"", each with a unique style of play, whose roles are divided into four general categories: Offense, Defense, Tank, and Support.","Me too, selecting from a roster of over 20 characters is so exciting. I love Trinity though.","Yes, I love the team-based gameplay. Do you have a favorite character? I like Winston."
464,Roller coaster,That sounds really fun. I would love to try it.,Most roller coasters have multiple cars in which passengers sit and are restrained.,Most roller coasters have a lot of seats that more than a few passengers can sit and are restrained with safety harnesses.,The Wild Mouse was invented by German designer Franz Mack. It looks like a lot of fun. 
465,Fashion design,I use to make accessories a lot in high school a lot of custom made earrings and necklaces to match out fits for me and my friends. Are you going to school to pursue this career? ,Fashion designers work in a number of ways in designing clothing and accessories such as bracelets and necklaces.,"Necklaces and earrings are great, I also like bracelets. I do plan to go to school for this and declare a major but I would love to start a small business as well.","No, I'm not going to school to be a fashion designer. I just want to be able to make my own clothes and accessories."
466,Swimming lessons,"Each year, about 4,000 people die from drowning in the United States. If we started teaching kids to swim before 4 they would be able to carry it all their life","Children were traditionally viewed not to be able to swim independently until 4 years of age, but infant swimming lessons are now recommended to prevent drowning.",Even infant swimming lessons are now recommended to prevent drowning.  ,"yes, i agree.  It is very important that children learn how to swim, especially in residential swimming pools"
467,Female bodybuilding,"Oh, so can women can take part of those contests too?",It began in the late 1970s when women began to take part in bodybuilding competitions.,Yes!  It began in the late 1970s when women began to enter bodybuilding competitions. ,"Yes, the organizers of each pageant may determine the rules of the competition, including the age range of contestants."
468,Leather,"I don't, isn't it inhumane to get leather? At least that's what I've been told","People use leather to make various goods—including clothing (e.g., shoes, hats, jackets, skirts, trousers, and belts), bookbinding, leather wallpaper, and as a furniture covering.","Yeah, I don't like it either. They use leather for shoes, hats, jackets, skirts and belts. Also they use in in furniture, books and wallets. Couldn't they use something else?","Yes, it is. It is made from the tanned hide of an animal with the hair removed."
469,Rapping,"Rapping
Do you like rap music? Meek Mill is my favorite rapper by far","Rapping (or rhyming, spitting, emceeing, MCing) is a musical form of vocal delivery that incorporates ""rhyme, rhythmic speech, and street vernacular"", which is performed or chanted in a variety of ways, usually over a backbeat or musical accompaniment.","I do listen to rap on occassion. It is music that incorporates rhyme, speech, repetition.",Meek Mill is a rapper from Philly.  I like him too.  He is a talented rapper.
470,East Coast Trail,"I really haven't, but if is rock then I should like it, I always listen to some rock when I hike",It is over of developed trail that is made up of 26 wilderness paths and intersect more than 30 communities.,"If you are really into hiking, i would recommend you East Coast Trail which has up to 26 wilderness paths",I like rock music too. It is a type of music that was popular in the late 1970s and early 1980s.
471,Overwatch (video game),I don't know what that character is since I haven't played in over a year.,Players on a team work together to secure and defend control points on a map or escort a payload across the map in a limited amount of time.,Why not? Did you not enjoy the process to secure and defend control points?,"Trinity is a character from Overwatch. She is a climatologist and adventurer from Xi'an, China."
472,Roller coaster phobia,I still worry about a malfunction too.,"Roller coaster phobia has been linked to previously experiencing an accident, vertigo, and fear of heights.",Do you have roller coaster phobia? Have you previously experienced an accident or are you afraid of heights?,"The oldest roller coasters are believed to have originated from the so-called ""Russian Mountains"", specially constructed hills of ice located in the area that is now Saint Petersburg, Russia."
473,Fashion design,A small business would be great to start before school because you will already have clients you should start off selling on Etsy as well. ,Their specific designs are used by manufacturers.,I have heard of Etsy and it's one of the places I want to look into. I have designs and building stronger relationships with certain manufacturers can benefit me I think.,"That's a great idea, I would love to be able to sell some of my designs on Etsy. I'm sure there are a ton of people that would be interested in them."
474,Komodo dragon,Komodo dragon,"A member of the monitor lizard family Varanidae, it is the largest living species of lizard, growing to a maximum length of in rare cases and weighing up to approximately .","It is crazy to think Komodo dragons are the largest species of lizards, they are the modern day godzilla!",Have you ever seen a Komodo dragon? It is the world's largest lizard.  Do you like them?
475,Beauty pageant,"That's fascinating, I'm glad it's not exclusive to men. But I think it'd be interesting if we opened up beauty pageants to men as well. Fair's fair after all.","Child beauty pageants mainly focus on beauty, gowns, sportswear modelling, talent, and personal interviews.","I agree!  There's also child beauty pageants that focus on beauty, gowns, sportswear, modeling, talent and personal interviews. ",I agree!  It would be interesting to see what kind of bodybuilding contests there would be for men.
476,Leather,"I've heard there is such things as fake leather, although I forget the name of it. Do you know what it's called and when it was invented?",It can be produced at manufacturing scales ranging from cottage industry to heavy industry.,No I don't but I know that real leather is manufactured from the cotton industry and the heavy industry.,"I'm not sure when it was invented, but I know it was used to bind books in the 9th and 14th centuries."
477,Rapping,"Sometimes it is really catchy, other times it is impressive how techinical someone gets or how fast they rap","The components of rap include ""content"" (what is being said), ""flow"" (rhythm, rhyme), and ""delivery"" (cadence, tone).","Yeah, the contents of rap include ""content"", ""flow"", and ""delivery"".","Yes, it is. Rapping is also known as emceeing, MCing, spitting (bars), or just rhyming."
478,Summer camp,"Summer camp
Have you ever been to any summer camps? I went to a basketball camp when I was younger, met a pretty girl who I never talked to again, lol.","Children and adolescents who attend summer camp are known as ""campers"".",I was a camper a few times in my adolesence,"Yes, I went to a sleepaway camp when I was younger. It's a supervised program for children or teenagers conducted during the summer months."
479,Overwatch (video game),"I did enjoy that, but I preferred other games a bit more.","Additionally, Blizzard has developed and added new characters, maps, and game modes post-release, while stating that all ""Overwatch"" updates will remain free, with the only additional cost to players being microtransactions to earn additional cosmetic rewards.","Blizzard has developed and added new characters, maps, and game modes post-release, so I think you should give it another try!",Why not? Did you not enjoy the process to secure and defend control points? Do you have a favorite character?
480,Whittling,Whittling,"Specialized whittling knives, with fixed single blades, are preferred for sculpting artistic work.",Do you own any whittling knives?,Have you ever played Whittling? It's a game where you use a small piece of wood to make something.
481,Snapple,"Snapple
Ever tried Snapple? I'm not a huge fan of iced tea but it's really good.","Snapple is a brand of tea and juice drinks which is owned by Dr Pepper Snapple Group and based in Plano, Texas.",I love it. It came from the owners of Dr. Pepper,"I've never tried it, but I know it's owned by Dr Pepper and is based in Plano, Texas."
482,no_passages_used,"Yea Ive seen them on the discovery channel, those things are massive, How much do one of them weigh as an adult? ",no_passages_used,A quick internet search suggests a male Komodo dragon can weigh anywhere from 170-200 pounds. ,"In the wild, they usually weigh around , although captive specimens often weigh more. The largest verified wild specimen was long and weighed , including undigested food!"
483,Brewery,"Brewery
I just got hired as a financial analyst for a brewery.",A brewery or brewing company is a business that makes and sells beer.,That is pretty cool! Those businesses make and sell beer correct?,"That's great! I love to drink beer. Do you work in a brewery? I know that the production of beer took place at home and was the domain of women, as baking and brewing were seen as ""women's work""."
484,Origin of the domestic dog,"Dog
I love dogs, very incredible species,I think wolves especially are fascinating.",The closest living relative of the dog is the extant gray wolf and there is no evidence of any other canine contributing to its genetic lineage.,Yeah - apparently the extant gray wolf is the closest living relative of the dog.,"I love dogs too! They are man's best friend. They perform many roles for humans such as hunting, herding, pulling loads, protection, assisting police and military, companionship and, more recently, aiding disabled people and therapeutic roles."
485,Rapping,"Yeah, all of those things make for some really great songs, it is my favorite genre",Rap differs from spoken-word poetry in that rap is usually performed in time to an instrumental track.,Rap differes from poetry in that it is usually performed in time to an instrumental track.,"Yeah, it is also known as emceeing, MCing, spitting (bars), or just rhyming."
486,no_passages_used,Nice! Yeah I haven't been to anything like that since I was growing up either. Where all did you go?,no_passages_used,I also when to basketball camp and I met a cute boy I never saw again as well lol,I went to a summer camp for boys and girls in the Berkshires region of western Massachusetts.
487,The Last of the Mohicans (1992 film),The Last of the Mohicans (1992 film),"The Last of the Mohicans is a 1992 American epic historical drama, set in 1757 during the French and Indian War.",The Last of the Mohicans is a 1992 American epic historical drama it is also one of my favorite movies,"The last of the mohicans is my favorite movie. It's set in 1757 during the French and Indian War in the Adirondack Mountains, in the British colony of New York."
488,Whittling,No - what is whittling knives?,"They have thick handles which are easier to grip for long periods and have better leverage, allowing more precise control and pressure.",Specialized whittling knives have thick handles and fixed single blades so they are easier to use.,"Whittling is the art of carving shapes out of raw wood using a knife or a time-occupying, non-artistic (contrast wood carving for artistic process) process of repeatedly shaving slivers from a piece of wood."
489,Snapple,Oh really? I never knew that!,"Snapple is a brand of tea and juice drinks which is owned by Dr Pepper Snapple Group and based in Plano, Texas.","Apparently it is also based in a place called Plano, Texas. There's such a variety of flavors","Snapple was founded by Leonard Marsh, Hyman Golden, and Arnold Greenberg in 1972 Valley Stream, Long Island, New York."
490,Komodo dragon,Wow thats as much as me! I bet they grow really long dont they? ,"A member of the monitor lizard family Varanidae, it is the largest living species of lizard, growing to a maximum length of in rare cases and weighing up to approximately .",Definitely and they vary by sizes since they are lizards of the Varanidae family. ,"Yes, the largest verified wild specimen was long and weighed , including undigested food.  "
491,Brewery,"Yes, though I wonder how long people have been brewing beer.","The commercial brewing of beer has taken place since at least 2500 BC; in ancient Mesopotamia, brewers derived social sanction and divine protection from the goddess Ninkasi.",It has been taking place since at least 2500 BC if you can believe that! ,"The oldest brewery in the world is believed to be the German state-owned Weihenstephan brewery in Freising, Bavaria."
492,Origin of the domestic dog,"I would absolutely believe it, there is so much overlap between the domestic dog and wolf now there is almost an indistinguishable line if breed them properly.","The archaeological record shows the first undisputed dog remains buried beside humans 14,700 years ago, with disputed remains occurring 36,000 years ago.","I read somewhere they found remains of a dog buried next to its owner dating back 14,700 years ago - so the bond has been around a while.","The dog was the first species to be domesticated and has been selectively bred over millennia for various behaviors, sensory and physical attributes."
493,Hip hop,"Yeah, but sometimes it burs the lines a bit, there is some really expressive stuff",Hip hop or hip-hop is a subculture and art movement developed in The Bronx in New York City during the late 1970s.,"Yeah, a related music field is hip-hop, which developed in The Bronx during the 1970s.","Yes, it can be very expressive. Rap is a subgenre of hip hop which is a genre of urban music."
494,Robert Smith (musician),"Wait a minute, I think we might have met each other in the past... Did you ever get a tiny rubber basketball as a souvenir?","He is the lead singer, guitarist, multi instrumentalist, lyricist, principal songwriter and only consistent member of the rock band The Cure, which he co-founded in 1976.","I did! Did you listen to Cure albums and talk about Robert Smith, the lead singer, a lot?","Yes I did, it was a tiny rubber basketball with a rubber bladder inside. It was so cute!"
495,The Last of the Mohicans (1992 film),Me too.  I love that movie and the soundtrack in particular.,"It was directed by Michael Mann, based on James Fenimore Cooper's eponymous 1826 novel and George B. Seitz's 1936 film adaptation, owing more to the latter than the novel."," It was directed by Michael Mann, based on James Fenimore Cooper's eponymous 1826 novel",The Last of the Mohicans was met with positive reviews and commercial success during its box-office run
496,Kitchen knife,Does it work the same as a regular knife?  Do you still use it to cut meats and vegetables in the kitchen?,"While much of this work can be accomplished with a few general-purpose knives – notably a large chef's knife, a tough cleaver, and a small paring knife – there are also many specialized knives that are designed for specific tasks.","Whittling knives could be used, but they might be too small to cut everything. Perhaps use a cleaver or chef's knife?","Yes, I use it to carve shapes out of wood. It's a time-consuming process."
497,Snapple,"I've only tried one, how many flavors are there though?","The company (and brand), which was originally known as Unadulterated Food Products, was founded in 1972.",I think there are something like over 20 varieties. The company was founded in the year 1972.,"I'm not sure how many flavors there are, but I do know that the brand achieved fame due to various pop-culture references"
498,Meatloaf,Meatloaf,"Meatloaf is a dish of ground meat mixed with other ingredients and formed into a loaf shape, then baked or smoked.",I used to make a particular meatloaf with ground beef etc. and an Italian sausage in the middle! What's your favorite?,"I love meatloaf. It is a dish of ground meat mixed with other ingredients and formed into a loaf shape, then baked or smoked."
499,Brewery,That's insane. People have been getting drunk for that long? How did they brew their beer back then?,"Brewing was initially a cottage industry, with production taking place at home; by the ninth century monasteries and farms would produce beer on a larger scale, selling the excess; and by the eleventh and twelfth centuries larger, dedicated breweries with eight to ten workers were being built.","In cottages, but then they created farms for it and monastaries",I'm not sure but I do know that in the 7th century AD beer was also being produced and sold by European monasteries.
500,Wolf hunting,"Absolutely, you can tell by the scoring on the bones that they have been picked by the wolves, little clues like that are so cool to me.","Wolves are mainly hunted for sport, for their skins, to protect livestock (wolves are responsible for only .02% of livestock death each year), and, in some rare cases, to protect humans.",It's sad that wolves are often hunted. For their skins usually.,"That's so cool! Dogs vary widely in shape, size and colors - I love how diverse they are."
501,Chevrolet Corvette,"Chevrolet Corvette
What do you know about the Chevrolet Corvette?","The Chevrolet Corvette, known colloquially as the Vette or Chevy Corvette, is a sports car manufactured by Chevrolet.","The Chevy Corvette, or ""Vette"" as it is knbown, is an iconic American sports car that has been produced for half a century.","The Chevrolet Corvette has been manufactured since 1981 in Bowling Green, Kentucky. It is a sports car."
502,Love Story (Taylor Swift song),"You know, I think I just might have. This could be the start of a beautiful love story...","It was released on September 12, 2008 by Big Machine Records, as the lead single from Swift's second studio album ""Fearless"" (2008).","I think so! Maybe Taylor Swift could write a song comparable to her song ""Love Story"" released in 2008 about us","I think so too! Did you ever listen to any of the other bands that were around at the time, like the Beatles or the Rolling Stones?"
503,no_passages_used,I tried to read the book but gave up.  I can't remember what other movies Michael Mann has directed.,no_passages_used,i never got to reading the book but i am defenetly interested,The Last of the Mohicans was met with positive reviews and commercial success during its box-office run.
504,Arsenal F.C.,"Arsenal F.C.
I am a huge Arsenal F.C. fan!","Arsenal Football Club is a professional football club based in Highbury, London, England, that plays in the Premier League, the top flight of English football.","I am too, they are based out of Highbury  right?","Arsenal Football Club is a professional football club based in Islington, London, England, that plays in the Premier League"
505,Snapple,Damn that's quite a few varieties! Snapple really has been around for a while too.,"An early apple juice product led to the company's name, Snapple.","The name Snapple stuck after an early apple juice product way back in the history's past, too.","Yes, it was first conceived as a part time venture to supply fruit juices to health food stores."
506,Meatloaf,I really enjoy meatloaf with ground beef. I've never tried it with Italian sausage in the middle  ,"The shape is created by either cooking it in a loaf pan, or forming it by hand on a flat pan.","I make the shape by hand and encase the sausage in the middle of the mix, then bake it on a baking sheet (pan).","Meatloaf of minced meat was mentioned in the Roman cookery collection ""Apicius"" as early as the 5th century."
