,topic,last_sentence,checked_sentence,eval_label,generated_sentence
694,Bitcoin,I have and lost money!  I obviously did not know what I was doing.,"It is the first decentralized digital currency, as the system works without a central bank or single administrator.","Yeah, all of mine are down right now too. It's a decentralized digital currency with no central bank, so it's very volatile! ","I'm sorry to hear that. It's been criticized for its high electricity consumption, price volatility, thefts from exchanges, and the possibility that bitcoin is an economic bubble."
695,Skunk,"Skunk
Skunks are such repulsive animals.",Skunks are mammals in the family Mephitidae.,They certainly are.  They are mammals from the Mephitidae family.,"Yes, they are known for their ability to spray a liquid with a strong unpleasant smell.  "
696,Chicago metropolitan area,Oh nice. My family is from Chicago but we live in Minnesota currently,"There are several definitions of the area, including the area defined by the United States Office of Management and Budget (OMB) as the Chicago–Joliet–Naperville, IL–IN–WI Metropolitan Statistical Area (MSA), and the area under the jurisdiction of the Chicago Metropolitan Agency for Planning (CMAP) (a metropolitan planning organization).",Which area of Chicago did you live in? ,"I've never been to Minnesota, but I've heard it's beautiful.  Chicago is the third largest metropolitan area in the United States."
697,Special education in the United States,"Special education
I have a kid who requires special education","Special education programs in the United States were made mandatory in 1975 when the United States Congress passed the Education for All Handicapped Children Act (EAHCA) ""(sometimes referred to using the acronyms EAHCA or EHA, or Public Law (PL) 94-142) was enacted by the United States Congress in 1975. in response to discriminatory treatment by public educational agencies against students with disabilities.""",Special Education programs were made manadantory in 1975 for students with disabilities in the United States,I'm so sorry to hear that.  I know that special education is often used to help students with learning challenges.
698,Seattle,"Seattle
I have never been to seattle but I would love to visit.","In July 2016, Seattle was again the fastest-growing major U.S. city, with a 3.1% annual growth rate.","I would too. I read it's the fastest growing city in 2016, with a 3.1 annual growth rate. ",Seattle is a seaport city on the west coast of the United States. I would love to visit.
699,Halloween,Halloween,"Halloween or Hallowe'en (a contraction of All Hallows' Evening), also known as Allhalloween, All Hallows' Eve, or All Saints' Eve, is a celebration observed in a number of countries on 31 October, the eve of the Western Christian feast of All Hallows' Day.",Halloween on 31 October is the best day of the year. I love it more then anything in the world. ,"I love Halloween. It is observed in several countries on 31 October, the eve of the Western Christian feast of All Hallows' Day."
700,Italian cuisine,Italian cuisine,"Italian cuisine is known for its regional diversity, especially between the north and the south of the Italian peninsula.",I would love to travel Italy and eat. Their food is really diverse between the north and south regions. ,"I love Italian cuisine.  It is characterized by its simplicity, with many dishes having only two to four main ingredients."
701,Zebra,Oh ok. That's interesting. Zebras seem to be kind and docile.,Zebras ( or ) are several species of African equids (horse family) united by their distinctive black and white striped coats.,They have distinctive black and white stripes coats,"Unlike their closest relatives, horses and donkeys, zebras have never been truly domesticated."
702,Bitcoin,Is it backed by any actual items of value or is it just theoretical?,"They can be exchanged for other currencies, products, and services.","It's basically theoretical, but you can use bitcoin to pay for other crypto currencies, services and products. More and more vendors are accepting bitcoin everyday!","It's backed by the blockchain, which is a public ledger of all transactions on the bitcoin network."
703,Skunk,Wow that's really interesting. I've never even seen one before.,"Different species of skunk vary in appearance from black-and-white to brown, cream or ginger colored, but all have warning coloration.","Skunk typically are black and white or a variation of brown, cream and ginger.  All of them have warning coloration.","Different species of skunk vary in appearance from black-and-white to brown, cream or ginger colored, but all have warning coloration."
704,Chicago,"I didn't live there, my parents did, they moved to MN before I was born","The Chicago metropolitan area, often referred to as Chicagoland, has nearly 10 million people and is the third-largest in the United States.",Chicago is a pretty large city.  It has over 10 million people living in the metropolitan area. ,"That's cool. Chicago is one of the world's largest and most diversified economies, with more than four million employees and generating an annual gross regional product (GRP) of over $561 billion. "
705,Special education in the United States,"Great, what are some of the noticeable changes over the years?",The EAHCA was later modified to strengthen protections to students with disabilities and renamed the Individuals with Disabilities Education Act (IDEA).,The Education for All Handicapped Children Act has been modified in order to add more protections to students with disabilities over the years,"In the US government-run schools, the dominant model is inclusion. This model allows students with academic learning challenges to spend the overwhelming majority of their time in the regular classroom."
706,Seattle,"Wow, I bet it is really busy and crowded.","With an estimated 713,700 residents , Seattle is the largest city in both the state of Washington and the Pacific Northwest region of North America.","I believe it said there were over 700,000 residents just in Seattle and it is the largest city in Washington also.",Yes it is. It's the northernmost large city in the United States. So it's very crowded.
707,Halloween,I really like that time of the year - not so much for the trick or treating - just that it kinda ushers in the fall season to me.,"It begins the three-day observance of Allhallowtide, the time in the liturgical year dedicated to remembering the dead, including saints (hallows), martyrs, and all the faithful departed.",IN much of the world it's not about trick or treating it's about dedicated to remembering the dead similar to our memorial day. ,"It is widely believed that many Halloween traditions originated from ancient Celtic harvest festivals, particularly the Gaelic festival Samhain."
708,Italian cuisine,"I love Italian food, so how is  it different in the different regions?",It influenced several cuisines around the world chiefly that of the United States.,"It is influenced by world wide cuisines, mainly the United States, that may play a role in how different areas developed different styles.","It's really hard to put into words, but there are so many different types of bread and pasta. "
709,Zebra,"Yes, I think that's what makes them so interesting. Sadly for them, it seems they're not able to camoflauge themselves.","Their stripes come in different patterns, unique to each individual.",Their stripes come in different patterns ,"Unlike their closest relatives, horses and donkeys, zebras have never been truly domesticated."
710,Pet,"Pet
I love dogs and cats.","A pet or companion animal is an animal kept primarily for a person's company, protection, or entertainment rather than as a working animal, livestock, or laboratory animal.",A pet is a great companion especially for an older person. It is great company. It can also be used for working also.,Pets provide their owners both physical and emotional benefits.  Do you have a pet?  
711,Skunk,I've only seen the generic black and white ones.,The animals are known for their ability to spray a liquid with a strong unpleasant smell.,"Like in popular culture, they are known for the foul smell they produce.",They are related to polecats.  The closest Old World relative to the skunk is the stink badger.
712,Chicago,Oh wow! 10 million is insane!,"Chicago ( or ), officially the City of Chicago, is the third-most populous city in the United States.",Chicago is third most populated city in the USA. ,"Yes, it is the third largest metropolitan area in the US.  It is also home to more than 400 major corporate headquarters, including 31 in the Fortune 500. "
713,Individuals with Disabilities Education Act,What else can you tell me about the current special education,The Individuals with Disabilities Education Act (IDEA) is a four-part (A-D) piece of American legislation that ensures students with a disability are provided with Free Appropriate Public Education (FAPE) that is tailored to their individual needs.,"There is also IDEA, which stands for Individuals with Disabilities Education Act, which works with FAPE, Free Appropriate Public Education.","In the US government-run schools, the dominant model is inclusion. This model allows students with academic learning challenges to spend the majority of their time in the regular classroom"
714,Seattle,I would hate to drive there. I'm assuming people use a lot of public transportation.,"A major gateway for trade with Asia, Seattle is the fourth-largest port in North America in terms of container handling .",Me too. I hate waiting in traffic. It's a major trade route with Asia. It has the fourth largest port in North America in terms of container shipping.,I believe so. It is a major gateway for trade with Asia and it is the fourth largest port in North America in terms of container handling.
715,Trick-or-treating,"That's interesting, I never knew that at all - I guess I thought it was a pagan holiday moreso.",Some homeowners signal that they are willing to hand out treats by putting up Halloween decorations outside their doors; others simply leave treats available on their porches for the children to take freely.,Some homeowners signal that they are willing to hand out treats by putting up Halloween decorations outside their doors; if they don't hand out candy they risk getting tricked. ,"It is widely believed that many Halloween traditions originated from ancient Celtic harvest festivals, particularly the Gaelic festival Samhain; that such festivals may have had pagan roots"
716,Indian cuisine,Oh ok so what is food like in the North?,"Given the range of diversity in soil type, climate, culture, ethnic groups, and occupations, these cuisines vary substantially from each other and use locally available spices, herbs, vegetables, and fruits.","I do not know for sure, I would love to eat there and find out. Indian cuisine is likewise very diverse. Mainly due to the variety of climate the enjoy in the country. ","Italians are known for their bread and pasta, and there was a variation in cooking techniques and preparation."
717,Zebra,Oh wow. I didn't know that.,They are generally social animals that live in small harems to large herds.,They are generally social animals,"There are three species of zebras: the plains zebra, the mountain zebra and the Grévy's zebra."
718,Family,I love to go to the park with my dog.,"Members of the immediate family may include spouses, parents, brothers, sisters, sons, and daughters.",My son and daughter love to take our dog for walks. It is a family tradition and keeps us close.,"Walking a dog can provide both the human and the dog with exercise, fresh air, and social interaction."
719,Skunk,Oh yes that is what they are so infamous for.,"All skunks are striped, even from birth.",When skunks are born they have that infamous stripe that is known in their appearance.  You will never mistake one for something else.,They are not related to polecats.  The closest Old World relative to the skunk is the stink badger.
720,Chicago metropolitan area,I did not know that,"The region is home to more than 400 major corporate headquarters, including 31 in the Fortune 500.",Chicago has over 400 major corporate headquarters.  31 are from the fortune 500. ,"It is also home to more than 400 major corporate headquarters, including 31 in the Fortune 500. "
721,Free Appropriate Public Education,amazing tell me more about it,Free Appropriate Public Education (FAPE) is an educational right of children with disabilities in the United States that is guaranteed by the Rehabilitation Act of 1973 and the Individuals with Disabilities Education Act (IDEA).,FAPE grants the individualized education right to children with disabilities.  ,It requires schools to provide services to students previously denied access to an appropriate education. It is also known as inclusion.
722,Seattle,Seattle,"The Seattle area was previously inhabited by Native Americans for at least 4,000 years before the first permanent European settlers.",It used to have only Native Americans for at least four thousand years beofre the first European settlers came here.,"It was inhabited by Native Americans for at least 4,000 years before the first permanent European settlers."
723,Halloween,We usually just turn on our porch light - we've never had any tricks.,"Some believe, however, that Halloween began solely as a Christian holiday, separate from ancient festivals like Samhain.","I used to egg houses if they didnt have out candy. Some believe Halloween began solely as a Christian holiday, separate from ancient festivals like Samhain.","Halloween was originally celebrated on 1 November, but was switched to 1 November at the behest of Pope Gregory IV. "
724,Vanilla,Vanilla,"Vanilla is a flavoring derived from orchids of the genus ""Vanilla"", primarily from the Mexican species, flat-leaved vanilla (""V. planifolia"").","I love vanilla flavoring!  It's derived from orchids of the genus ""Vanilla""","I love vanilla, the vanilla orchids, forms a flowering plant genus of about 110 species in the orchid family (Orchidaceae)."
725,New York-style pizza,"New York-style pizza
Hello! I love pizza, but my friend's keep telling me that New York style is the best. Do you know anything about it? I've never been to NYC","New York-style pizza is pizza made with a characteristically large hand-tossed thin crust, often sold in wide slices to go.",New York-style pizza is pizza made with a characteristically large hand-tossed thin crust normally sold in wide slices.,"I have never been to New York City, but I have heard great things about it.  Do you like pizza?"
726,List of recurring The Simpsons characters,"Nice, I walk my dog at least once a day.","""The Simpsons"" includes a large array of supporting characters: co-workers, teachers, family friends, extended relatives, townspeople, local celebrities, fictional characters within the show, and even animals.","I like watching the dog on ""The Simpsons"". He is funny along with the family and friends.","Walking a dog can provide both the human and the dog with exercise, fresh air, and social interaction."
727,Running,"Running
I love running for exercise!  I feel so good after a long run!",The term running can refer to any of a variety of speeds ranging from jogging to sprinting.,"Running is hard for me, I prefer to jog and I definitely cannot sprint!",I love running too! It's a great method of terrestrial locomotion allowing humans and other animals to move rapidly on foot.
728,Beach,Beach,A beach is a landform alongside a body of water which consists of loose particles.,I just love to spend time at the beach and feel the sand particles between my toes.  Do you like the beach?,I love to go to the beach. It's a landform alongside a body of water. 
729,Carrot,Carrot,"""sativus"") is a root vegetable, usually orange in colour, though purple, black, red, white, and yellow cultivars exist.",do you like carrots? it's a root vegetable usually orange in color,"I love carrots, they are a domesticated form of the wild carrot, ""Daucus carota"", native to Europe and southwestern Asia."
730,Seattle,"Same, I love living in an area that doesn't have a lot of traffic.","Arthur A. Denny and his group of travelers, subsequently known as the Denny Party, arrived from Illinois via Portland, Oregon, on the schooner ""Exact"" at Alki Point on November 13, 1851.",A man named Arthur Denny arrived via Oregon in 1851.,It's also the northernmost large city in the United States. I would love to visit one day.
731,Miranda Lambert,Miranda Lambert,"Lambert has been honored by the Grammy Awards, the Academy of Country Music Awards, and the Country Music Association Awards.","Hi, Miranda Lambert has been honored by the Grammy Awards, the Academy of Country Music Awards and the Country Music Association Awards",Do you like Miranda Lambert? She is an American country music singer and songwriter. Do you like her?
732,Vanilla,Really? I didn't know that. Are they beautiful?,Pollination is required to set the vanilla fruit from which the flavoring is derived.,"I've never actually seen one!  I do know, however, that it requires pollination to set the vanilla fruit!","They are!  The most widely known member is the flat-leaved vanilla (""V. planifolia""), native to Mexico"
733,New York-style pizza,Does it have a lot of cheese? A lot of sauce?,Traditional toppings are simply tomato sauce and shredded mozzarella cheese.,"Traditional toppings are simply tomato sauce and shredded mozzarella cheese, i love it with cheese on the crust too.","Yes, it has a lot of cheese and sauce. The first pizzeria in the United States of America was founded by Gennaro Lombardi in New York City's Little Italy in 1905."
734,The Simpsons,I love The Simpsons.,"The series is a satirical depiction of working-class life, epitomized by the Simpson family, which consists of Homer, Marge, Bart, Lisa, and Maggie.",Bart is so funny on The Simpsons also. They all make me laugh.,The Simpsons is one of my favorite shows. Homer is the patriarch of the family. He is a great character.
735,Running,"Yeah, I imagine most people would have to work up to a run or sprint.  How often do you jog?","This is in contrast to walking, where one foot is always in contact with the ground, the legs are kept mostly straight and the center of gravity vaults over the stance leg or legs in an inverted pendulum fashion.","Only if something is chasing me ha, I prefer to walk, one foot in front of the other if I am going that route with exercise","I like to jog about 3 miles a day, I'm not very good at sprinting though."
736,Dune,"It's been so long since I've been to the beach, but I do remember it fondly. What is your favourite thing to do at the beach?","Most kinds of dunes are longer on the stoss (upflow) side, where the sand is pushed up the dune, and have a shorter ""slip face"" in the lee side.","I like to climb the dunes and run up the the Stoss, or steeper, side and roll back down.  What was your favorite thing?",I like to swim in the ocean.  It's a great way to relax and enjoy the sun.
737,Carrot,"I do! I like to eat them raw, but I also enjoy them cooked in a stew.",The plant probably originated in Persia and was originally cultivated for its leaves and seeds.,i like to eat them with hummus! I think carrots originated in Persia and originally cultivated for it's leaves and seeds,"the most commonly eaten part of the plant is the taproot, although the stems and leaves are eaten as well."
738,Heavy metal music,"Heavy metal music
I have a new girlfriend who's really into heavy metal music, so I need a quick crash course. Good bands, brief history, that kind of thing.","Heavy metal (or simply metal) is a genre of rock music that developed in the late 1960s and early 1970s, largely in the United Kingdom.","OK, well heavy metal, also known as just metal, began in the 1960s and 70s in the United Kingdom","Heavy metal (or simply metal) is a genre of rock music that developed in the late 1960s and early 1970s, largely in the United Kingdom."
739,Miranda Lambert,"I think I have heard her before, but I am not sure.  What does she sing?","All four singles reached the top 40 on the ""Billboard"" Hot Country Songs.","In 2017 she performed a song called ""To Learn Her""...Have you heard of that song?","She is an American singer and songwriter. Her debut album ""Kerosene"" (2005) was certified Platinum in the United States and produced the singles ""Me and Charlie Talking"", ""Bring Me Down"
740,Vanilla planifolia,Oh. Is the fruit what they call the 'bean'?,"It is cultivated and harvested primarily in Veracruz, Mexico and in Madagascar.","I'm not sure, but it is primarily harvested in Veracruz","Yes!  It's an elongate, fleshy and later dehiscent capsule 10–20 cm long."
741,New York-style pizza,Is the crust crunchy and crispy? Is it expensive?,"The crust is thick and crisp only along its edge, yet soft, thin and pliable enough beneath its toppings to be folded in half to eat.","The crust is thick and crisp only along its edge, yet soft, thin and pliable enough beneath its toppings , as far as pricing it's just like your average pizza depends on the restaurant.","Yes, it is crispy and the crust is usually hand-tossed with a thin crust."
742,The Simpsons Movie,I have seen every single episode.,"The Simpsons Movie is a 2007 American animated comedy film based on the Fox television series ""The Simpsons"".",Have you ever seen The Simpsons movie?,I have seen every single episode. Homer is so funny. He is the main character of the show.
743,Running,haha!  What is the farthest you have jogged?,Running has been described as the world's most accessible sport.,"Hmm, a few miles I would say. I have never ran competitively but can see why it is the worlds most accessible sport ","The furthest I have jogged is a few hundred yards, I am not very good at long distance running"
744,Beach,"I was always one to build sand structures. Being a creative, building castles, houses, even cities would be my favourite thing to do! It was always sad when the surf would wash them away.",Wild beaches can be valued for their untouched beauty and preserved nature.,I know that is sad.  So much work.  Have you ever been to a wild beach?  They have so much untouched beauty.,That's so sad.  Do you ever go to tidal beaches?  They have sand that limits height and structure because of the shape of the sand particles.
745,Carrot,Oh wow! I never tried them with hummus. What did they do with the leaves and seeds?,"The most commonly eaten part of the plant is the taproot, although the greens are sometimes eaten as well.",they ate the greens in salads. that's weird right? Now the most commonly eaten part is the taproot,"i'm not sure what they did with the leaves and seeds but the most commonly eaten part of the plant is the taproot, although the stems and leaves are eaten as well."
746,Heavy metal music,How is that possible? People from the UK just seem so...harmless!,"In 1968, three of the genre's most famous acts, Led Zeppelin, Black Sabbath and Deep Purple were founded.","Ha.  Looks can be decieving.  In 1968 three major metal bands formed:  Black Sabbath, Deep Purple, and Led Zeppelin.","I'm not sure, but the genre's lyrics and performance styles are sometimes associated with aggression and machismo"
747,no_passages_used,"No, I have not.  What else does she sing?",no_passages_used,"Some of her top 10 would include; ""Little Red Wagon""","She is a multi-instrumentalist.  She is also a songwriter, producer, and a vocalist."
748,Cut of beef,Cut of beef,"Cuts of beef are first divided into primal cuts, pieces of meat initially separated from the carcass during butchering.",I am a butcher and love beef!,"Cuts of beef are first divided into primal cuts, pieces of meat initially separated from the carcass during butchering."
749,no_passages_used,Now I'm hungry for pizza. Is the sauce spicy or sweet?,no_passages_used,"The sauce can be how ever you wanted it can vary, im getting pretty hungry too maybe i will order some pizza","I like mine with a little bit of pepperonni and a lot of tomato sauce, i love it with cheese on the crust too."
750,China,China,"China, officially the People's Republic of China (PRC), is a unitary sovereign state in East Asia and the world's most populous country, with a population of around /1e9 round 3 billion.",My father lives in China. They have a population of 3 billion.,"China is a country in East Asia and the world's most populous country, with a population of around 3 billion."
751,"Nike, Inc.",That is true.  All you need is a pair of shoes!  What brand of running shoe do you prefer?,"It is the world's largest supplier of athletic shoes and apparel and a major manufacturer of sports equipment, with revenue in excess of US$24.1 billion in its fiscal year 2012 (ending May 31, 2012).","I have to say Nike is my favorite brand, I guess I am not alone since they are the world's largest athletic shoes and clothing supplier ha","I prefer Nike, they are comfortable and offer protection from cuts, bruises, impact and weather, proponents argue that running barefoot reduces the risk of chronic disease"
752,Agriculture,"Agriculture
hello what do you know about agriculture ",The study of agriculture is known as agricultural science.,"I know the study of agriculture is called agricultural science,","Agriculture is the cultivation of land and breeding of animals and plants to provide food, fiber, medicinal plants and other products to sustain and enhance life."
753,Hummus,That is really weird. I wonder if people still eat the green parts? What kinds of hummus do you like?,It is popular in the Middle East and in Middle Eastern cuisine around the globe.,"i like regular hummus, sometimes i also eat hummus with hot sauce. Hummus is so popular in the Middle East ","i don't think so. The domestic carrot has been selectively bred for its greatly enlarged, more palatable, less woody-textured taproot"
754,Led Zeppelin,"I've definitely heard of the first and third from that list, but I've never really thought of Led Zeppelin as heavy metal. Will she buy it if I mention them?","Their style drew from a wide variety of influences, including blues, psychedelia, and folk music.","I think so.  Zeppelin is unique in that is has a lot of blues, folk music, and psychedelia in their music.",I don't think she'll buy it.  Led Zeppelin is considered one of the most influential bands of all time.
755,no_passages_used,"Lol, I have never heard that, either.  I have definitely heard of her, but maybe I just have never heard her.",no_passages_used,lol,"Miranda's debut album ""Kerosene"" (2005) was certified Platinum in the United States and produced the singles ""Me and Charlie Talking"", ""Bring Me Down"
756,Cut of beef,"Oh that's awesome! I actually just started eating meat again after many years, I was really missing out!","Since the animal's legs and neck muscles do the most work, they are the toughest; the meat becomes more tender as distance from ""hoof and horn"" increases.",Animals leg and neck muscles are very strong so those can be the toughest cuts of meat!,"I love steaks and other subdivisions are cut. I love the primal cuts, pieces of meat initially separated from the carcass during butchering."
757,no_passages_used,Can you normally eat one slice of NY pizza or are they not so big and you need two?,no_passages_used,"They are kind of big, if im really hungry i would eat 2, if not only 1","I like to eat one slice, but i also like to have a couple of slices of cheese pizza as well."
758,China,Wow. Seems really crowded. Not sure I would like it.,"Covering approximately , it is the third- or fourth-largest country by total area, depending on the source consulted.","It is very crowded, but it is also the 3-4th largest country by total area.","It is the third or fourth-largest country by total area, depending on the source consulted. "
759,"Nike, Inc.",Nike is my favorite as well!  Nike is a juggernaut!  They make a great product for sure!,"As of 2012, it employed more than 44,000 people worldwide.","Right! I can see why they have to have 44,000 employees to keep up with the demand for their products!","Nike has been around for a long time, they were founded in 1947 and have been around ever since"
760,Agricultural science,"how does it tie in , into the us"," Agricultural science is a broad multidisciplinary field of biology that encompasses the parts of exact, natural, economic and social sciences that are used in the practice and understanding of agriculture.","it's a broad term that encompasses, biology, and the sciences that are used in understanding agriculture","Agriculture is the production and distribution of food and fiber, it is a very important part of our economy"
761,Skunk,Skunk,Skunks are mammals in the family Mephitidae.,Skunks are mmmals that are categorized in the Mephitidae family.,Skunks are mammals in the family Mephitidae. They are known for their ability to spray a liquid with a strong unpleasant smell.
762,Heavy metal music,"She's more into the anger and the screaming. I think she might need therapy, but until then I need to relate to her on that. What are some appropriate bands?","Underground scenes produced an array of more aggressive styles: thrash metal broke into the mainstream with bands such as Metallica, Megadeth, Slayer, and Anthrax, while other extreme subgenres of metal such as death metal and black metal remain subcultural phenomena.","If you are looking for more agressive, then trash metal bands like Metallica, Megadeth, and Anthrax might be a better choice.","Well, some of my favorites are Metallica, Slayer, and Megadeth.  They're all great."
763,Elementary school,"Elementary school
Hey! It's nice to meet you. I'm an elementary school teacher and while new to it, i adore my job.","Elementary school is a school for students in their first school years, where they get primary education before they enter secondary education.",that's very cool! You are there for students in their first school years! that's so important,"I love elementary school! It's a great place to teach academic learning and socialization skills, introducing children to the broad range of knowledge, skill and behavioral adjustment they need to succeed in life"
764,Cut of beef,Ohhh that actually makes a lot of sense. I think my favorite is brisket. But I have been trying some organ meats,"Canada uses identical cut names (and numbering) as the U.S, with the exception of the ""round"" which is called the ""hip"".","Canada uses identical cut names except for ""round"" which is called ""hip"" there.",Brisket is one of the most popular cuts of beef in the U.S. and Canada!
765,Husky,Husky,Nearly all dogs' genetic closeness to the gray wolf is due to admixture.,"I love dogs, particularly huskies. I have two. What about you? The idea that they are genetically close to wolves is so cool.",I love huskies. They are the smallest species of dog.  Do you like huskies?
766,China,"Wow. No wonder they try to limit the amount of kids people have, or used to at least.",China also has the most neighbor countries in the world.,"Yep, they pretty much have to. If you want more children, may have to go somewhere else. China has the most neighbor countries.","It is governed by the Communist Party of China and they have 22 provinces, five autonomous regions, four direct-controlled municipalities (Beijing, Tianjin, Shanghai, and Chongqing), and the special administrative regions of Hong Kong and Macau."
767,Lightning McQueen,Lightning McQueen,"Lightning McQueen, typically referred to by his surname McQueen, is an anthropomorphic stock car in the animated Pixar film ""Cars"" (2006), its sequels ""Cars 2"" (2011), ""Cars 3"" (2017), and TV shorts known as ""Cars Toons.""",Hey! You know the character Lightning McQueen from the 2006 Cars movie. I really like him! Have you seen it?,"lightning mcqueen is an anthropomorphic stock car in the animated Pixar film ""Cars"""
768,Agriculture,thats badass tell me more,"Agriculture is the cultivation and breeding of animals, plants and fungi for food, fiber, biofuel, medicinal plants and other products used to sustain and enhance life.","lt covers breeding animals, plants fungi, etc.","it's a broad term that encompasses, biology, and the sciences that are used in understanding agriculture."
769,Skunk,"Ew, I'm not a fan of skunks! Why are those beasts so smelly and nasty?",The animals are known for their ability to spray a liquid with a strong unpleasant smell.,THey are known to spray a stinky liquid that has a stinky smell.,They are known for their ability to spray a liquid with a strong unpleasant smell. They are also known as stink badgers.
770,Thrash metal,"Okay, those sound good, but I'll try not to refer to them as trash metal because my couch is rather uncomfortable, lol.",Thrash metal (or simply thrash) is a subgenre of heavy metal music characterized by its overall aggression and often fast tempo.,Well thrash metal is a genre of metal that is known for fast tempo and aggression,"Megadeth, Anthrax, and Metallica are some of the best metal bands of all time.  They have a thick, massive sound, characterized by highly amplified distortion, extended guitar solos, emphatic beats, and overall loudness."
771,Elementary school,I think so too! But I'm always interested in tips about the job. After all you can't be too careful with these starting years.,"Elementary school is usually only one part of compulsory education, especially in Western countries.",Elementary school is usually only one part of compulsory education,"well i would say the most important thing is to teach them basic arithmetic and sometimes rudimentary algebra in mathematics, English proficiency (such as basic grammar, spelling, and vocabulary), and fundamentals of other subjects."
772,Shrimp,Shrimp,"The term shrimp is used to refer to some decapod crustaceans, although the exact animals covered can vary.","I love to eat shrimp, the decapod crustaceans. I can eat 100 at a time!",I love shrimp! There are thousands of species that can be found in a wide range of habitats.
773,Husky,I found their history to be interesting. They were originally sled dogs.,"Husky is a general name for a sled-type of dog used in northern regions, differentiated from other sled-dog types by their fast pulling style.",You're right. they are actually different from other sled dogs because they have a fast pulling style.,"Yes, they are used in sled dog racing. They are also kept as pets, and groups work to find new pet homes for retired racing and adventure trekking dogs."
774,Tattoo,Tattoo,"A tattoo is a form of body modification where a design is made by inserting ink, dyes and pigments, either indelible or temporary, into the dermis layer of the skin to change the pigment.",Do you have any tattoos? They are a form of body modification.,"A tattoo is a form of body modification where a design is made by inserting ink, dyes and pigments, either indelible or temporary, into the dermis layer of the skin"
775,Lightning McQueen,"I saw it when I first came out and loved the film! There were sequels as well, weren't there?","The character is not named after actor and race driver Steve McQueen, but actually Pixar animator Glenn McQueen, who died in 2002.","Yes there was! Some people think the character was named after the race care driver with the same last name, however it was based on the Pixar animator Glenn McQueen who died in 2002.","Yes, there were three! Cars 2 came out in 2011, Cars 3 in 2017, and even a few TV shorts called ""Cars Toons""!"
776,Agriculture,"nice , man keep going ","The history of agriculture by humans dates back thousands of years, and its development has been driven and defined by greatly different climates, cultures, and technologies; industrial agriculture based on large-scale monoculture farming has become the dominant agricultural method.","The history dates back to thousands of years and its driven by different climates, cultures and technologies available,","Agriculture is the largest source of income in the world, and is the most important source of food and fiber."
777,Skunk,Right! It is absolutely disgusting! Do you know why it smells so bad? There's no other animal that does that!,"""Skunk"" has historic use as an insult, attested from 1841.",The skunk is historically used as an insult started 1841.,"Different species of skunk vary in appearance from black-and-white to brown, cream or ginger colored, but all have warning coloration."
778,Gibson Les Paul,"Gibson Les Paul
I love playing my guitar. I have a Gibson Les Paul.",The Gibson Les Paul is a solid body electric guitar that was first sold by the Gibson Guitar Corporation in 1952.,"That's awesome! It's a very prestigious line of guitars, first sold in 1952! Plenty of famous people have Gibson Les Paul's.",Gibson Les Paul is one of the first solid-body electric guitars. Do you like it?
779,Attachment theory,This is very true. It's one of many parts to a bigger whole! Though I will say some students still carry attachment issues when left at school.,"However, ""attachment theory is not formulated as a general theory of relationships.",it's interesting you mentioned attachement. attachment theory is not formulated as a general theory of relationships,"Yes, attachment issues can be a problem for some students, especially if they are new to the school"
780,Shrimp,I also really like shrimp! What's your favorite way to have them prepared?,Any small crustacean which resembles a shrimp tends to be called one.,Any small crustacean which looks like a shrimp is often called one. I like to batter and fry my shrimp. I dip them in butter. Mmmm!,"I like to cook them in the oven. They are widespread and abundant. They can be found feeding near the seafloor on most coasts and estuaries, as well as in rivers and lakes."
781,Husky,Are there other types of huskies besides Alaskan huskies?,"However, several Arctic breeds also show a genetic closeness with the now-extinct Taimyr wolf of North Asia due to admixture: the Siberian Husky and Greenland dog (which are also historically associated with Arctic human populations) and to a lesser extent, the Shar Pei and Finnish spitz.","Yes, there's a very popular one called the siberian husky. Those are the type of huskies that I have :)","Yes, there are. The Alaskan Malamute, by contrast, was used for pulling heavier loads."
782,Tattoo,I have never gotten a tattoo. Aren't they painful to get?,By the end of the 20th Century many Western stigmas of the tattoo culture had been dismissed and the practice has become more acceptable and accessible for people of all trades and levels of society.,"Sometimes, they have become more acceptable and accessible though by the end of the 20th century.","Yes, they can be painful.  Tattoos have been around for a long time, but they have only become popular in the last few decades."
783,Glenn McQueen,"I never knew that! I always thought he was named after the driver. That's so sad, but a nice thing that Pixar did for Glenn. Do you know how long he had worked at Pixar?","In 1994 he moved to Pixar Animation Studios (partly due to his interest in ""Toy Story"" and his respect for John Lasseter), where he supervised the animation on Pixar's early successes, including ""Toy Story"", ""A Bug's Life"", ""Toy Story 2"" and ""Monsters, Inc."".","He started working at Pixar animation studios in 1994 because he was really interested in working on ""Toy Story"". ","He was a key developer of the RenderMan rendering system used in films such as ""Toy Story"" (1995) and ""Finding Nemo"" (2003)."
784,Education,"Education
I am a big fan of education.  I think people don't realize how important it is","Education is the process of facilitating learning, or the acquisition of knowledge, skills, values, beliefs, and habits.","Sure, education is important since it facilitates learning and the acquisition of skills.","Education is the process of facilitating learning, or the acquisition of knowledge, skills, values, beliefs, and habits."
785,Miami,Miami,Miami (; ) is a major port city on the Atlantic coast of south Florida in the southeastern United States.,Have you ever been to Miami? It's a huge port city in south Florida on the Atlantic coast!,"Have you ever been to Miami? It is the cultural, economic and financial center of South Florida."
