,topic,last_sentence,checked_sentence,eval_label,generated_sentence
244,Yellow,"Yellow
how do I eradicate the color yellow from existence?? i hate it!","In the RGB color model, used to create colors on television and computer screens, yellow is a secondary color made by combining red and green at equal intensity.","yellow is so much a part of other colors, I am not sure you could totally eradicate it. It makes up so many other colors.",Yellow is the color between orange and green on the spectrum of visible light. It is evoked by light with a dominant wavelength of roughly 570590 nm.
245,Denmark,"I definitely did not know that.  Is Denmark ruled by a Monarch, or is it a Democracy?","Denmark (; , ), officially the Kingdom of Denmark, is a Nordic country and a sovereign state.","It's officially a Kingdom, but I think it's ruled more like a democracy in reality.","Yes, it's a democracy, but it's also a sovereign sovereign state, so it's not quite the same as a monarchy. It's interesting that it's the southernmost of the Scandinavian nations."
246,Cruelty to animals,Not sure as im not much into the farming life myself.,"Cruelty to animals, also called animal abuse, animal neglect or animal cruelty, is the infliction by omission (animal neglect) or by commission by humans of suffering or harm upon any non-human animal, regardless of whether the act is against the law.","Surely you must be bothered by animal cruelty though, abuse and neglect  or anything that causes suffering or harm to animals, not just farming?",Animal euthanasia can be performed by means of: The reasons for euthanasia of pets and other animals include:
247,Airbnb,Hotels are okay but if it's an extended stay I do an Airbnb.,"Airbnb is an American company which hosts an online marketplace and hospitality service, for people to lease or rent short-term lodging including vacation rentals, apartment rentals, homestays, hostel beds, or hotel rooms.","Im doing an airbnb in a month actually, great company for hosting hospitable service",Yep i like to stay in hostels but i prefer to stay at an Airbnb or a hostel
248,Novel,What were the first novels about?,"The genre has been described as having ""a continuous and comprehensive history of about two thousand years,"" with its origins in classical Greece and Rome, in medieval and early modern romance, and in the tradition of the novella.","Those early novels were medieval and early modern romance, and in the tradition of the novella.","Since the 18th century, the term ""novella"", or ""novelle"" in German, has been used in English and other European languages to describe a long short story or a short novel"
249,Piano,Piano,The first fortepianos in the 1700s had a quieter sound and smaller dynamic range.,"hello, The first fortepianos in the 1700s had a quieter sound i find it really interesting","Do you play the piano?  The Italian musical terms ""piano"" and ""forte"" indicate soft and ""loud"" respectively, in this context referring to the variations in volume (i.e., loudness) produced in response to a pianist's touch or pressure on the keys."
250,"Santa Fe, New Mexico","I see, what else do you know about  it?","The city's full name as founded remains La Villa Real de la Santa Fe de San Francisco de Asís (""The Royal City of the Holy Faith of Saint Francis of Assisi"").","Santa Fe means ""holy faith"" in Spanish.",I know that the river had a year-round flow until the 1700s. It was a seasonal waterway.
251,no_passages_used,Flash (Barry Allen),no_passages_used,"Hi! My favorite superhero is The Flash, let's chat.",Have you ever seen the Flash? Barry Allen is my favorite DC Comics character. He is a super hero.
252,Yellow,I wonder how yellow has been used throughout history,"Ochre and orpiment pigments were used to represent gold and skin color in Egyptian tombs, then in the murals in Roman villas.",I read that yellow or gold was used on Egyptian tombs for skin color.,"well, carotenoids give the characteristic yellow color to autumn leaves, corn, canaries, daffodils, and lemons, as well as egg yolks, buttercups, and bananas."
253,Pizza delivery,Pizza delivery,Pizza delivery is a service in which a pizzeria or pizza chain delivers a pizza to a customer.,I love pizza and i have a pizzerian that delivers it to me. ,Pizza delivery is a great way to get pizza delivered to your door. I love pizza delivery.
254,People for the Ethical Treatment of Animals,"Oh yes definitely, its why so many people are vegans these days.","People for the Ethical Treatment of Animals (PETA ; stylized PeTA) is an American animal rights organization based in Norfolk, Virginia, and led by Ingrid Newkirk, its international president.",Yes indeed. Have you heard of PETA? It is an American animal rights organization based in norfolk.,"Veganism is also known as ""environmental veganism"", which refers to the avoidance of animal products on the premise that the industrial farming of animals is environmentally damaging and unsustainable."
255,Airbnb,It's so convenient and the hosts are so nice!,"the company had over 3,000,000 lodging listings in 65,000 cities and 191 countries.","They do so many lodgings as well, over 3,000,000","yes they are very nice, great company for hosting hospitable service and great company to stay in hostels"
256,Crossword,"Crossword
Hi, do you ever do crossword puzzles from newspapers?",A crossword is a word puzzle that usually takes the form of a square or a rectangular grid of white-and black-shaded squares.,Sometimes I like to down a crossword puzzle. But sometimes the rectangular grid is a little overwhelming!,"Yes, I do.  I love the New York Times crossword.  It is a word puzzle that usually takes the form of a square or a rectangular grid of white-and black-shaded squares."
257,no_passages_used,"Im sorry, what are forepianos? some kind of small piano or something? im sorry if that is a dumb question. i have never heard of those before.",no_passages_used,"a piano, especially of the kind made in the 18th and early 19th centuries","They are Italian musical terms ""piano"" and ""forte"" indicate ""soft""  and ""loud"" respectively, in this context referring to the variations in volume (i.e., loudness) produced in response to a pianist's touch or pressure on the keys"
258,Scuba diving,Scuba diving,"Scuba diving is a form of underwater diving where the diver uses a self-contained underwater breathing apparatus (scuba) which is completely independent of surface supply, to breathe underwater.",Have you ever been scuba diving? That's where you use a breathing device underwater that is self-contained.,Scuba diving is a mode of underwater diving where the diver uses a self-contained underwater breathing apparatus
259,Flash (Barry Allen),I am not familiar with The Flash. Tell me more please.,His power consists mainly of superhuman speed.,"Well, his major power is superhuman speed.",He is a superhero who appears in comics published by DC Comics. His power consists mainly of superhuman speed.
260,Yellow,I knew yellow was creepy! I bet it represents all sorts of depressing stuff for cultures all over the world!,"Because it was widely available, yellow ochre pigment was one of the first colors used in art; the Lascaux cave in France has a painting of a yellow horse 17,000 years old.",I also read that it was used on a painting in a cave in France that is over 17000 years old!  It was the color of a horse!,"I bet it does. The Egyptians used yellow ochre extensively in tomb painting, though occasionally they used orpiment, which made a brilliant colour, but was highly toxic, so I am not sure if that is why they used it."
261,List of pizza varieties by country,I also love pizza! What are your favorite toppings?,"A survey from 2004 showed that Norwegians eat the most frozen pizza (5.4 kg/person*year), followed by Germans.",I can eat any type of pizza but i sometimes prefer  frozen pizza,I love all kinds of toppings but my favorite is pepperoni and sausage. I also like pepperonni. 
262,Usain Bolt,"100 metres
Usain Bolt is the best 100m sprinter to ever live",He is the first person to hold both the 100 metres and 200 metres world records since fully automatic time became mandatory.,"Yeah, that's true. He is the frist person to hold both the 100 meter and 200 meters records.",He is the greatest sprinter of all time. He is a Jamaican retired sprinter and world record holder.
263,no_passages_used,It feels more like home than a hotel.,no_passages_used,Yea thats the best part of airbnbs,"They do so many lodgings as well, over 3,000,000 in the US alone"
264,The New York Times crossword puzzle,What newspaper has the best crossword puzzle?,"""The New York Times"" crossword puzzle is a daily puzzle published in ""The New York Times"", online at the newspaper's website, syndicated to more than 300 other newspapers and journals,  and available as mobile apps.",The New York Times is known for their crossword puzzle and it's printed in more than 300 other newspapers.,The New York Times is probably the best. They have the best crossword puzzle book. It was published in 1924 by the editors of the New York World.
265,no_passages_used,Were they really expensive? I wonder how they are played,no_passages_used,i don't really know the exact prices but i wish i could play in a piano like that,"the Italian musical terms ""piano"" and ""forte"" indicate ""soft""  and ""loud"" respectively, in this context referring to the variations in volume (i.e., loudness) produced in response to a pianist's touch or pressure on the keys"
266,Deep sea creature,"I haven't, but I'm sure it is amazing! I can imagine all the sea creatures and life you see. Have you been?",The term deep sea creature refers to organisms that live below the photic zone of the ocean.,I have! It's too bad I can't go deep sea scuba diving and see all the state sea creatures below the photic zone in the ocean.,"No, I haven't, but I've always wanted to. It's a mode of underwater diving where the diver uses a self-contained underwater breathing apparatus (scuba) which is completely independent of surface supply, to breathe underwater."
267,Flash (Barry Allen),This sounds very cool! What comic book series is he from?,"The character first appeared in ""Showcase"" #4 (October 1956), created by writer Robert Kanigher and penciler Carmine Infantino.","He appears in different DC comics publications, but he first appeared in ""Showcase"" #4 way back in 1956","He first appeared in ""Showcase"" #4 in October 1956. He was created by Robert Kanigher and Carmine Infantino."
268,Yellow,alright well horses are cool. maybe yellow isn't so bad. who invented yellow?,"In the early Christian church, yellow was the color associated with the Pope and the golden keys of the Kingdom, but was also associated with Judas Iscariot and was used to mark heretics.",I am not sure but ochre and orpiment pigments were used in Egyptian and Roman times.  The Pope used the color to represent goden keys of the Kingdom.,"I am not sure, but I do know that carotenoids give the characteristic yellow color to autumn leaves, corn, canaries, daffodils, lemons, egg yolks, buttercups, and bananas."
269,Pizza,I think frozen pizza has an undeserved bad reputation. I eat it at least twice a week. Yum!,Pizza is a traditional Italian dish consisting of a yeasted flatbread typically topped with tomato sauce and cheese and baked in an oven.,But it is one of the traditional Italian dish ,I think frozen pizza has a bad reputation because it is so expensive and sometimes can be unprofitable
270,Usain Bolt,And is the only record holder to have never been caught doping for the last 20 something years,"Due to his dominance and achievements in sprint competition, he is widely considered to be the greatest sprinter of all time.","Oh, I didn't know that. He deserves to be considered the greatest sprinter of all time. ","Yeah, he was banned from competing between 2006 and 2010 by the USADA for failing a second drugs test, testing positive for testosterone."
271,Grey's Anatomy,"Grey's Anatomy
I'd like to learn about the TV show Grey's Anatomy!","Grey's Anatomy is an American medical drama television series that premiered on March 27, 2005, on American Broadcasting Company (ABC) as a mid-season replacement.",its a American drama centered around the medical field that premiered on ABC,"Grey's Anatomy is an American medical drama television series that premiered on March 27, 2005, on the American Broadcasting Company (ABC)"
272,Crossword,Have you ever made your own crossword puzzle?,In such puzzles shaded squares are typically limited to about one-sixth of the total.,No I haven't but I do know that the shaded squares are usually limited to one sixth of the total.,"No, I haven't, but I've always wanted to make my own crossword puzzle. It's a little more complicated than a newspaper crossword."
273,Piano,"Have you ever played a piano? I tried once, they are really difficult.","The piano is an acoustic, stringed musical instrument invented in Italy by Bartolomeo Cristofori around the year 1700 (the exact year is uncertain), in which the strings are struck by hammers.","yes, also the piano was invented in the year 1700 by Bartolomeo Cristofori","i have never played a piano, but i have heard that they are really difficult to learn, i wish i could play in a piano like that"
274,Marine habitats,"Yes, that would be cool! The colors deep in the ocean are so vivid and impressive! Did you experience anything that stands out?",The marine environment supplies many kinds of habitats that support marine life.,"I loved seeing the coral reef, that was one of the biggest highlights. I was enjoying looking at the different marine habitats that supported marine life. ","I've never been scuba diving in the deep sea, but I've heard that it's the most beautiful place in the world. It's also the most accessible."
275,Cruise ship,Cruise ship,"A cruise ship or cruise liner is a passenger ship used for pleasure voyages, where the voyage itself and the ship's amenities are a part of the experience, as well as the different destinations along the way, i.e., ports of call.",Have you ever been on a cruise ship? passengers can fit on them in droves and go on a voyage,"A cruise ship is a passenger ship used for pleasure voyages when the voyage itself, the ship's amenities, and sometimes the different destinations along the way"
276,Yellow,"well if the pope's into, I am too! what a heavenly color!","In the 20th century, Jews in Nazi-occupied Europe were forced to wear a yellow star.","Unfortunately, It was also used as the star on clothes to mark Jews by Hitler.",Yellow is also associated with moneylenders and finance.  The color yellow has been historically associated with finance.
277,Italian cuisine,I heard that traditional Italian pizza is much different from the pizza Americans typically eat. Have you heard that?,"It has developed through centuries of social and economic changes, with roots stretching to antiquity.",I could be because  It has developed through centuries of social and economic changes,Yes i have heard that.  Pizza is one of the most popular food in the world. 
278,no_passages_used,I would be comfortable saying he is,no_passages_used,Do you know of any other sprinter?,He is a five-time olympic medalist and a five time Olympic medalist. 
279,Grey's Anatomy,"Ah, I see, and who's the main character?","It revolves around the title character, Dr. Meredith Grey, played by Ellen Pompeo, first featured as an intern.",its about a female doctor named Meredith Grab played my Ellen Pompeo,Shonda Rhimes developed the pilot and continues to write for the series; she is also one of the executive producers
280,Magic square,Are there ever any interesting designs in crossword puzzles?,"The sum is called the ""magic constant"" or ""magic sum"" of the magic square.",There is something called the magic square where the sum is the magic constant of the square.,I'm not sure but I do know that the shaded squares are usually limited to one sixth of the total.
281,Snowboarding,Snowboarding,Snowboarding is a recreational activity and Olympic and Paralympic sport that involves descending a snow-covered slope while standing on a snowboard attached to a rider's feet.,Have you ever been snowboarding on the slopes?,Snowboarding is a recreational activity and Olympic and Paralympic sport that involves descending a snow-covered slope while standing on a snowboard attached to a rider's feet.
282,Coral reef fish,"Yes, the coral reef are really interesting. But, I can imagine all of the different variety of marine life too. See any sharks?",Coral reef fish are fish which live amongst or in close relation to coral reefs.,No thank goodness! That would be terrifying. I saw a few coral reef fish that were living in the coral reefs.,"I didn't see any sharks, but I did see a lot of coral reef fish. I was amazed at how many different types of fish there were. "
283,The Bahamas,Yes. I went on a cruise to the Bahamas.,"It consists of more than 700 islands, cays, and islets in the Atlantic Ocean, and is located north of Cuba and Hispaniola (Haiti and the Dominican Republic), northwest of the Turks and Caicos Islands, southeast of the United States state of Florida, and east of the Florida Keys.",Which part? It looks like there are 700 islands there! it is north of cuba in the atlantic ocean!,"yes, transportation is not the only purpose of cruising, particularly on cruises that return passengers to their originating port"
284,Nursing home care in the United States,"Nursing home care
I really like helping people. One of the ways I do it is helping at the Nursing home.","In the United States, there are different kinds of residential ""nursing"" facilities (community facilities and institutional facilities) which have in common Medicaid federal funding and approvals through a state health department, no matter which categorical state department (e.g., intellectual disabilities, mental health, health) operates, staffs or oversees the facilities.","Nursing home care is really important in the U.S., that's awesome you are involved! What do you do there?",Nursing home care is a great way to improve quality of life for both the person and their family.
285,Mercedes-Benz S-Class,"Mercedes-Benz S-Class
Mercedes are an amazing car!  I recently purchased an S-class!  Do you like Mercedes?","The S-Class designation for top-of-the-line Mercedes-Benz models was officially introduced in 1972 with the W116, and has remained in use ever since.",Yes I do! The S-class is considered top of the line and was introduced in 1972.,I do! I love the S-Class! It's a Mercedes-Benz that's been around since the 1960s.
286,Tyson Gay,"Tyson Gay, he was an american sprinter","Gay has won numerous medals in major international competitions, including a gold medal sweep of the 100 m, 200 m and 4 × 100 m relay at the 2007 Osaka World Championships.",Oh yeah! I've hear he has won numerous medals in major international competitions.,"Yeah, he was a pretty good sprinter. He won the 100 meter and 200 meter in the same year."
287,Ellen Pompeo,"Ellen Pompeo? I think I've heard of her, what other shows/movies might she be in?","She made her screen debut with NBC's legal drama ""Law & Order"", and then guest-starred in other television shows, including the comedy ""Strangers with Candy"", the medical drama ""Strong Medicine"" and ""Friends"".","she has made appearnces on Law and Order, Strangers with Candy, Strong Medicine and friends  ","she is also one of the executive producers, along with Shonda Rhimes and Shondalyn Rhimes"
288,Beard,Beard,A beard is the collection of hair that grows on the chin and cheeks of humans and some animals.,Do you know that beard grows on the chin and cheeks of humans and some animals?,I have been growing a beard for a few years now. I think it's a sign of virility and manhood.
289,Snowboarding,"I have, but it has been a couple of years. What level runs do you go on?",Snowboarding is a recreational activity and Olympic and Paralympic sport that involves descending a snow-covered slope while standing on a snowboard attached to a rider's feet.,"It has been several years for me as well, but its kind of like riding a bike, I pick it right back up once I get back on a board. I could do everything but double blacks, at least the blacks in the NE US, I have not snowboarded in the western states. ",I usually go on the beginner runs. It was developed in the United States in the 1960s.
290,Toyota,"Toyota
hello I like toyota cars and own one","Toyota is the world's market leader in sales of hybrid electric vehicles, and one of the largest companies to encourage the mass-market adoption of hybrid vehicles across the globe.",Toyota's are good cars. They are the market leader now in hybrid electric car sales. ,Toyota has grown from its origins in Japan during the 1930s to become a large multinational corporation.
291,Shark,I'm not sure which island. But I did get to go swimming with the sharks.,"Sharks are a group of elasmobranch fish characterized by a cartilaginous skeleton, five to seven gill slits on the sides of the head, and pectoral fins that are not fused to the head.","Ugh Sharks scare me too much, the pectoral fins, the gills, the teeth, way too intimidating","That is awesome! I have never been on a cruise ship before. I have heard that the Bahamas is a sex tourism destination, including 'all in' tours."
292,Elderly care,"I do whatever is needed, it's up to my supervisors to give me tasks. Sometimes it's taking care of elderly people and sometimes something like cleaning. ","Elderly care, or simply eldercare (also known in parts of the English speaking world as aged care), is the fulfillment of the special needs and requirements that are unique to senior citizens.","Wow elderly care is really intense, I know it's important to take care of our senior citizens. Have you become close with any?","Nursing home care is really important in the U.S., that's awesome you are involved! What do you do there?"
293,Mercedes-Benz S-Class,The car seems bulletproof and of high quality!  Is the S Class fairly reliable?,"The S-Class has debuted many of the company's latest innovations, including drivetrain technologies, interior features, and safety systems (such as the first seatbelt pretensioners).","The S-class has debuted a lot of the most recent innovations like interior features, safety systems, and drivetrain technologies.","Yes, it is! It has been around for a very long time and has been in production since 1972."
294,Go-kart,Go-kart,"A go-kart, also written as go-cart (often referred to as simply a kart), is a type of open-wheel car.",I really like racing go-karts. They are a type of open-wheel car. ,"Have you ever been in a go-kart before? It's a small, open-wheeled, two-seater racing vehicle."
295,no_passages_used,"Friends was a good show, do you know who she played on there?",no_passages_used,Ellen Pompeo played Missy Goldberg in a season 10,yes i do! Shonda Rhimes developed the pilot and continues to write for the series; she is also one of the executive producers
296,Beard,Yes i know,"In humans, usually only pubescent or adult males are able to grow beards.",The good thing for us human beings is that only pubescent or adult males are able to grow beards.,"Do you know that beard is the result of a complex interaction of psychological, neural, vascular, and endocrine factors, and is often associated with sexual arousal or sexual attraction?"
297,Snowboarding,I grew up snowboarding in the north west states. I now live on the east coast and the hills around me are not really worth going on. They have to create their own snow.,"Modern snowboarding began in 1965 when Sherman Poppen, an engineer in Muskegon, Michigan, invented a toy for his daughters by fastening two skis together and attaching a rope to one end so he would have some control as they stood on the board and glided downhill.","Yes they do, there is a huge difference! I have been skiing out west more then I can count but it was before I started with the board. Modern snowboarding was actually started by an engineer in Michigan.","I have never been to the east coast of the US, but I have been to a few places on the west coast. Modern snowboarding began in 1965 when Sherman Poppen, an engineer invented it. He was inspired by skateboarding, sledding, surfing and skiing."
298,Toyota,"the hybrid electric Toyotas are interesting, maybe I would buy one ",Cumulative global sales of Toyota and Lexus hybrid passenger car models achieved the 10 million milestone in January 2017.,"Yes, Toyota and Lexus hybrid cars were able to achieve a 10 million mark back in January 2017, so they are becoming more popular.",Toyota's Prius Plug-in Hybrid is the best selling plug-in hybrid car sold in the United States. 
299,no_passages_used,I enjoyed it but they told me not to move to much!,no_passages_used,"I bet, one wrong move and then wham, there goes a leg!","Ugh, that's a good idea, I wouldnt want to get in the water with a shark, they can be very aggressive and aggressive"
300,Elderly care,"Yes it is intense, I have made friends with them sometimes! They can be really humorous at times.","Elderly care, or simply eldercare (also known in parts of the English speaking world as aged care), is the fulfillment of the special needs and requirements that are unique to senior citizens.","That's really nice, I know they have special needs but they are human just like all of us.","Wow that's really funny, I know it's really important to take care of the elderly and others with physical and/or mental impairments to meet their long term care needs, improve their quality of life, and maintain their independence for as long as possible."
301,Mercedes-Benz S-Class,Where is the S Class manufactured?,All models built in Mexico or sold in the United States are only available in long wheelbase.,I believe the majority are manufactured in Mexico and the United States.,"I'm not sure where it is manufactured, but I do know it was designed by Ferdinand Porsche before he left to found his own company."
302,Go-kart,yes i used to ride in them when I was younger. They are fun.,"Go-karts come in all shapes and forms, from motorless models to high-powered racing machines.",I also enjoy them because they come in all shapes and forms. Some don't even have moters!,They are a type of open-wheel car. They are similar to a Formula 1 car. 
303,Roller coaster,Roller coaster,"A roller coaster is a type of amusement ride that employs a form of elevated railroad track designed with tight turns, steep slopes, and sometimes inversions.",A roller coaster is an amusement ride with tight turns and sometimes inversions.,"A roller coaster is a type of amusement ride that employs a form of elevated railroad track designed with tight turns, steep slopes, and sometimes inversions."
304,Beard,yes grow beards,From an evolutionary viewpoint the beard is a part of the broader category of androgenic hair.,It would interest you to know that beard is a part of the broader category of androgenic hair.,Do you know that beard grows on the chin and cheeks of humans and some animals? I think it is a good thing for us to be able to grow beards.
305,Snowboarding,That is really interesting. Did you watch the winter olympics this year? It was amazing watching Shawn White win it. I know a lot of snowboarders will move to Colorado to train for the Olympics. ,"And, in 1966 alone over half a million snurfers were sold.",Yes I did! It was very interesting. Yes that makes sense they have so much diverse terrain to train on!,"Yes I did, it was great. Snowboarding was inspired by skateboarding, sledding, surfing, surfing and skiing."
306,Toyota,"that many hybrids,  you know I do not think I ever seen a Lexus hybrid, only Toyota","Toyota Motor Corporation produces vehicles under five brands, including the Toyota brand, Hino, Lexus, Ranz, and Daihatsu.","Yes, I just recently found that out too. Toyota produces automobiles under five brands. They're Toyota (obviously), Hino, Lexus, Ranz, daihatsu. Although, I imagine a couple of those are more familiar in other countries.","Yes, the Lexus LF-Xh is a concept crossover hybrid vehicle. It was first shown in 2007 at the Tokyo Motor Show."
307,Classical music,"Classical music
I love how classical music plays on the chords of my soul.  Sadly, I couldn't tell you the name of more than 3 classical music composers.  What are some big names to go along with Mozart and Beethoven?","The central norms of this tradition became codified between 1550 and 1900, which is known as the common-practice period.",it is hard to know who was popular since most music was developed between 1550 and 1900,"Mozart and Beethoven are two of the most famous composers of all time. Classical music is art music produced or rooted in the traditions of Western culture, including both liturgical (religious) and secular music."
308,Special education,"I think so too and, most of all, they are humans in need, people who don't have anyone else to help them.","Special education (also known as special needs education, aided education, exceptional education or Special Ed) is the practice of educating students with special educational needs in a way that addresses their individual differences and needs.",I have family that works in special education and they have said the same things ,"That's really nice, I know they have special needs but they are human just like all of us. I think it's really important to take care of them."
309,Mercedes-Benz S-Class,Mexico!  You are kidding.  I do not correlate a German luxury car with Mexican manufacturing!  I must be ignorant. ,All models built in Mexico or sold in the United States are only available in long wheelbase.,Apparently all models built in Mexico are only available in a long wheelbase.,"I'm sure you are right! The S-class is considered a luxury car, so it makes sense that it would be manufactured in Mexico."
310,Go-kart,how do they work without motors?,"They are propelled by gravity, with some races taking place down a single hill.",They are called gravity karts and work by using gravity to go down a hill really fast. ,They are made without motors. They are also known as go-karts that are powered by batteries. 
311,Wooden roller coaster,I'm not a big fan of roller coasters. I've gotten too fat for them and am afraid I won't fit.,"Because of the limits of wood, wooden roller coasters, in general, do not have inversions (when the coaster goes upside down), steep drops, or extremely banked turns (overbanked turns).","With wooden coasters, there are limits of wood and they do not have inversions.",People ride along the track in open cars and the rides are often found in amusement parks and theme parks around the world.
312,Joke,"Comedy
I love to tell jokes.","It takes the form of a story, usually with dialogue, and ends in a punch line.",Me too. I love how it takes form of a story with a punch line at the end.,"I love to tell jokes too!  In a modern sense, Comedy (from the , ""kōmōidía"") refers to any discourse or work generally intended to be humorous or amusing by inducing laughter, especially in theatre, television, film, stand-up comedy, or any other medium of entertainment."
313,Pig farming,"Pig farming
Hi,what do you know about big farming? ","Pig farming is the raising and breeding of domestic pigs as livestock, and is a branch of animal husbandry.",Pig are primarily farmed just so they can be eaten by humans.  How sad but true.,I know that pigs have been farmed to dispose of municipal garbage on a large scale. They are also used for human consumption.
314,Toyota,never heard of them but the name daihatsu seems familiar,"It also holds a 16.66% stake in Subaru Corporation, a 5.9% stake in Isuzu, as well as joint-ventures with two in China (GAC Toyota and Sichuan FAW Toyota Motor), one in India (Toyota Kirloskar), one in the Czech Republic (TPCA), along with several ""nonautomotive"" companies.","They also hold around 15% stake in Subaru Corporation, around 6% in Isuzu. ","Yes, Daihatsu was an independent auto maker until 1967, when Toyota became a major shareholder in 1967. They were an independent car maker until then."
315,no_passages_used,Yeah there wasn't google keep track of clicks in the 1600s eh.  Who are some of the composers from that era you mentioned?,no_passages_used,"There is not much information available to me, but like you said, Mozart and Beethoven are my far the most well known",Mozart and Beethoven are two of the most famous composers from that time period.
316,Cat,Cat,"The domestic cat (""Felis silvestris catus"" or ""Felis catus"") is a small, typically furry, carnivorous mammal.","I love cats, i have one names Sam is a small, typically furry, carnivorous mammal.","I love cats! They are my favorite animal.  They are so cute!  I love how they have such a long tail, and they are so smart.  Do you have a cat?"
317,Mercedes-Benz S-Class,"Interesting.  I suppose labor is much cheaper in Mexico, so that makes financial sense.","The Mercedes-Benz S-Class, formerly known as Sonderklasse (German for ""special class"", abbreviated as ""S-Klasse""), is a series of luxury flagship vehicles produced by the German automaker Mercedes-Benz, a division of German company Daimler AG.",I guess so. Also the Mercedes S-class got its name for the german word Sonderklasse which means special class.,"Yes, it makes sense. The S-class is considered the most expensive luxury car in the world."
318,Go-kart,Oh ok kind of like a soap box derby?,"Gravity racers, usually referred to as Soap Box Derby carts, are the simplest type of go-karts.",Yeah that's actually another name for gravity racers. They are really simple go-karts.,"Yes, it is a type of go-kart race. It is similar to a street race. "
319,Wooden roller coaster,Wooden coasters are always much more rough when riding.,"Occasionally, the support structure may be made out of a steel lattice or truss, but the ride remains classified as a wooden roller coaster due to the track design.","Sometimes the structure is made out of steel, but the ride is classified as wooden regardless.",They are often found in amusement parks and theme parks around the world. They are also found in theme parks.
320,no_passages_used,I enjoy watching comedy shows too,no_passages_used,Whats your favourite show?,I love watching stand-up comedy. The origins of the term Comedy are found in Ancient Greece.
321,Pig farming,"OK,But there are some cultural and religion that detested eating pork meat .Is that true?","In developed nations, commercial farms house thousands of pigs in climate-controlled buildings.",I think the quakers detest it in Utah.  To think in other nations thousands of pigs are housed in such terrible conditions.  I can't imagine being a pig.  ,"Pig farming was valued as a source of meat, fat and for the ability to turn inedible food into meat, and often fed household food waste if kept on a homestead."
322,Toyota,"toyota has hybrids, i wonder if they have all electric cars","Toyota is headquartered in Toyota City, Aichi.","I'm not sure. But, their headquarters are located in Toyota City, Aichi. Which is quite catchy for them.","I'm not sure, but I do know that they are the market leader now in hybrid electric car sales. "
323,Classical music,How would one define classical music?  I think my ears can recognize what's classical and what isn't but i couldn't put that difference into words myself.,"Classical music is art music produced or rooted in the traditions of Western culture, including both liturgical (religious) and secular music.","Classical music is art music, it is rooted in traditions of western culture, in liturgical and secular senses","It is art music produced or rooted in the traditions of Western culture, including both liturgical (religious) and secular music."
324,Cat,"Cats are my favorite animal, I have one too, I think he is a tom since he is a boy",They are often called house cats when kept as indoor pets or simply cats when there is no need to distinguish them from other felids and felines.,that is neat. They are often called house cats when kept as indoor pets.,I think he is a domestic shorthair cat. They are a type of domestic short-haired cat.
325,Taco,"Taco
I love Taco's! a Taco bell recently opened up near us and i cant get enough of it",A taco is a traditional Mexican dish composed of a corn or wheat tortilla folded or rolled around a filling.,"tacos are a traditional mexican dish composed of corn or flour tortillas, which taco bell sells a lot of ",Taco Bell is a fast food company that specializes in tacos and other Mexican dishes. I love them too!
326,Dallas,"Dallas
I went to visit Dallas, TX years ago, but I'd like to go back. Ever been?",Dallas () is a city in the U.S. state of Texas.,"no but ive driven through dallas texas, seems like a nice city","I have never been to Dallas, but I would love to go back.  It's a great place to visit."
327,Cancer,"Cancer
Hi, I am worried about my family getting cancer.  Do you know someone who has or had cancer?",Over 100 types of cancers affect humans.,"Yes, I know several people who have had cancer. There are over 100 different types of cancers that can affect people. It is very scary indeed.","No, I don't, but I do know someone who has cancer.  It is the most common cause of cancer death in the United States."
328,British Comedy Guide,I don not really have a favorite,"British Comedy Guide or BCG (formerly the British Sitcom Guide or BSG) is a British website covering all forms of British comedy, across all media.",I love British Comedies and always look for whats on using the British Comedy Guide.,The origins of the term Comedy are found in Ancient Greece. I love how it pits two groups or societies against each other in an amusing agon or conflict.
329,Pig farming,Pig farming,Pigs have been farmed to dispose of municipal garbage on a large scale.,Pigs have also gotten farmed just for the sole purpose of disposing of municipal garbage at the largest scale,Pigs have been farmed to dispose of municipal garbage on a large scale as well.  That's crazy.
330,Cat,"Cat
I have three cats despite being allergic, lol.","The domestic cat (""Felis silvestris catus"" or ""Felis catus"") is a small, typically furry, carnivorous mammal.","You just can't resist that small, furry, carnivorous animal's cute face, huh?",I love cats too! I have a cat too.  I love how they are so smart and intelligent.  They are the fastest land animal.
331,no_passages_used,"Ah ok, so there would be no Eastern classical music from a China dynasty.",no_passages_used,"Not as far as I can tell, it does not seem to draw influence from that area","While a more precise term is also used to refer to the period from 1750 to 1820 (the Classical period), this article is about the broad span of time from before the 6th century AD to the present day"
332,Cat,"Ahh, that totally makes since, I never let my kitty outside, I am terrified of the gross things they may bring back inside the house!",They are often valued by humans for companionship and for their ability to hunt vermin.,Cats are great pets. They are often valued by humans for companionship ,"They can also be a food source for some carnivorous pet reptiles, birds, arthropods, and fish."
333,Taco,I didnt know that! Do you know when taco's started being made? ,"The origins of the taco are not precisely known, and etymologies for the culinary usage of the word are generally theoretical.",It is not exactly known as the origins are generally theroetical that it dirived from mexico,"tacos are crisp-fried corn tortillas filled with seasoned ground beef, cheese, lettuce, and sometimes tomato, onion, salsa, sour cream, and avocado or guacamole."
