,topic,last_sentence,checked_sentence,eval_label,generated_sentence
1035,Elvis Presley,Wow i had no idea!,"His music career began there in 1954, recording at Sun Records with producer Sam Phillips, who wanted to bring the sound of African American music to a wider audience.",Elvis Presley began his music career recording at Sun Record in 1954.,Elvis Presely was born in the city of Tupelo in Mississippi but relocated to Tennessee when he was 13. 
1036,Elvis Presley,"He is pretty good, I am from Nashville, So i've even been to graceland.","Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.","Presley was born in Tupelo, Mississippi, and then to memphis","yea i have been to graceland too, it is a great place to visit, it was built in 1948"
1037,Bowling,"Bowling
Hello, have you ever gone bowling before?",It is one of the major forms of throwing sports.,"Yes, I love throwing sports. ","I have not, but I would love to try it. I love the action of propelling the ball toward the wicket defended by a batsman."
1038,Indianapolis 500 traditions,"Will Power finally won. I guess that name really paid off, since he's raced over 10 years without a win there.","The most noteworthy and most popular traditions are the annual singing of ""Back Home Again in Indiana,"" and the victory lane bottle of milk.",Did you see the victory lane bottle of milk tradition?,"That's a shame, he's a great driver, and I'm glad he finally got his first win."
1039,National Cheerleading Championship,Interesting. Do they have cheerleading competitions?,"The annual competition, which started in 2006, is modeled after U.S. competitive cheerleading competitions.",The first National Cheerleading Competition was held in 2006.,"Yes, there are competitions. They can range from one to three minutes long. There are tumbling, dance, jumps, cheers, and stunting."
1040,Goldendoodle,"Goldendoodle
have you ever heard about goldendoodle? ","The Goldendoodle is a cross-breed dog, which is obtained by breeding a Golden Retriever with a Poodle.",The Golden doodle is a cross breed dog,"Yes, I have! It is a cross-breed dog, which is obtained by breeding a Golden Retriever with a Poodle."
1041,Cheerleading,Yes I have seen them many times when they come on tv.,"The global presentation of cheerleading was led by the 1997 broadcast of ESPN's International cheerleading competition, and the worldwide release of the 2000 film ""Bring It On"".",Same here. I actually didn't know about the nation-wide competitions until those films started releasing in the late 90's-00's. ,That is a great movie. It was made by the same people who made Bring It On. I think it was directed by Steven Spielberg.
1042,Dylan's Candy Bar,Thats really cool. I never knew they filmed tv shows there!,"The flagship store has supposedly become something of a ""required stop"" for those visiting New York, and celebrities such as Mary-Kate and Ashley Olsen, Katie Holmes and her daughter, Suri Cruise, Janet Jackson, and Madonna reportedly make a point to visit the store.",Yes! And sometimes you run into celebrities - I saw Katie Holmes there buying lolipops with Suri last year.,"Yes, they do. The store in New York City is huge. It's the largest candy store in the United States. "
1043,no_passages_used,That was a long time ago!,no_passages_used,Elvis Presley also pioneered a genre f rock music labeled Rockabilly.,"Elvis Presley's recording contract was eventually sold to RCA Victor Records for $35,000 in 1955 to relieve Sun's financial difficulties."
1044,Elvis Presley,What was elvis's most popular songs?,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.",Heartbreak Hotel was a number one hit in the USA,"His music career began there in 1954, recording at Sun Records with producer Sam Phillips, who wanted to bring the sound of African-American music to a wider audience"
1045,Bowling,"I like bowling every once in awhile, but I'm not very good. Do you know your best score for a round of bowling?","The maximum score is 300, which is achieved by getting 12 strikes in a row.",If you get 12 strikes you can get a 300. Do you think you can ever get that?,"I don't know, but I do know that bowling the ball is distinguished from ""throwing"" the ball by a strictly specified biomechanical definition, which restricts the angle of extension of the elbow."
1046,Indianapolis 500 traditions,"I've seen it in the past, but I missed it this year.","The most noteworthy and most popular traditions are the annual singing of ""Back Home Again in Indiana,"" and the victory lane bottle of milk.","I like the song ""Back Home Again in Indiana"" that they play.",Did you see the victory lane bottle of milk tradition? It's a tradition that's been going on since the first Indy 500 in 1948.
1047,Accounting,"Accounting
I have an accountant named henry!!",The modern field was established by the Italian mathematician Luca Pacioli in 1494.,Tell him I said hi! Henry's job was first started by a mathmetician named Luca Pacioli in 1494!,That's awesome! I've always wanted to be an accountant myself.  I've been studying accounting since I was a kid.  Do you have a favorite accountant?
1048,Goldendoodle,"oh cool, i'm so curious to know more about this dog. my friend got one but i don't think i've ever seen one",The Goldendoodle was first bred by Monica Dickens in 1969.,The golden doodle was first bred by monica dickens in 1969,The original purpose of the cross was to develop guide dogs for visually impaired individuals with allergies.  
1049,Cheerleading,I don't even know if they are that popular. Wouldn't they show them on tv if they were?,"The global presentation of cheerleading was led by the 1997 broadcast of ESPN's International cheerleading competition, and the worldwide release of the 2000 film ""Bring It On"".","I'm not sure about today, but in the late 90's, ESPN broadcasted the International cheerleading competition. ",I'm sure they do. I think they are pretty popular. They have been around for a long time. The first one came out in the late 80's.
1050,Harry Potter,"Harry Potter
Are you a Harry Potter fan? My younger daughter loved the books and movies.",Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,Yes I love him!  JK Rowling did a great job writing the books,"Yes, I am a big fan of the Harry Potter series of fantasy novels written by J.K Rowling."
1051,Dylan's Candy Bar,"Dylan's Candy Bar
I really love all candy bars.","Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in New York City; East Hampton, New York; Los Angeles, Chicago and Miami Beach, as well as in wholesale venues around the globe.","Dylans candy bar is a chain in New York and Miami, ever been there?","Dylan's Candy Bar is one of my favorite candy bars.  It is a brand of candy bar that is owned by a company called Dylan's.  They have 7,000 candies from around the world."
1052,The Walking Dead (TV series),"The Walking Dead (TV series)
I love to watch the Walking Dead TV show. Can you tell me about it?","The Walking Dead is an American post-apocalyptic horror television series developed by Frank Darabont for AMC that is based on the comic book series of the same name by Robert Kirkman, Tony Moore, and Charlie Adlard.","i love that show, The Walking Dead is an American post-apocalyptic horror television series .","The Walking Dead is an American post-apocalyptic horror television series developed by Frank Darabont for AMC that is based on the comic book series by Robert Kirkman, Tony Moore, and Charlie Adlard."
1053,Bowling,"I don't think so, I don't have the dedication to get that good. Plus I'm always drinking when I bowl so that wouldn't help either, but that's what makes it fun.","Three consecutive strikes is a known as a ""turkey"".",Maybe try bumper bowling. Have you ever gotten a Turkey which is three consecutive strikes,That's true. I'm not very good either. Do you know how to bowl a good game?
1054,The Walking Dead (TV series),The Walking Dead (TV series),"The Walking Dead is an American post-apocalyptic horror television series developed by Frank Darabont for AMC that is based on the comic book series of the same name by Robert Kirkman, Tony Moore, and Charlie Adlard.","Hi, have you see the Walking Dead? It is an American television show about a zombie apocalypse.","The Walking Dead is an American post-apocalyptic horror television series developed by Frank Darabont for AMC that is based on the comic book series by Robert Kirkman, Tony Moore, and Charlie Adlard."
1055,Accounting,"Thats insane to me, so long ago","The terms ""accounting"" and ""financial reporting"" are often used as synonyms.",Sometimes accounting is known as financial reporting.,"Yes, it was! It was first published in Venice, Italy in 1494. It was a 27-page treatise on bookkeeping!"
1056,Goldendoodle,do you know what they look like? what's special about them?,Poodles are considered to be hypoallergenic.,No.Poodles are considered to be hypoallergenic ,"The name, which alters ""poodle"" to ""doodle"" by analogy to ""Labradoodle"", was coined in 1992"
1057,Skiing,Skiing,"Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow.",Skiing always seemed like a fun winter sport,"Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow."
1058,J. K. Rowling,I saw a few of the films and enjoyed them. Did Rowling write all the books?,"The books have won multiple awards, and sold more than 400 million copies.",Yes she wrote all of them - and they have sold more than 400 million copies!,"Yes she wrote all of them!  She wrote the first one, ""Harry Potter and the Philosopher's Stone"""
1059,Dylan's Candy Bar,No never been there. Never tried this candy bar either.,"Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in New York City; East Hampton, New York; Los Angeles, Chicago and Miami Beach, as well as in wholesale venues around the globe.","Not a candy bar its a store with locations in Hamptons, Los Angeles, Chicago ","Dylan's candy bar is a chain in New York and Miami, ever been there? I have never tried it, but I know they have 7,000 candies from around the world."
1060,The Walking Dead (TV series),Yeah my favorite character is Daryl. I heard he will take over as leader in the next season.,"The Walking Dead is an American post-apocalyptic horror television series developed by Frank Darabont for AMC that is based on the comic book series of the same name by Robert Kirkman, Tony Moore, and Charlie Adlard.",i liked glenn.... it was developed by Frank Darabont for AMC that is based on the comic book series of the same name by Robert Kirkman.,"i love that character, Andrew Lincoln plays the show's lead character, sheriff's deputy Rick Grimes, who awakens from a coma to discover a world overrun by man-eating zombies, commonly referred to as ""walkers""."
1061,Bowling,"Nope I don't think so. The real challenge for me is to not get a gutter ball, I'm happy with hitting any pins at all.","The term ""hambone"" has also been used to describe four consecutive strikes.",So getting a hambone is way out of the question. It's four consecutive strikes.,"Maybe try bumper bowling, which is three consecutive strikes in a row. Have you ever done that?"
1062,The Walking Dead (TV series),"I have! I only watched the first few seasons, but I got a little bored with it.","Andrew Lincoln plays the show's lead character, sheriff's deputy Rick Grimes, who awakens from a coma discovering a world overrun by zombies, commonly referred to as ""walkers"".","I thought so too after the first seasons. Andrew Lincoln plays Rick Grimes, who leads a group of survivors.","The Walking Dead is based on the comic book series by Robert Kirkman, Tony Moore, and Charlie Adlard."
1063,Accounting,Thats such a weird thing to call it two things,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.","Well it can be divided into several fields like financial accounting, management accounting, external auditing, and cost accounting.","Yes, it is. Financial accounting focuses on the reporting of an organization's financial information, including the preparation of financial statements, to the external users of the information, such as investors, regulators and suppliers."
1064,Goldendoodle,"oh nice, so people with allergies can have these dogs","Their coats do not shed, which reduces dander.",Yes. Their coats do not shed which reduces dander,"Poodles are a group of formal dog breeds, the Standard Poodle, Miniature Poodle and Toy Poodle"
1065,Skiing,I have never been skiing. Not even sure what all it takes. Do you have any tips or insights you could share?,Skiing has a history of almost five millennia.,"Its simply using two poles and ski boards to move quickly down ice, skiing has a five millennia history","Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow"
1066,Harry Potter,Wow! I imagine she broke a lot of records with the series.,", the books have sold more than 500 million copies worldwide, making them the best-selling book series in history, and have been translated into seventy-three languages.",Yes it is the best selling book in history - in 73 languages!,"Yes she did!  The series has been around since 26 June 1997, when the first book was published.  It was called Harry Potter and the Philosopher's Stone."
1067,Dylan's Candy Bar,I'd definitely like to visit and see what they offer.,"It is owned by Dylan Lauren, daughter of fashion designer Ralph Lauren.","Dylan Lauren, Ralph Laurens daughter owns it","Dylan's candy bar has also partnered with Holt Renfrew in Vancouver, British Columbia in a co-branding effort."
1068,The Walking Dead (TV series),It was sad what happened to Glenn. I can't wait for Maggie to deliver their baby.,"Andrew Lincoln plays the show's lead character, sheriff's deputy Rick Grimes, who awakens from a coma discovering a world overrun by zombies, commonly referred to as ""walkers"".",yeah i think Andrew Lincoln plays the show's lead character. if i recall,"i liked that show too, the series stars Andrew Lincoln as sheriff's deputy Rick Grimes, who awakens from a coma to find the world dominated by flesh-eating ""walkers"", resembling the zombies of George A. Romero's horror films."
1069,Bowling,It is for me at least. Is there a special name for getting 5 consecutive strikes?,"The most common types of pin bowling include ten-pin, nine-pin, candlepin, duckpin and five-pin bowling, while in target bowling, bowls, skittles, kegel, bocce, carpet bowls, pétanque, and boules, both indoor and outdoor varieties are popular.","Nope, very few people can do that. Do you play nine pin or ten pin? ","I'm not sure, but I do know there is a special name for getting 5 consecutive strikes. It's called the ""Hambone""."
1070,no_passages_used,His character is really interesting. I didn't like him at first but I grew to understand him and respect the intricacies of his character.,no_passages_used,"Yes Grimes' character suffered a lot, especially when he lost his wife during childbirth. He is the glue that holds the show together.","He is a great actor! He was born and raised in London, England. He is also the lead actor in the spin-off series ""Fear the Walking Dead"", which debuted on August 23, 2016."
1071,Insane Clown Posse,Insane in the membrane to see the divisions up close!,Insane Clown Posse (ICP) is an American hip hop duo composed of Violent J (Joseph Bruce) and Shaggy 2 Dope (originally 2 Dope; Joseph Utsler).,Insane Clown Posse performed Insane In The Membrane! They were founded in Detroit in 1989.,"Yes, accounting is facilitated by such as standard-setters, accounting information systems are designed to support accounting functions and related activities."
1072,Goldendoodle,that's good to know! Where do these dogs come from? ,Dander is a protein that sheds from the skin and causes allergies in humans.,Dander is the protein that sheds from the skin and causes allergies in humans,"Poodles are a group of formal dog breeds, the Standard Poodle, Miniature Poodle and Toy Poodle"
1073,Skiing,"It looks easy when I see people skiing on TV but, knowing me I would be the first to fall right of the bat! Have you actually skied before?",Skiing has a history of almost five millennia.,Yea wven with a long history of five millennia it still seems scary and dangerous to ski,"I have never been skiing, but I have watched a lot of skiers on TV, the word ski is one of a handful of words that Norway has exported to the rest of the world"
1074,Harry Potter,I had no idea! That is very impressive! Were the films equally as successful?,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.","I am not sure but I know Harry, Hermione and Ron are beloved by people worldwide",Yes they were very successful!  The films were very well received by critics and fans alike!  I think they did a great job of bringing the characters to life!
1075,Dylan's Candy Bar,"Oh wow, that sounds fantastic. I'm sure their candy is very tasty.","Lauren was inspired to create the store, which is asserted to be the ""largest unique candy store in the world"", by the Roald Dahl story of ""Willy Wonka & the Chocolate Factory"".",Its meant to be the largest unique candy store in the world!,"Dylans candy bar has also partnered with Holt Renfrew in Vancouver, British Columbia in a co-branding effort"
1076,The Walking Dead (TV series),Yeah but apparently he dies next season. He is moving on to other projects.,"Together they struggle to survive and adapt in a post-apocalyptic world filled with walkers and opposing groups of survivors, who are often more dangerous than the walkers themselves.",i did not know that. Together they struggle to survive and adapt in a post-apocalyptic world.,yeah i think Andrew Lincoln plays the show's lead character. if i recall he is a great actor
1077,Genghis Khan,Genghis Khan,"Genghis Khan or Chinggis Khaan (born Temüjin, c. 1162 August 18, 1227), was the Great Khan and founder of the Mongol Empire, which became the largest contiguous empire in history after his death.","So I'm studying in college about Genghis Khan, the founder of the Mongol Empire. Do you know much about him?","Have you ever heard of Genghis Khan? He was the founder and first Great Khan of the Mongol Empire, which became the largest contiguous empire in history after his death."
1078,Green,Green,Green is the color between blue and yellow on the visible spectrum.,Do you like the color green?  It is the color between blue and yellow on the visible light spectrum.,I love the color green.  It is the color between orange and green on the spectrum of visible light.
1079,Juggalo gangs,"I love ICP, juggalos for life!","As a result, Juggalos have been classified as a criminal street gang by government and law enforcement agencies, including the Federal Bureau of Investigation, the National Gang Intelligence Center, and the states of Arizona, California, Pennsylvania, and Utah.",Juggalos have been classified as a criminal street gang these days!,"I love them too! They are one of the most popular bands of all time! They were founded in Detroit, Michigan."
1080,Chihuahua (dog),Chihuahua (dog),The Chihuahua () is the smallest breed of dog and is named after the state of Chihuahua in Mexico.,"Do you like Chihuahua's? I think they are cute, and their name origin is interesting to me, it is the smallest breed of dog",The Chihuahua is the smallest breed of dog and is named after the state in Mexico.
1081,Skiing,"Skiing
Do you like skiing?",Skiing has a history of almost five millennia.,"Hi, Do you li ke sk  iing.It's been around for almost five thousand years. ","Yes, I do! I love to ski! It is a means of transport, a recreational activity or a competitive winter sport!"
1082,Bowling,Bowling,Bowling is a sport or leisure activity in which a player rolls or throws a bowling ball towards a target.,I have bowled 2 perfect games in bowling. its is one of my favorite sports in which a player rolls or throws a bowling ball towards a target. ,Have you ever played cricket? It is the sport of propelling the ball toward the wicket defended by a batsman.
1083,Dylan's Candy Bar,"I see they offer taffy, lollipops, chocolate and more! ","Lauren said that her goal was to ""merge fashion, art and pop candy culture"".","Yes Dylan Lauren wanted to blend fashion, pop candy and art","They have over 7,000 candies from around the world, its a lot of candy! "
1084,The Walking Dead (TV series),It is the last season so they will have to wrap things up somehow.,"Much of the series takes place in and around Atlanta, Georgia, and later Alexandria, Virginia.","yeah it will be neat.  Much of the series takes place in and around Atlanta, Georgia still today i think","yeah i think Andrew Lincoln plays the show's lead character Rick Grimes, who awakens from a coma to discover a world overrun by man-eating zombies, commonly referred to as ""walkers""."
1085,Genghis Khan,I really don't.  I would love to learn something though,He came to power by uniting many of the nomadic tribes of Northeast Asia.,Well he initially came to power by bringing together the nomadic tribes of Northeast Asia. Have you ever been there?,He came to power by uniting many of the nomadic tribes of Northeast Asia. He launched the Mongol invasions that conquered most of Eurasia.
1086,Green,"Yes, green is one of my favorite colors. Specifically forest green. ","In subtractive color systems, used in painting and color printing, it is created by a combination of yellow and blue, or yellow and cyan; in the RGB color model, used on television and computer screens, it is one of the additive primary colors, along with red and blue, which are mixed in different combinations to create all other colors.",It is created by combining yellow and blue,"I like the color green too.  It is a primary color in subtractive color systems, used in painting or color printing."
1087,John Grisham,"John Grisham
Tell me about John grisham","John Ray Grisham Jr. (; born February 8, 1955) is an American bestselling writer, attorney, politician, and activist best known for his popular legal thrillers.","Where do I begin. He is a bestselling writer, attorney and politician. He's best known for is great legal thrillers.",John Grisham is an American author and screenwriter. He is best known for his novels.
1088,Dog,Yeah I love them! I own one! They are so friendly and nice! ,"The dog and the extant gray wolf are sister taxa as modern wolves are not closely related to the wolves that were first domesticated, which implies that the direct ancestor of the dog is extinct.","Dogs in general are so cute, it is crazy to me that they evolved from extant gray wolves, as wolves are so much different, it is hard to believe they are ancestors","They come in a wide variety of colors, and they come in two coat lengths, I like the black and white ones"
1089,Skiing,"I love it, especially in the winter.","Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow.","It's not just for recreeation, it is also done for competition and for transporting activities.","Yes, I love it too. It's a means of transport, a recreational activity or a competitive winter sport. "
1090,Ten-pin bowling,I've seen bowling but never tried it. It looks complicated. Can you tell me more about it?,"Ten-pin bowling is a sport in which a player (called a ""bowler"") rolls a bowling ball down a wood-structure or synthetic (polyurethane) lane and towards ten pins positioned at the end of the lane.",Tenpin bowling which is the most common game of bowling is when you roll a bowling ball down a wood structure or synthetic land swords ten pins positioned at the end of the lane. ,"It is a sport in which a player skilled at bowling is called a ""bowler""; a bowler who is also a competent batsman is known as an all-rounder. "
1091,Hunting,Hunting,"Hunting is the practice of killing or trapping animals, or pursuing or tracking them with the intent of doing so.",I love to hunt for my own food! it is the practice of killing or trapping animals and the pursuit,I love to go hunting.  I love to hunt animals or birds.  Do you like to hunt?
1092,Blog,Blog,"A blog (a truncation of the expression ""weblog"") is a discussion or informational website published on the World Wide Web consisting of discrete, often informal diary-style text entries (""posts"").",I started a blog on the World Wide Web to inform people of my life and day to day activities. It's something like a diary.,I love to blog.  It's a great way to keep up with the latest news and opinions.  Do you have a blog?
1093,Genghis Khan,I have never been to Asia.  Although I think it would be an amazing place to visit.,"After founding the Empire and being proclaimed ""Genghis Khan"", he launched the Mongol invasions that conquered most of Eurasia.","So after creating the empire, he began massive invasions that conquered a large part of Eurasia.",He launched the Mongol invasions that conquered most of Eurasia. It would be amazing to go there and see it for yourself.
1094,Green,Yes. Do you like the color green? Or do you have a different favorite color?,"Several minerals have a green color, including the emerald, which is colored green by its chromium content.",I do like green but pink is my favorite.  do you like the emerald which is obviously green in color?,"I do not have a favorite color, but I do like green.  It is a primary color in subtractive color systems, used in painting or color printing."
1095,John Grisham,Tell me about some of his thrillers,"His first novel, ""A Time to Kill,"" was published in June 1989, four years after he began writing it.","His very first  novel, ""A Time to Kill"" was published in June of 1989, 4 years after he started writing it.",His books have been translated into 42 languages and have been published worldwide. They are published in 42 languages.
1096,Origin of the domestic dog,It's amazing how humans domesticated and bred dogs down to create the dogs we have today. Early dogs were bread to ease everyday task. ,The origin of the domestic dog is not clear.,"Yeah, while the origins of dogs are not really clear, it is clear humans had a role in that process, which amazes me, as we have created so many different and varying breeds of dogs","I agree, it is amazing how dogs have been selectively bred for millennia for various behaviors, sensory capabilities, and physical attributes"
1097,Skiing,I watch it during the Olympics.,"It comes from the Old Norse word ""skíð"" which means ""split piece of wood or firewood"".",The word comes from Old Norse word skio and mean split wood or firewood.,"Yes, the Olympics are the most popular event of the Winter Olympics, they are recognized by the International Olympic Committee and the International Ski Federation."
1098,Bowling,Are you supposed to hit them all at once? That would be quite difficult to do.,"A strike is when all the pins are knocked down on the first roll, whereas a spare is when all the pins are knocked over on the second shot.","Yes, you want to hit all the pins down, when you do this, it is called a strike. ",Yes you are but the objective is to score the highest pinfall by knocking down as many pins as possible. 
1099,Hunting,"That is tough for me without a gun, but it seems like it would be thrilling!","Hunting wildlife or feral animals is most commonly done by humans for food, recreation, to remove predators that are dangerous to humans or domestic animals, or for trade.",yes hunting wildlife or feral animals is most commonly done by humans for food and can involve guns,"yes it would be very exciting! the word hunt serves as both a noun (""to be on a hunt"") and a verb"
1100,Blog,Really? That's pretty interesting. I've never had a diary or a blog. What do you like to write about?,"Until 2009, blogs were usually the work of a single individual, occasionally of a small group, and often covered a single subject or topic.","Blogs usually cover a single subject, but mine covers a variety of topics like food and travel experiences.",I like to write about things that interest me. I like to talk about politics and current events. 
1101,Genghis Khan,He was a pretty tough guy then it sounds like,"By the end of his life, the Mongol Empire occupied a substantial portion of Central Asia and China.","He does have quite the reputation. By the time his life ended, he Mongol Empire contained most of Central Asia and China. It was quite an amazing feat!",Yes he was.  He was born in 1162 and died in 1227. He was the first Great Khan of the Mongol Empire.
1102,Accounting,Accounting,"Accounting or accountancy is the measurement, processing, and communication of financial information about economic entities such as businesses and corporations.","Accountancy is the measurement, processing, and communication of financial data about economic entities such as businesses and corporations",Accounting is a great way to make money.  It's a way to keep track of expenses and keep your finances in order.
1103,John Grisham,"Wow, was he educated in the Literary Arts?",He practiced criminal law for about a decade and served in the House of Representatives in Mississippi from January 1984 to September 1990.,"No, he went to law school and he practiced criminal law for about 10 years and then served in the House of Representatives in Mississippi for 6 years.",He graduated from Mississippi State University and received a law degree from the University of Mississippi School of Law in 1981.
1104,Hot dog,Hot dog,It is a type of sausage sandwich.,I love a good hotdog! It's a delicious sausage sandwich.,Do you like hot dogs? I love them! They are my favorite food.  They are a staple of American cuisine.
1105,Skiing,"I did not know that, who is your favorite skier?",The first depiction of a skier with two ski poles dates to 1741.,Don't really have one. The first skier on two poles dates back to 1741 I believe.,My favorite skier is Mikaela Shiffrin. She is from Norway and she is one of a handful of words that Norway has exported to other countries.
1106,Liberty Tax Service,"Accounting
Hey there, I'm an accountant at a local tax service. Do you know much about accounting?",It is the third largest tax preparation franchise in the United States.,I know that Liberty Tax services is the 3rd largest tax company in the united states.,"Yes, I do! I know a little bit about it, but I'm not very good at it myself. I know that it's a type of accounting that's used to keep track of the financial statements of businesses and individuals."
1107,Hunting,"It is hard to do it without one, that is for sure, try to use a stick one day!",Hunting can also be a means of pest control.,yea thats true but some people also hunt as a means of pest control,"yes you can use a stick to catch small game such as rabbits, squirrels, rabbits, deer and other small animals"
1108,Blog,Fun! Do you write in it every day? It is about health food or just cooking or nutrition? ,"In the 2010s, ""multi-author blogs"" (MABs) have developed, with posts written by large numbers of authors and sometimes professionally edited.","Yes, it sometimes gets exhausting, so i'm thinking about starting a multi-author blog. That is where the content is written by multiple authors. It's mainly reviews of food I have tried.","Yes, I write in it every day. It's mostly about health food, but I also write about travel and travel experiences."
1109,American football,American football,"The offense, which is the team controlling the oval-shaped football, attempts to advance down the field by running with or passing the ball, while the defense, which is the team without control of the ball, aims to stop the offense's advance and aims to take control of the ball for themselves.",I always prefer watching the offense play during football games. ,American football is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.
1110,Panama Papers,"I see, I am studying to be an accountant. Do you have any tips?","The Panama Papers are 11.5 million leaked documents that detail financial and attorney–client information for more than 214,488 offshore entities.","No I have no tips. The Panama Papers are 11.5 million leaked documents that contained financial and attorney–client information for more than 214,488 offshore entities.","Well, it is important to know that accounting information systems are designed to support accounting functions and related activities."
1111,John Grisham,Wow a lawyer turned Author? that's so cool,"Eight of his other novels have also been adapted into films: ""The Chamber"", ""The Client"", ""A Painted House"", ""The Pelican Brief"", ""The Rainmaker"", ""The Runaway Jury"", ""Skipping Christmas"", and ""A Time to Kill"".","He has nine novels that have been made into movies so if you don't want to read them all, you can buy the DVD. One I like at the holidays is ""Skipping Christmas"" Its a funny movie, not a thriller","Yes, he graduated from Mississippi State University and received a law degree from the University of Mississippi School of Law in 1981."
1112,Mustard (condiment),Add a little mustard to it and a coke and that's a fine meal.,"Mustard is a condiment made from the seeds of a mustard plant (white/ yellow mustard, ""Sinapis alba""; brown/ Indian mustard, ""Brassica juncea""; or black mustard, ""Brassica nigra"").",Absolutely! Need to get me some homemade mustard plants.,"That's a great way to eat a hot dog! I like to put mustard on mine too. It's a little too spicy for my taste, but it's good."
1113,Cross-country skiing,Wow that is a long time ago.,"Cross-country skiing is a form of skiing where skiers rely on their own locomotion to move across snow-covered terrain, rather than using ski lifts or other forms of assistance.","Cross country skiing is interesting, where the skier relies on their own locomotion to move across snow covered terrain","The word ""ski"" is one of a handful of words that Norway has exported to other countries."
1114,Accounting,"Yes, there are many tax firms in the United States. Accountants take on the task of the measurement, disclosure or provision of assurance about financial information that helps others make financial decisions.",The modern field was established by the Italian mathematician Luca Pacioli in 1494.,Modern Accounting field was established by the Italian mathematician Luca Pacioli in 1494.,"Yes, there are many tax firms in the United States. Liberty Tax services is one of them."
1115,Hunting,"That is true, I guess I was thinking bigger!","However, excessive hunting has also heavily contributed to the endangerment, extirpation and extinction of many animals.","yea, you cant over do it though because excessive hunting has also heavily contributed to the endangerment of many animals",yea thats true but some people also hunt as a means of pest control as well as for food
1116,Blog,Yes that sounds like a good idea. So you can get some help with it. Do you get paid for your blog? Like with sponsors and stuff?,The emergence and growth of blogs in the late 1990s coincided with the advent of web publishing tools that facilitated the posting of content by non-technical users who did not have much experience with HTML or computer programming.,"No, unfortunately I don't. I wanted to start a website, but went with a blog instead because I don't have a lot of computer programming experience.","I don't get paid for it, but I do get a lot of traffic from people who read it. It's mainly reviews of food I have tried. I'm not sure if I will ever get paid."
1117,American football,I don't watch much football. What does the offense do?,"The offense, which is the team controlling the oval-shaped football, attempts to advance down the field by running with or passing the ball, while the defense, which is the team without control of the ball, aims to stop the offense's advance and aims to take control of the ball for themselves.",They attempt to take the ball to the touchdown but running or throwing it. ,The offense is the team that attempts to advance down the field by running with or passing the ball. 
1118,Panama Papers," The Panama Papers caused major scandal worldwide, didnt it?",The documents contain personal financial information about wealthy individuals and public officials that had previously been kept private.,Yes they did. The documents contain personal financial information about wealthy individuals and public officials that had previously been kept private,"Yes it did. The documents, some dating back to the 1970s, were created by, and taken from, Panamanian law firm and corporate service provider Mossack Fonseca, and were leaked in 2015 by an anonymous source."
1119,Green,"Green
Green is such a nice color.",Green is the color between blue and yellow on the visible spectrum.,It is between blue and yellow on the visible spectrum and comes in many shades.,"Yes, it is. It is one of the three primary colors used in the RGB color space along with red and blue."
1120,Cheese sandwich,LOL! What other quick meals do you like? For example grilled cheese with chips?,A grilled cheese sandwich is made by grilling the sandwich with butter or toasting it.,i love buter on my grilled cheese!,Grilled cheese is my favorite. I like to put it on a bun and put a slice of cheese on it.
1121,no_passages_used,Genghis Khan,no_passages_used,I am currectly studying and many of my courses are about history!,"Have you ever heard of Genghis Khan? He was the founder and first Great Khan of the Mongol Empire, which became the largest contiguous empire in history after his death."
1122,no_passages_used,His contributions to the field of Accounting were very important in shaping the way businesses operate in today's world.,no_passages_used,Accounting or accountancy is thousands of years old and can be traced to ancient civilizations.,"Yes, he was a very important figure in the history of the field. He was a Chinese official, scholar, and astronomer of the Jin dynasty."
1123,Elvis Presley,Elvis Presley,"Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer, musician, and actor.",I like to listen to Elvis Presley!,"Have you ever heard of Elvis Presley? He was a great singer, songwriter, and actor."
1124,American football,American football,"American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.","I love to watch American football, though we just call it football here.  What about you?",American football is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.
