,topic,last_sentence,checked_sentence,eval_label,generated_sentence
525,Paramedic,"Hi, it must be a very stressful job right?","The scope of practice of a paramedic will vary between countries, but generally includes autonomous decision making around the emergency care of patients.",It depends on where you do it really. Paramedics have different roles in different countries,"Yes, I have to respond to, assess, and triage emergent, urgent, and non-urgent requests for medical care, apply basic and advanced knowledge and skills necessary to determine patient physiologic, psychological, and psychosocial needs, administer medications, interpret and use diagnostic findings to implement treatment, provide complex patient care, and facilitate referrals and/or access to a higher level of care"
526,Instagram,What kind of photos do people share?,"A version for Android devices was released two years later, in April 2012, followed by a feature-limited website interface in November 2012, and apps for Windows 10 Mobile and Windows 10 in April 2016 and October 2016 respectively.","All sorts of photos - of themselves, or their vacation, or their animals, and lots more!  There's even an Android version that came out in 2012","It was created by Kevin Systrom and Mike Krieger, and launched in October 2010 exclusively on Facebook"
527,Accounting,"I think accounting is interesting as well.  My grandpa was a chartered accountant who had his own practice.  I remember going to his office as a child watching him add everything with a pencil and calculator.  Time sure have changed, computers have replaced a lot of accountants.","Accounting, which has been called the ""language of business"", measures the results of an organization's economic activities and conveys this information to a variety of users, including investors, creditors, management, and regulators.","I suppose it is more accurate now, but sometimes I think the old ways of measuring the results and activities of business is better with pen and paper","Yes, I agree. The modern field was established by Luca Pacioli in 1494."
528,Accounting,Accounting,"Accounting or accountancy is the measurement, processing, and communication of financial information about economic entities such as businesses and corporations.","I work as an accountant, where I measure, process, and communicate financial information about economies to my employer and its clients.","Accounting or accountancy is the measurement, processing, and communication of financial information about economic entities such as businesses and corporations."
529,Harry Potter,Dumbledore made a lot of questionable decisions in his lifetime.,", the books have sold more than 500 million copies worldwide, making them the best-selling book series in history, and have been translated into seventy-three languages.","the books alone have sold 500 million copies, that is amazing","I agree.  I think he was a good headmaster, but he was also a horrible person."
530,Ski,Do you know what they made skis of in ancient times?,A ski is a narrow strip of semi-rigid material worn underfoot to glide over snow.,They were made of many different rigid materials.,"The word ""ski"" is one of a handful of words that Norway has exported to other countries."
531,Popcorn,"Popcorn
I love sneaking in popcorn into movie theaters. ","Popcorn, or pop corn, is a variety of corn kernel, which forcefully expands and puffs up when heated.",I love popcorn. the corn kernel expand and puffs up with heat. Something so simple.,I love popcorn too! It's so good! I like popcorn with peanut butter and chocolate chips.
532,Aztec,I've heard of it but I don't know where it is. I did read though they go all the way back to the Aztec civilization!!,"The Aztec people were certain ethnic groups of central Mexico, particularly those groups who spoke the Nahuatl language and who dominated large parts of Mesoamerica from the 14th to the 16th centuries.",I have read a lot about the  Aztec people. They were from the central Mexico and their language is Nahuatl language,"No records of the Techichi are available before the 9th century, although dog pots from Colima, Mexico, buried as part of the western Mexico shaft tomb tradition, which date back to 300 BC, are thought to depict Techichis"
533,Paramedic,"I see, and what is their role in the US?","A paramedic is a healthcare professional, predominantly in the pre-hospital and out-of-hospital environment, and working mainly as part of emergency medical services (EMS), such as on an ambulance.",we work mostly in pre-hospital treatment,They provide advanced emergency medical care for critical and emergency patients who access Emergency Medical Services (EMS). This individual possesses the complex knowledge and skills necessary to provide patient care and transportation.
534,Instagram,"2012, seems so long ago. How else can people communicate in the app?","They can add hashtags to their posts, linking the photos up to other content on Instagram featuring the same subject or overall topic.","When they post a photo they can add a message, including hashtags","It was created by Kevin Systrom and Mike Krieger, and launched in October 2010 exclusively on iOS"
535,Accounting,More time consuming  ... i wonder if the increased labour costs outweigh the lack of scrutiny over the 'books'. ,"The terms ""accounting"" and ""financial reporting"" are often used as synonyms.","the term accounting and financial have been used as synonyms, but accounting can be divided into a few different fields",I think it would be hard to argue with that.  The history of accounting or accountancy is thousands of years old and can be traced back to ancient civilizations
536,Accounting,Do you enjoy it?,Practitioners of accounting are known as accountants.,"As long as I get paid to be an accounting practitioner, I'll enjoy it, how about that? ;)","Yes, I do. It's called the ""language of business"" and it's called ""the language of business"". It's a great way to communicate the results of an organization's economic activities to investors, creditors, management, and regulators."
537,Harry Potter,"Harry Potter
i love harry potter",Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,I really like Harry Potter and J.K. Rowling.,"I love J.K. Rowling's ""Harry Potter"" series. It's my favorite book series."
538,Cheerleading,Cheerleading,"Cheerleading is an activity wherein the participants (referred to as ""cheerleaders"") cheer for their team as a form of encouragement.",Have you ever seen cheerleading? It's where participants cheer on their team as a form of encouragement,I love cheerleading! I've been doing it since I was a little girl. It's so much fun!
539,Popcorn,Yep so simple yet so tasty. Do you have them salted or buttered?,Archaeologists discovered that people have known about popcorn for thousands of years.,Love butter. It has been found that people have known about popcorn for thousands of years. Archaeologists have determined this.  ,"I like mine cooked with butter or oil. The strong hull contains the seed's hard, starchy endosperm with 14-20% moisture, which turns to steam as the kernel is heated."
540,Toltec,"I meant to say the Toltec civilization, my mistake! But yes the Aztecs are very, very interesting. I didn't know that was the name of their language though! ","The Toltec culture is an archaeological Mesoamerican culture that dominated a state centered in Tula, Hidalgo, Mexico in the early post-classic period of Mesoamerican chronology (ca.",Well that archaeological Mesoamerican culture is part of Mexico too and also in Tula and Hidalgo,"It was the language of the Aztecs, who dominated what is now central Mexico during the Late Postclassic period of Mesoamerican history"
541,Bodybuilding supplement,Bodybuilding supplement,"Under DSHEA, responsibility for determining the safety of the dietary supplements changed from government to the manufacturer and supplements no longer required approval from the U.S. Food and Drug Administration (FDA) before distributing product.",I currently take a body building supplement. The supplements are all regulated by the FDA.,"Do you like bodybuilding supplements? They are commonly used by those involved in bodybuilding, weightlifting, mixed martial arts, and athletics for the purpose of facilitating an increase in lean body mass."
542,Hashtag,What do the hashtags do?,"A hashtag is a type of metadata tag used on social networks such as Twitter and other microblogging services, allowing users to apply dynamic, user-generated tagging that makes it possible for others to easily find messages with a specific theme or content; it allows easy, informal markup of folk taxonomy without need of any formal taxonomy or markup language.","Hashtags help people find messages with a specific theme - they just click on a hashtag, and the system brings up all the messages that were posted using that tag!","In January 2011, Instagram introduced hashtags to help users discover both photos and each other.  It's a great way to discover each other"
543,Green,Green,It is evoked by light which has a dominant wavelength of roughly 495570 nm.,"People think my favorite color is green because it is envoked by light, which has the dominant wavelength of about 495570 nm, but that's not why at all",I love the color green. It is so restful to the eye and it is so common in nature.
544,no_passages_used,What is the average salary for that type of a position?,no_passages_used,"The 2016 median annual salary was $68,150, and this of course varies from state to state with different job markets.","I'm not sure, but I do know that the modern field was established by the Italian mathematician Luca Pacioli in 1494."
545,Harry Potter,yea its a great series,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,For a while I never knew that J.K. Rowling was a British author.,"I really like the fact that the novels chronicle the lives of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley."
546,Cheerleading,"Yes, I used to see them at ball games in high school","Cheerleading originated in the United States, and remains predominantly in America, with an estimated 1.5 million participants in all-star cheerleading.",That's great! It originated in America and still remains mostly in America,"I've never been to a cheerleading game, but I've heard of it. It's a sport where participants perform the arts of singing, dancing, lip-syncing, acting, martial arts, playing an instrument, or other activities to showcase skills."
547,Popcorn,"I don't think they had movie theaters that long ago, I wondered what they watched when eating popcorn. ","Corn was first domesticated 9,000 years ago in what is now Mexico.",That made me laugh. I could see popcorn being figured out as accident. I mean corn was first cultivated dating back 9000 years in Mexico.,"I don't think they had movie theaters that long ago, but I do know that popcorn has been around for a very long time. It has been found that people have known about popcorn for thousands of years."
548,Archery,Archery,"The word comes from the Latin ""arcus"".","Archery got its name from the latin word, arcus!","Archery is the art, sport, practice or skill of using a bow to shoot arrows.  I love it."
549,Dietary supplement,how long have you been doing that?,Dietary supplements can provide nutrients and extracts from food sources individually or in combination in order to increase the quantity of their consumption.,For a few months now. It's a good dietary supplement. It provides extracts from food sources and nutrients.,I have been taking it for a few years. I have been doing it since the late 19th century. Eugen Sandow was the first modern bodybuilder in the West.
550,American football,American football,"The first match of American football was played on November 6, 1869, between two college teams, Rutgers and Princeton, under rules based on the association football rules of the time.","I love American Football, the first game was played between Rutgers and Princeton in 1869. ",American football is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.
551,Green,"Wow!  That is some complicated information.  What does ""invoked by light"" mean?",Green is the color between blue and yellow on the visible spectrum.,"(Bleep) if I know on that, but it's really my favorite color because green is between blue and yellow and the invisible spectrum. Very best reason why right there","It means that it is a color that is common in nature, especially in plants, and it is one of the most common colors in plants"
552,Bodybuilding supplement,"Bodybuilding supplement
I am thinking about starting to bodybuild.","The 1970s and 1980s marked a dramatic increase in the growth of the bodybuilding supplement industry, fueled by widespread use of modern marketing techniques and a marked increase in recreational bodybuilding.","bodybuilding was huge in the 70's and 80's and still is today, but I remember it was such a fad then","Do you want to increase muscle, increase body weight, improve athletic performance, or decrease body fat?"
553,Harry Potter,oh yea i didnt know that,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.","The story is about, you guessed it, Harry Potter and his buddies.",I didn't know that either. I think it's cool that she was born in the United Kingdom.
554,Cheerleading,"I see, I guess it's not popular in other countries","The global presentation of cheerleading was led by the 1997 broadcast of ESPN's International cheerleading competition, and the worldwide release of the 2000 film ""Bring It On"".","You're right! In 1997 the first international cheerleading competition was broadcast by ESPN, so not long ago!","I'm sure it is, but it's not as popular as it used to be. The word cheer originally meant face, countenance, or expression, and came through Old French into Middle English in the 13th century"
555,Popcorn,"Well I have heard that one before, so many things are discovered by ""accident""! ","Some strains of corn (taxonomized as ""Zea mays"") are cultivated specifically as popping corns.","There are certain strains of corn they cultivate to make popping corn. Its called ""zea mays"".","Yes, I agree. It's amazing how things are discovered by accident. I love popcorn because it is so simple and easy to make."
556,Archery,"That's fascinating! I am a Sagittarius, so I've always wondered why I am an archer.","Historically, archery has been used for hunting and combat.",That's awesome! my rising sign is a Sagittarius. :) It's cool that it used to be for combat,"Archery has always been used for hunting and combat, so I guess that's why I'm an archer!"
557,Bodybuilding supplement,how effective is it?,"The 1970s and 1980s marked a dramatic increase in the growth of the bodybuilding supplement industry, fueled by widespread use of modern marketing techniques and a marked increase in recreational bodybuilding.",I feel like it's helping me lose weight. In the 1970s and 1980s the bodybuilding supplement marked exploded.,"It's very effective. The intent is to increase muscle, increase body weight, and improve athletic performance."
558,Early history of American football,Wow I had no idea it was that recently played!,The early history of American football can be traced to early versions of rugby football and association football.,"Yep, it can actually be traced to early versions of rugby football also",It is the most popular sport in the United States and is also known as gridiron in Canada. 
559,Green,"Haha!  Yeah, I think green is my favorite color as well.  It is calming.  Is green considered a primary color?","For this reason, the costume of the ""Mona Lisa"" by Leonardo da Vinci and the benches in the British House of Commons are green while those in the House of Lords are red.","My response to that would be too long, I always believed it was. Mona Lisa British House of Commons are green. Just a little fun fact I like to tell the family at Holiday get to gethers right there. Thought I'd tell you too","In subtractive color systems, used in painting and color printing, it is created by a combination of yellow and blue, or yellow and cyan"
560,Bodybuilding supplement,I think it has got safer as the years have gone by.,A number of herbal concoctions and tonics have been used by strong men and athletes since ancient times across cultures to try to increase their strength and stamina.,"I agree, people are smarter and of course more info is available through the internet. There are tons of herbal tonics and powders to increase strength and stamina now","yea, it's a lot safer now, but it was such a craze in the 70's and 80's"
561,Harry Potter,we wuz wizurds and stuff right?,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.",Yep. Two of his friends were Hermoine and Ron.,"Yes, the wizarding world exists parallel to the Muggle world, albeit hidden and in secrecy."
562,Archery,"Archery
I am thinking of picking up archery.","Archery is the sport, practice or skill of using a bow to propel arrows.",is that the sport where you use a bowl to propel arrows at a target ?,"Archery is the art, sport, practice or skill of using a bow to shoot arrows with a bow."
563,Accounting,"Accounting
I am an accountant. What is your profession. ",The modern field was established by the Italian mathematician Luca Pacioli in 1494., Pacioli established accounting in 1494 if I remember correctly ha. I work in healthcare,"It is the measurement, processing, and communication of financial information about economic entities such as businesses and corporations."
564,Sagittarius (constellation),Do you know when that happened?,The center of the Milky Way lies in the westernmost part of Sagittarius (see Sagittarius A).,"You know what, I can't remember. But I know the Sagittarius constellation is in the center of the Milky Way!",The bow and arrow seems to have been invented in the later Paleolithic or early Mesolithic periods.
565,Bodybuilding,"oh wow, why have I never heard of this before!","In professional bodybuilding, bodybuilders appear in lineups and perform specified poses (and later individual posing routines) for a panel of judges who rank the competitors based on criteria such as symmetry, muscularity, and conditioning.","Yep, it helps professional bodybuilders to prepare for competitions where they line up and pose for judges.",It's a good way to build muscle. It's also a good source of protein. Athletes in ancient Greece were advised to consume large quantities of meat and wine.
566,Madden NFL 18,Who is your favorite team,"The 29th installment of the ""Madden NFL series"", the game features New England Patriots quarterback Tom Brady on the cover, the second straight year a Patriots player has the distinction, following tight end Rob Gronkowski.",Probably the New England PAtriots. I always had a thing for Tom Brady lol,"My favorite team is the Pittsburgh Steelers, they are the most popular team in the United States. "
567,Popcorn,Popcorn,"Popcorn, or pop corn, is a variety of corn kernel, which forcefully expands and puffs up when heated.","I hate popcorn, due to the corn kernels.",Do you like popcorn? I love it when it is cooked with butter or oil. Do you?
568,Bodybuilding supplement,What kind of supplements would best increase mass gains?,Athletes in ancient Greece were advised to consume large quantities of meat and wine.,"I am not sure now days but in Ancient Greece bodybuilders were advised to eat lots of meat and drink lots of wine, not sure that is best today","High protein drinks, branched-chain amino acids (BCAA), glutamine, arginine, essential fatty acids, creatine, HMB, and weight loss products."
569,Harry Potter,nice thats really cool.,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.",All of this would take place at the school that they attended called Hogwarts School of Witchcraft.,"The main story arc concerns Harry's struggle against Lord Voldemort, a dark wizard who wants to become immortal."
570,Composite bow,It is. Are there different types of archery bows?,"A composite bow is a traditional bow made from horn, wood, and sinew laminated together, cf., laminated bow.","well the compsite bows are the traditional bows that are made from horn, wood and sinew laminated together.","yes there are. archery is the art, sport, practice or skill of using a bow to shoot arrows"
571,Health care in the United States,What is your role in healthcare. I have been an accountant for 5 years.,"58% of US community hospitals are non-profit, 21% are government owned, and 21% are for-profit.",I have an administrative role at a non-profit hospital,"I work in financial accounting, management accounting, external auditing, tax accounting and tax preparation. I also help with external audits."
572,Crossbow,Do you know when they started using crossbows?,The earliest crossbows in the world were invented in ancient China and caused a major shift in the role of projectile weaponry.,I believe they were invented in Ancient China!,"It's not clear where the crossbow originated, but it is believed to have appeared in China and Europe around the 7th to 5th centuries BC."
573,Elvis Presley,"Elvis Presley
Hey! I enjoy Elvis music, do you like his music?","Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer, musician, and actor.","Yes, I love to listen his music. He was not just a singer, he was an actor too.",I love Elvis Presley! He was one of the most celebrated and influential musicians of the 20th century.
574,Deflategate,Did he not deflat footballs or something one year?,The controversy resulted in Patriots quarterback Tom Brady being suspended for four games and the team being fined $1 million and losing two draft picks.,"Yep, they called that Deflategate. He got suspended for 4 games and the team was fined $1 million and they lost 2 draft picks","No, I don't think so, I think he deflated the footballs in the Super Bowl last year"
575,Popcorn,I like theater popcorn but yeah after I eat it I need time to recover from it lol.,"The kernel ruptures and forcefully expands, allowing the contents to expand, cool, and finally set in a popcorn puff 20 to 50 times the size of the original kernel.",I do not like when the kernel ruptures and forcefully expands.,"Popcorn is so good for you, it's a great way to relax.  It's also a great snack."
576,Bodybuilding supplement,I think today it is a lot mote man made chemicals in powder form.,"In the 1910s, Eugen Sandow, widely considered to be the first modern bodybuilder in the West, advocated the use of dietary control to enhance muscle growth.","in the early 1900's there was a man names Eugen Sandow, was very much an advocate for use of dietary control to enhance muscle growth",In the 1910's Eugen Sandow was the first modern bodybuilder to advocate the use of dietary control to enhance muscle growth
577,Waterfowl hunting,"Waterfowl hunting
What do you know about waterfowl hunting?","Waterfowl hunting (also called wildfowling or waterfowl shooting in the UK) is the practice of hunting ducks, geese, or other waterfowl for food and sport.","It's a sport, especially a UK thing.People go  hunting  for ducks, geese, or other waterfowl for food and sport.","It is the practice of hunting ducks, geese, or other waterfowl for food and sport."
578,Archery,Oh I see Would you happen to know how long ago Archery dates back to?,"The oldest signs of its use in Europe come from the in the north of Hamburg, Germany and dates from the late Paleolithic, about 10,000–9000 BC.","the oldest signs of its use in Europe come from the north of hamburg, germany and dates from about 10,000-9,000 B.C.","the bow and arrow are known to have been invented by the end of the Upper Paleolithic, and for at least 10,000 years archery was an important military and hunting skill"
579,Non-profit hospital,That is interesting. What other things will you like to tell me about your profession. ,"Non-profit hospitals are mostly funded by charity, religion or research/educational funds.",I work in obtaining funding for the hospital. What type of accounting do you do?,"It is the measurement, processing, and communication of financial information about economic entities such as businesses and corporations."
580,Neurosurgery,Neurosurgery,"Neurosurgery is often colloquially referred to as ""brain surgery"".","I'm a neurosurgeon by day, but a musician by night.","Neurosurgery, or neurological surgery, is the medical specialty concerned with the prevention, diagnosis, surgical treatment, and rehabilitation of disorders which affect any portion of the nervous system including the brain, spinal cord, peripheral nerves, and extra-cranial cerebrovascular system."
581,Elvis Presley,"Oh, I didn't know that! Do you know any movies he acted in?","His music career began there in 1954, recording at Sun Records with producer Sam Phillips, who wanted to bring the sound of African American music to a wider audience.",Have you heard of Jailhouse Rock 1957? Elvis's career as a singer  began there in 1954.,"I do not know any, but I do know that he achieved initial success as a singer, expressing an early career goal of following in the footsteps of his role models James Dean and Marlon Brando."
582,Dog training,"Dog training
I need to train my dog.","Dog training is the application of behavior analysis which uses the environmental events of antecedents and consequences to modify the behavior of a dog, either for it to assist in specific activities or undertake particular tasks, or for it to participate effectively in contemporary domestic life.",Dog training is essentially a method to modify a dogs behavior. ,"Dog training is teaching a response to cues or commands, or the performance of actions not necessarily natural to the dog, and also raising a dog accommodated to his environment by modifying natural digging, barking and eliminating behaviors."
583,Popcorn,Are there more than one kind of popcorn?,"The kernel ruptures and forcefully expands, allowing the contents to expand, cool, and finally set in a popcorn puff 20 to 50 times the size of the original kernel.",I am not sure but the popcorn puffs 20 to 50 times its original kernel.,"There are six major types of corn, dent corn, flint corn, pod corn, popcorn, flour corn, and sweet corn."
584,Bodybuilding supplement,Oh so this has been going on for hundreds of years?,"Under DSHEA, responsibility for determining the safety of the dietary supplements changed from government to the manufacturer and supplements no longer required approval from the U.S. Food and Drug Administration (FDA) before distributing product.","Yes, we now have the DSHEA they are responsible for determining safety for taking dietary suppliments, which was not in place back then","I am not sure but I think it has been going on for hundreds of years. Eugen Sandow was a pioneering German bodybuilder, now known as the ""father of modern bodybuilding"""
585,Waterfowl hunting,What kind of gear do you need?,"In many western countries, commercial waterfowl hunting is prohibited, and duck hunting is primarily an outdoor sporting activity.","Anything comfortable, it's usually done allowed in places like USA but its an outdoor activity","You need a shotgun, ammunition, a hunting blind, decoys, a boat, and a duck or goose call."
586,Archery,That is an incredibly long time ago. Do people compete in archery against each other for sport?,"In modern times, it is mainly a competitive sport and recreational activity.",yea its mainly a competivite sport and recreational activity,yes it is mainly a competitive sport and recreational activity. archery has been used historically for hunting and combat.
587,J. Lee Nicholson,I do general accounting,"Jerome Lee (J. Lee) Nicholson (1863 - November 2, 1924) was an American accountant, industrial consultant, author and educator at the New York University and Columbia University, known as pioneer in cost accounting.",Lee had major impacts in the field of cost accounting,That is interesting. What type of accounting do you do? Do you have a specific area of responsibility?
588,Neurosurgery,Really thats interesting! You probably have a steady hand by day and crazy one by night :D,"In most countries, neurosurgeon training requires a minimum period of seven years after graduating from medical school.",It took seven years of training to get that steady hand. And that's after med school.,"Yes, I'm a bit of both. It's interesting how neurosurgery has been around for thousands of years, but notable advancements have only come within the last hundred years."
589,Jailhouse Rock (song),Yes! I didnt Know he was in that movie.,"""Jailhouse Rock"" is a song written by Jerry Leiber and Mike Stoller that first became a hit for Elvis Presley.","Yes, but he also have a song Jailhouse Rock, it was a very big hit for Elvis.","Yes, he was in that movie. It was directed by Richard Thorpe and starred Elvis Presley, Judy Tyler, and Mickey Shaughnessy."
590,Dog training,Yes and I definitely need to modify this dog's behavior. Any tips?,"While training dogs for specific roles dates back to Roman times at least, the training of dogs to be compatible household pets developed with suburbanization in the 1950s.","Well, what type of dog do you have? Household pets are totally trainable. ",Dogs can be trained for a variety of purposes such as performing tricks or therapy work.  
591,Popcorn,That is pretty big!,"The six major types of corn are dent corn, flint corn, pod corn, popcorn, flour corn, and sweet corn.",There are six major types of corn.,"Yes, and it can be cooked with butter or oil, but I do not like it cooked that way."
592,Broken heart,"Broken heart
I am just devastated!  My boyfriend broke up with me last night!  I'm still crying!",Broken heart (also known as a heartbreak or heartache) is a term metaphor for the intense emotional—and sometimes physical—stress or pain one feels at experiencing great longing.,"Thank you for sharing. I'm sorry to hear that. It sounds like you have the metaphorical ""broken heart""... with all that intense emotional, maybe even physical, stress and pain you're probably feeling.",I'm sorry to hear that. I know how hard it is to break up with someone. I've been through it myself.
593,Waterfowl hunting,Do you generally bring a dog?,"Many types of ducks and geese share the same habitat, have overlapping or identical hunting seasons, and are hunted using the same methods.","It is done using conventional hunting methods, so I think a dog might help","No, I don't think so, but it is possible to take different species of waterfowl in the same outing."
594,Archery,It looks relaxing but Im sure it is very hard to master? Do people still use archery to hunt?,"Historically, archery has been used for hunting and combat.",yes and historically it has been used for hunting and combat,yea archery is still a popular sport most commonly in the form of target archery but in some places also for hunting
595,J. Lee Nicholson,That is interesting to know. Who is Lee,"Jerome Lee (J. Lee) Nicholson (1863 - November 2, 1924) was an American accountant, industrial consultant, author and educator at the New York University and Columbia University, known as pioneer in cost accounting.", My mistake. Nicholson. J. Lee Nicholson was an educator at Columbia ,"He was an American accountant, industrial consultant, author and educator at the New York University and Columbia University"
596,Neurosurgery,"Do you have a lot of patients, is this job hard for you?","Neurosurgery is often colloquially referred to as ""brain surgery"".","Well, it's not called ""brain surgery"" for nothing.","I don't have a lot of patients, but I do have some interesting ones. The Incas appear to have practiced a procedure known as trepanation since the late Stone age."
597,Elvis Presley,Oh I have heard that song before. My favorite song by Elvis has to be Hound Dog.,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.","I love that song too, also ""Heartbreak Hotel"", this song was released in 1956 and it was number one hit in the United States.","Hound Dog (song) is one of the best-selling songs of all time, it sold about 10 million copies globally."
598,Miniature Schnauzer,I have a miniature schnauzer. ,The Miniature Schnauzer is a breed of small dog of the Schnauzer type that originated in Germany in the mid-to-late 19th century.,A small breed I see.  This dog will need lots of interaction with while dog training. ,"That's cool! Miniature Schnauzers may have been developed from smallest specimens of the Standard Schnauzer, or crosses between the Standard and one or more smaller breeds such as the Affenpinscher, Miniature Pinscher, and Poodles. "
599,Skiing,Skiing,"Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow.","H buddy, Skiling means transport uses skis to glide on snow","Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow."
600,Broken heart,It just hurts so much!  Why did he have to break my heart?  Metaphorically or otherwise!  Will I ever get over it?,"Emotional pain that is severe can cause 'broken heart syndrome', including physical damage to the heart.","It what makes you a part of the human race, having those feelings.. it's a cross-cultural concept that's been around for at least 3,000 years when talking about losing someone you desire, or who you loved. Time heals all wounds, as they say. But there is such a thing as ""broken heart syndrome,"" where physical damage happens to the heart. You should monitor yourself closely if you don't start feeling better with time.",I don't know if I'll ever get over it. I'm not sure if I ever will. It's so hard to get over someone who breaks your heart. I know it's hard for me to understand why he had to do it.
601,Waterfowl hunting,It seems like it'd be tricky at first,"Waterfowl can be hunted in crop fields where they feed, or, more frequently, on or near bodies of water such as rivers, lakes, ponds, swamps, sloughs, or oceanic coastlines.","The easiest hunt would be waterfowl, so they are hunted where they eat their food and near water, river or pond",There were no regulations on waterfowl hunting from when the Paleo Indians arrived in North America to the early 20th century.
602,Discovery Channel,"Discovery Channel
What is this Discovery channel I am hearing so much about?","Discovery Channel (known as The Discovery Channel from 1985 to 1995, and often referred to as simply Discovery) is an American basic cable and satellite television channel (which is also delivered via IPTV, terrestrial television and internet television in other parts of the world) that is the flagship television property of Discovery Communications, a publicly traded company run by CEO David Zaslav.",Discovery is an American cable channel that has Science and Nature based shows on it. Do you like tv shows like that?,"It is an American pay television channel that is the flagship and namesake television property of Discovery, Inc., a publicly traded company run by CEO David Zaslav."
603,Chihuahua (dog),"Chihuahua (dog)
I have a little Chihuahua as a pet. I really like little dogs, do you have any?",The Chihuahua () is the smallest breed of dog and is named after the state of Chihuahua in Mexico.,"Not now, but I did when I was young. Its the smallest breed of dog and is named after the state of Chihuahua, Mexico.","I don't have any, but I would love to get one. Chihuahuas come in a wide variety of colors and coat lengths."
604,Bodybuilding supplement,"Bodybuilding supplement
Hi! I'm looking for a bodybuilding supplement to add to my diet. Some guys at the gym recommended that I try one. Do you know anything about these supplements? ",Athletes in ancient Greece were advised to consume large quantities of meat and wine.,There are many different Bodybuilding supplements. Before there were supplements the ancient greeks would just consume massive amounts of meats.,"I know a little bit about bodybuilding supplements, but not much more than that. I do know that they can be used to aid recovery and promote muscle growth, although diligence is needed as some over-the-counter products contain ingredients that are banned by natural bodybuilding organizations."
605,American football,American football,"American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.","I'm pretty familiar with American football, or just football, but I really don't like i.",American football is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.
606,Dog training,He barks constantly and does not listen.,A dog learns from interactions it has with its environment.,Your dog is going to learn best in his current tormentor. You'll need to repeat good training interactions over and over.,"I see.  Do you have a dog for law enforcement, search and rescue, hunting, working with livestock, assistance to people with disabilities, entertainment, dog sports, detection and protecting people or property. "
607,Water skiing,Have you ever skied? I have done it and it is lots of fun. I can't do steep slopes but it is great to be out on the white snow!,"Water skiing is a surface water sport in which an individual is pulled behind a boat or a cable ski installation over a body of water, skimming the surface on two skis or one ski.",Yes of course. Are you interested in water skiing. An individual is pulled behind a boat.,"I have not but I would love to, Skiing can be a means of transport, a recreational activity or a competitive winter sport"
608,Broken heart,"I couldn't even go to work today, I am so stressed! I hate him!!  I know that time will help, but right now I am so miserable!","The ""social-attachment system"" uses the ""pain system"" to encourage humans to maintain their close social relationships by causing pain when those relationships are lost.","Well.. take some positive stock in what you're feeling. That emotional pain you're feeling from your broken heart--not only is it natural, but it's believed to be part of the survival instinct. Your body wants you to maintain your close social relationships, and you feel pain when they're lost. It's classic ""social-attachment system"" theory. You're human!","Yes, you're right. I'm sorry to hear that. I hope you feel better soon. It sounds like you have the metaphorical ""broken heart""... with all that intense emotional, maybe even physical, stress and pain you're probably feeling. You should see a cardiologist, and see if there's anything that can be done to repair the damage to your heart."
609,Waterfowl hunting,What time do you generally go waterfowl hunting?,Hunting with shotguns began in the 17th century with the matchlock shotgun.,The hunting is done with Shotguns and have started many years ago.So daytime would be best,"Waterfowl hunting can be done in the morning or night, but it depends on the time of year."
610,Discovery Channel,"what? no way, there is a channel just for that. what are some of the shows on there/","Programming on the flagship Discovery Channel in the U.S. is primarily focused on reality television series, such as speculative investigation (with shows such as ""MythBusters"", ""Unsolved History"", and ""Best Evidence""), automobiles, and occupations (such as ""Dirty Jobs"" and ""Deadliest Catch""); it also features documentaries specifically aimed at families and younger audiences.","Discovery Channel runs shows like ""unsolved history"" and ""deadliest catch."" Some are reality shows. Do you like reality Tv?","Animal Planet, TLC, and TLC are some of the ones I like. Discovery is the third most widely distributed subscription channel in the US, behind TBS and The Weather Channel."
611,Dog,I think it's their Mexican heritage that makes them stand out. What kind of dogs did you have?,"The dog was the first species to be domesticated and has been selectively bred over millennia for various behaviors, sensory capabilities, and physical attributes.",I had a beagle mix that died. The dog was the first to be domesticated and has been bred for a millenia for vaious capabilities.,"They come in a wide variety of colors, and two coat lengths. I have two different colors."
